tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender
1957,6/24/2016 19:40,6/24/2016 20:12,368,Carmine St & 6 Ave,40.73038599,-74.00214988,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,18668,Subscriber,1989,1
764,8/26/2015 8:54,8/26/2015 9:07,450,W 49 St & 8 Ave,40.76227205,-73.98788205,402,Broadway & E 22 St,40.7403432,-73.98955109,17339,Subscriber,1988,1
511,52:30.2,01:02.1,527,E 33 St & 2 Ave,40.744023,-73.976056,498,Broadway & W 32 St,40.74854862,-73.98808416,17437,Subscriber,1985,1
380,8/5/2015 16:43,8/5/2015 16:49,517,Pershing Square South,40.751581,-73.97791,529,W 42 St & 8 Ave,40.7575699,-73.99098507,21133,Subscriber,1982,1
250,11/3/2016 8:09,11/3/2016 8:14,2003,1 Ave & E 18 St,40.73381219,-73.98054421,503,E 20 St & Park Ave,40.73827428,-73.98751968,15338,Subscriber,1968,1
936,35:23.2,50:59.4,408,Market St & Cherry St,40.71076228,-73.99400398,355,Bayard St & Baxter St,40.71602118,-73.99974372,27006,Subscriber,2000,1
188,12/15/2015 19:19,12/15/2015 19:23,410,Suffolk St & Stanton St,40.72066442,-73.98517977,473,Rivington St & Chrystie St,40.72110063,-73.9919254,22032,Subscriber,1983,1
217,39:11.4,42:49.3,3156,E 72 St & York Ave,40.76663814,-73.95348296,3140,1 Ave & E 78 St,40.77140426,-73.9535166,30153,Subscriber,1987,1
1853,12/17/2016 22:32,12/17/2016 23:03,313,Washington Ave & Park Ave,40.69610226,-73.96751037,150,E 2 St & Avenue C,40.7208736,-73.98085795,25741,Subscriber,1985,1
1426,3/4/2016 20:12,3/4/2016 20:36,147,Greenwich St & Warren St,40.71542197,-74.01121978,514,12 Ave & W 40 St,40.76087502,-74.00277668,17458,Customer,,0
310,29:39.1,34:50.0,479,9 Ave & W 45 St,40.76019252,-73.9912551,484,W 44 St & 5 Ave,40.75500254,-73.98014437,31453,Subscriber,1990,1
1229,46:25.3,06:55.0,3425,2 Ave & E 104 St,40.7892105,-73.94370784,3282,5 Ave & E 88 St,40.78307,-73.95939,28336,Subscriber,1986,1
336,34:07.3,39:43.3,3092,Berry St & N 8 St,40.7190095,-73.95852515,3108,Nassau Ave & Russell St,40.72557,-73.94434,24987,Subscriber,1975,2
200,36:18.1,39:39.0,355,Bayard St & Baxter St,40.71602118,-73.99974372,3435,Grand St & Elizabeth St,40.718822,-73.99596,19207,Subscriber,1996,1
1014,2/6/2017 10:30,2/6/2017 10:47,358,Christopher St & Greenwich St,40.73291553,-74.00711384,147,Greenwich St & Warren St,40.71542197,-74.01121978,16434,Subscriber,1976,2
417,10/13/2015 8:08,10/13/2015 8:15,223,W 13 St & 7 Ave,40.73781509,-73.99994661,2004,6 Ave & Broome St,40.724399,-74.004704,16326,Subscriber,1969,1
335,2/17/2016 20:00,2/17/2016 20:06,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,483,E 12 St & 3 Ave,40.73223272,-73.98889957,15833,Subscriber,1996,1
366,10/8/2015 8:39,10/8/2015 8:45,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,386,Centre St & Worth St,40.71494807,-74.00234482,23267,Subscriber,1981,1
461,8/5/2014 7:59,8/5/2014 8:07,530,11 Ave & W 59 St,40.771522,-73.990541,173,Broadway & W 49 St,40.76064679,-73.98442659,19426,Subscriber,1979,1
460,9/4/2016 10:25,9/4/2016 10:33,444,Broadway & W 24 St,40.7423543,-73.98915076,476,E 31 St & 3 Ave,40.74394314,-73.97966069,23961,Subscriber,1963,2
286,5/1/2014 14:57,5/1/2014 15:02,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,17505,Subscriber,1980,2
287,48:40.5,53:28.4,432,E 7 St & Avenue A,40.72621788,-73.98379855,311,Norfolk St & Broome St,40.7172274,-73.98802084,31995,Subscriber,1988,1
373,10/10/2017 17:04,10/10/2017 17:10,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,28012,Subscriber,1988,2
750,15:06.2,27:36.3,3356,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,3458,W 55 St & 6 Ave,40.76309387,-73.97835016,19407,Subscriber,1946,1
517,9/14/2016 14:30,9/14/2016 14:38,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,21548,Subscriber,1983,1
279,42:39.8,47:19.6,465,Broadway & W 41 St,40.75513557,-73.98658032,478,11 Ave & W 41 St,40.76030096,-73.99884222,34339,Subscriber,1968,2
1368,34:13.9,57:02.8,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,3163,Central Park West & W 68 St,40.7734066,-73.97782542,19067,Customer,1969,0
1763,08:45.3,38:08.5,249,Harrison St & Hudson St,40.71870987,-74.0090009,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,27629,Subscriber,1990,1
1017,11/20/2014 11:43,11/20/2014 12:00,304,Broadway & Battery Pl,40.70463334,-74.01361706,325,E 19 St & 3 Ave,40.73624527,-73.98473765,21442,Subscriber,1966,1
857,25:59.7,40:17.7,259,South St & Whitehall St,40.70122128,-74.01234218,332,Cherry St,40.71219906,-73.97948148,25187,Subscriber,1992,2
2128,8/20/2017 16:49,8/20/2017 17:24,217,Old Fulton St,40.70277159,-73.99383605,386,Centre St & Worth St,40.71494807,-74.00234482,25570,Customer,1976,2
516,27:12.2,35:48.8,3697,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,34033,Subscriber,1970,1
1758,04:36.8,33:55.0,459,W 20 St & 11 Ave,40.746745,-74.007756,3293,W 92 St & Broadway,40.7921,-73.9739,34029,Subscriber,1963,2
1120,54:03.6,12:44.2,3358,Garfield Pl & 8 Ave,40.6711978,-73.97484126,143,Clinton St & Joralemon St,40.69239502,-73.99337909,14876,Subscriber,1984,2
294,4/15/2014 18:12,4/15/2014 18:17,521,8 Ave & W 31 St,40.75044999,-73.99481051,488,W 39 St & 9 Ave,40.75645824,-73.99372222,17797,Subscriber,1966,1
262,11/17/2015 18:09,11/17/2015 18:14,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,217,Old Fulton St,40.70277159,-73.99383605,16706,Subscriber,1978,2
240,35:27.5,39:28.1,479,9 Ave & W 45 St,40.76019252,-73.9912551,447,8 Ave & W 52 St,40.76370739,-73.9851615,19667,Subscriber,1987,1
441,10/6/2016 8:22,10/6/2016 8:29,237,E 11 St & 2 Ave,40.73047309,-73.98672378,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,16051,Subscriber,1987,1
352,6/28/2017 17:55,6/28/2017 18:01,3242,Schermerhorn St & Court St,40.69102926,-73.99183363,3321,Clinton St & Union St,40.6831164,-73.99785267,17463,Subscriber,,0
457,6/19/2015 9:27,6/19/2015 9:34,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,294,Washington Square E,40.73049393,-73.9957214,16785,Subscriber,1954,1
333,12/3/2017 18:01,12/3/2017 18:06,293,Lafayette St & E 8 St,40.73020661,-73.99102628,503,E 20 St & Park Ave,40.73827428,-73.98751968,18298,Subscriber,1988,1
808,5/19/2016 18:32,5/19/2016 18:46,440,E 45 St & 3 Ave,40.75255434,-73.97282625,490,8 Ave & W 33 St,40.751551,-73.993934,16225,Subscriber,1969,1
6183,8/7/2015 9:55,8/7/2015 11:38,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,20786,Customer,,0
585,35:48.7,45:34.6,491,E 24 St & Park Ave S,40.74096374,-73.98602213,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,16788,Subscriber,1982,1
1574,52:14.2,18:28.7,484,W 44 St & 5 Ave,40.75500254,-73.98014437,435,W 21 St & 6 Ave,40.74173969,-73.99415556,19749,Subscriber,1995,2
767,10/29/2016 18:53,10/29/2016 19:06,494,W 26 St & 8 Ave,40.74734825,-73.99723551,447,8 Ave & W 52 St,40.76370739,-73.9851615,26021,Subscriber,1991,1
972,36:35.0,52:47.6,173,Broadway & W 49 St,40.76068327,-73.98452729,297,E 15 St & 3 Ave,40.734232,-73.986923,21205,Subscriber,1985,1
335,5/17/2016 18:10,5/17/2016 18:15,402,Broadway & E 22 St,40.7403432,-73.98955109,509,9 Ave & W 22 St,40.7454973,-74.00197139,15300,Subscriber,1973,1
411,10/16/2014 22:06,10/16/2014 22:12,2012,E 27 St & 1 Ave,40.739445,-73.976806,237,E 11 St & 2 Ave,40.73047309,-73.98672378,20606,Subscriber,1987,1
161,10/4/2016 8:20,10/4/2016 8:23,391,Clark St & Henry St,40.69760127,-73.99344559,216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,20700,Subscriber,1965,2
704,6/18/2014 13:27,6/18/2014 13:39,459,W 20 St & 11 Ave,40.746745,-74.007756,444,Broadway & W 24 St,40.7423543,-73.98915076,16554,Subscriber,1976,2
1760,6/9/2015 18:48,6/9/2015 19:17,375,Mercer St & Bleecker St,40.72679454,-73.99695094,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,14679,Subscriber,1973,1
373,07:30.5,13:44.3,505,6 Ave & W 33 St,40.74901271,-73.98848395,493,W 45 St & 6 Ave,40.7568001,-73.98291153,33920,Subscriber,1969,0
417,11/7/2016 6:47,11/7/2016 6:54,470,W 20 St & 8 Ave,40.74345335,-74.00004031,357,E 11 St & Broadway,40.73261787,-73.99158043,24831,Subscriber,1968,1
816,7/27/2016 18:01,7/27/2016 18:14,497,E 17 St & Broadway,40.73704984,-73.99009296,445,E 10 St & Avenue A,40.72740794,-73.98142006,25556,Subscriber,1986,2
2611,49:46.2,33:18.2,332,Cherry St,40.71219906,-73.97948148,534,Water - Whitehall Plaza,40.70255065,-74.0127234,33796,Subscriber,1967,1
585,10/6/2017 15:05,10/6/2017 15:15,3641,Broadway & W 25 St,40.74286877,-73.98918629,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,30882,Subscriber,1974,1
873,13:05.2,27:39.1,247,Perry St & Bleecker St,40.73535398,-74.00483091,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,25145,Subscriber,1982,1
1730,07:27.7,36:17.8,2000,Front St & Washington St,40.70255088,-73.98940236,2000,Front St & Washington St,40.70255088,-73.98940236,28479,Subscriber,1964,1
628,11/25/2017 13:50,11/25/2017 14:00,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,3409,Bergen St & Smith St,40.6867443,-73.99063168,30146,Subscriber,1988,1
215,6/1/2017 19:52,6/1/2017 19:55,3305,E 91 St & 2 Ave,40.7811223,-73.94965589,3351,E 102 St & 1 Ave,40.7869946,-73.94164802,25938,Subscriber,1986,1
543,7/28/2017 16:38,7/28/2017 16:47,519,Pershing Square North,40.751873,-73.977706,3255,8 Ave & W 31 St,40.75058535,-73.99468482,27576,Subscriber,1969,1
799,7/9/2015 18:27,7/9/2015 18:41,360,William St & Pine St,40.70717936,-74.00887308,335,Washington Pl & Broadway,40.72903917,-73.99404649,19338,Subscriber,1985,1
896,7/19/2016 19:54,7/19/2016 20:09,3260,Mercer St & Bleecker St,40.72706363,-73.99662137,2012,E 27 St & 1 Ave,40.739445,-73.976806,21356,Subscriber,1963,1
210,6/16/2014 0:56,6/16/2014 1:00,489,10 Ave & W 28 St,40.75066386,-74.00176802,509,9 Ave & W 22 St,40.7454973,-74.00197139,16994,Subscriber,1974,1
