UPCMasterId,UPC,UPCName,ASINMasterId,ASIN,ASIN_Name
57760,30000524268,"Aunt Jemima Original Pancake Syrup, Large Jug, 128 Oz",93778,B076F4CY4K,"Aunt Jemima Syrup, Original, 1 Gallon Bottle"
45664,30000560112,Quaker Breakfast Flats 20 X 1.41 Oz. - Banana Honey Nut,2821,B01AG16CPE,"Quaker Breakfast Flats, Banana Honey Nut, Breakfast Bars 5 Pouches, 3 Bars in Each Pouch, 1.41 oz"
57761,30000560129,"Quaker Breakfast Flats, Golden Raisin Cinnamon Breakfast Bars, 5 Packets Per Box",2810,B01AG15U20,"Quaker Breakfast Flats, Golden Raisin Cinnamon, Breakfast Bars, 5 Pouches, 3 Bars in Each Pouch"
57761,30000560129,"Quaker Breakfast Flats, Golden Raisin Cinnamon Breakfast Bars, 5 Packets Per Box",2855,B01BKGOUWG,"Quaker Breakfast Flats, Golden Raisin Cinnamon, Breakfast Bars-5 Packets Per Box (Pack of 8)"
57762,30000560273,"Quaker Real Medleys Supergrains Granola, Blueberry Peacan, 11Oz",56509,B01N02BKRT,"Quaker Real Medleys Super Grains Granola, Blueberry Pecan, 11 Ounces"
10385,3000056027,Qker Rm Sprgrn Bb Pcn Grn (11 Oz),55614,B01HPJOW9S,"Quaker Real Medleys Super Grains Granola, Blueberry Pecan, 6 Count"
10385,3000056027,Qker Rm Sprgrn Bb Pcn Grn (11 Oz),27604,B01AQ839QC,Quak Rm Sg Blubry Pcn 11 Oz
10431,3000056029,Qker Rm Sprgrn Cin Ap Grn (11 Oz),28245,B01C97YIC2,"Quaker Real Medleys Super Grains Cinnamon Apple Walnut, 11 oz"
10431,3000056029,Qker Rm Sprgrn Cin Ap Grn (11 Oz),27937,B01AQ7XSJQ,"Quaker Real Medleys Super Grains Cinnamon Apple Walnut, 11 oz"
87800,30000560297,"Quaker Real Medleys Super Grains Granola, Cinnamon Apple, 6 Count ( 11 oz Pouches )",55615,B01HPJOWC0,"Quaker Real Medleys Super Grains Granola, Cinnamon Apple, 6 Count ( 11 oz Pouches )"
87800,30000560297,"Quaker Real Medleys Super Grains Granola, Cinnamon Apple, 6 Count ( 11 oz Pouches )",123691,B07PL38JC1,Quaker Real Medleys Super Grains Granola Cinnamon Apple 6 Count 11 Ounce
57766,30000560624,"Quaker Instant Oatmeal Breakfast Cereal, Blueberries and Cream, 10 Packets",57304,B06X6GSLWJ,"Quaker Instant Oatmeal Breakfast Cereal, Blueberries and Cream, 12.3 Ounce"
46564,3000056062,Qker Ins Blu Crm Oat 10Ct (12.3 Oz),55613,B01HPJOW4S,"Quaker Instant Oatmeal Breakfast Cereal, Blueberries and Cream, Ten 1.23 Ounce Packets, Net Wt. 12.3 Ounce"
59928,3000056080,Qker Otml Sq Apple Cin 5C (10.5 Oz),57755,B01INGNJAU,"Kettle Brand Potato Chips, Sour Cream and Onion, 8.5 Ounce"
87801,30000560808,"Quaker Breakfast Squares, Soft Baked Bars, Apple Cinnamon, 5 Count",57314,B06X91JH5R,"Quaker Breakfast Squares, Soft Baked Bars, Apple Cinnamon, 5 Count"
87802,30000560815,"Quaker Breakfast Squares, Soft Baked Bars, Strawberry, 5 Count",57302,B06X1956JJ,"Quaker Breakfast Squares, Soft Baked Bars, Strawberry, 5 Count"
58192,3000056081,Quaker Breakfast Squares Strawberry 10.5Z5PK,56507,B01MXCU55A,"Quaker Breakfast Squares, Soft Baked Bars, Strawberry, 5 Bars (Pack of 8)"
87803,30000560839,"Quaker Life Cereal, Vanilla, 13 oz Box",93765,B076F37D5K,"Quaker Life Cereal, Vanilla, 13 oz Box"
57767,30000560846,"Quaker Life Cereal, Vanilla, 18 Oz",93788,B075ZZPD4K,"Quaker Life Cereal, Vanilla, 27.3 Pound"
57767,30000560846,"Quaker Life Cereal, Vanilla, 18 Oz",16,B000PWK3MI,"Quaker Life Original Cereal, 18oz"
57767,30000560846,"Quaker Life Cereal, Vanilla, 18 Oz",55902,B01KQE2PHU,"Quaker Life Original Multigrain Breakfast Cereal, Vanilla, 18 Ounce (packaging may vary)"
57768,30000560938,"Quaker Instant Oatmeal Breakfast Cereal, Banana and Maple, 8 Packets",57286,B06VVB64ZP,"Quaker Instant Oatmeal Breakfast Cereal, Banana and Maple, 12.1 Ounce"
47581,3000056093,Qker Ins Ban Mpl Oat 8Ct (12.1 Oz),55622,B01HPJOW3E,"Quaker Instant Oatmeal Breakfast Cereal, Banana and Maple, Eight 1.51 Ounce Packets, Net. Wt. 12.1 Ounce"
46678,3000056097,"Init Dark Chocolate, Cherry, And Cashew Bars, 4 Pa",56148,B01L99G9FA,"Init Nut & Fruit Bar, Dark Chocolate Cherry & Cashews, 4 Count (Pack of 8)"
61951,30000560976,Init Bars?? Cherry & Cashews Dark Chocolate 4-1.41 Oz. Bars,56322,B01LYI2SD7,"INIT NUT AND FRUIT BAR, DARK CHOCOLATE CHERRY AND CASHEWS, 4 COUNT"
46522,3000056098,"Init Dark Chocolate, Almond, And Summer Berry Bars",56149,B01L99GAC2,"Init Nut & Fruit Bar, Dark Chocolate Almond & Summer Berries, 4 Count (Pack of 8)"
87804,30000560983,"Init Nut and Fruit Bar, Dark Chocolate Almond and Summer Berries, 4 Count",56371,B01LZGYKUL,"INIT NUT AND FRUIT BAR, DARK CHOCOLATE ALMOND AND SUMMER BERRIES, 4 COUNT"
62147,30000560990,Init Barsâ¢ Mixed Nuts Sweet Berries Nut & Fruit Bar 4-1.41 Oz. Bars,56377,B01LYTQ2O6,"Init Nut and Fruit Bar, Mixed Nuts and Sweet Berries, 4 Count"
46677,3000056099,"Init Mixed Nuts And Sweet Berries Bars, 4 Pack, 1.",56069,B01L99G9FU,"Init Nut & Fruit Bar, Mixed Nuts & Sweet Berries, 4 Count (Pack of 8)"
50093,3000056107,Qker Ins Blue Bsh Oat Cup (1.51 Oz),55603,B01GXPRYPY,"Quaker Instant Oatmeal Express Kids Cups, Blueberry Bash, Breakfast Cereal (Pack of 12)"
87805,30000561072,"Quaker Instant Oatmeal Express Kids Cups Breakfast Cereal, Blueberry Bash, 12 Count",56029,B01KQE2RQ4,"Quaker Instant Oatmeal Express Kids Cups Breakfast Cereal, Blueberry Bash, 12 Count"
87806,30000561089,"Quaker Instant Oatmeal Express Kids Cups Breakfast Cereal, Banana Bonanza, 12 Count",55901,B01KQE2N6S,"Quaker Instant Oatmeal Express Kids Cups Breakfast Cereal, Banana Bonanza, 12 Count"
48554,3000056108,Qker Ins Ban Bnza Oat Cup (1.51 Oz),55607,B01GXPRSIW,"Quaker Instant Oatmeal Express Kids Cups, Banana Bonanza, Breakfast Cereal (Pack of 12)"
46781,3000056111,Qkerchwy Snkwh Apl&Cm 5Ct (7 Oz),55608,B01GXPRWZG,"Quaker Chewy Granola Bars, Snackwich, Apples & Caramel, 5 Bars Per Box (Pack of 8 Boxes) ( 7.0 oz cartons )"
64654,30000561119,Quaker Chewy Snackwich Apples & Caramel Bars (5-1.41Oz) 7.0 Ounce 5Ct Bag,56407,B01LZ8D2YC,"Quaker Chewy Granola Bars, Snackwich, Apples and Caramel, 5 Count"
87807,30000561157,"Life Quaker Breakfast Cereal, Limited Edition Pumpkin Spice, 18 Ounce Box",56363,B01LZ0E78O,"Life Quaker Breakfast Cereal, Limited Edition Pumpkin Spice, 18 Ounce Box"
46679,3000056133,"Init Roasted Nuts And Honey Chipotle Bars, 4 Pack,",56073,B01L99G9CI,"Init Nut & Fruit Bar, Roasted Nuts & Honey Chipotle, 4 Count (Pack of 8)"
62036,30000561331,Init Bars?? Roasted Nuts & Honey Chipotle Nut & Fruit Bar 4-1.41 Oz. Bars,56316,B01LZ5ATFX,"Init Nut and Fruit Bar, Roasted Nuts and Honey Chipotle, 4 Count"
87808,30000561577,"Cap'n Crunch Breakfast Cereal, Limited Edition Halloween Crunch, 18.6 Ounce Box",56387,B01LWQENA3,"Cap'n Crunch Breakfast Cereal, Limited Edition Halloween Crunch, 18.6 Ounce Box"
117225,10030000561970,"Quaker Breakfast Squares, Soft Baked Bars, Peanut Butter, 5-2.11oz Bars Per Box, Pack of 4",115360,B07CTB6FV3,"Quaker Breakfast Squares, Soft Baked Bars, Peanut Butter, 5-2.11oz Bars Per Box, Pack of 4"
61359,30000561973,Quaker Breakfast Squares 5 X 2.11 Oz. - Peanut Butter,57301,B06X185VVH,"Quaker Breakfast Squares, Soft Baked Bars, Peanut Butter, 5 Count"
58193,3000056197,Qker Otml Sq Pb 5 Ct (10.5 Oz),56508,B01N019I03,"Quaker Breakfast Squares, Soft Baked Bars, Peanut Butter, 5 Bars (Pack of 8)"
64290,30000562017,"Quaker Overnight Oats, Raisin Walnut & Honey Heaven, 2.61 Oz",88761,B074YCJJVJ,"Quaker Overnight Oats, Raisin Walnut Honey"
64290,30000562017,"Quaker Overnight Oats, Raisin Walnut & Honey Heaven, 2.61 Oz",102893,B07B6FXVPL,"Quaker Overnight Breakfast Cereal Oats, Raisin Walnut & Honey Heaven, 2.61 Ounce"
57771,30000562024,"Quaker Instant Oatmeal, Cinnamon Pecan, 50% Less Sugar, 1.41 Oz",2246,B00P25M32G,"Quaker Instant Oatmeal Express Cups 50% Less Sugar, Cinnamon Pecan, 1.41 Ounce (Pack of 12)"
99141,30000562048,"Quaker Instant Oatmeal Express Cups, Maple Brown Sugar, Breakfast Cereal, 1.69 oz Cups (Pack of 12)",115265,B07C44P2W7,"Quaker Instant Oatmeal Express Cups, Maple Brown Sugar, Breakfast Cereal, 1.69 oz Cups, 12 Count"
57772,30000562055,"Quaker Instant Quaker Oatmeal Express Cups, Honey Almond Weight Control, 1.76 Oz",2082,B00KTYFMC8,"Quaker Instant Oatmeal Instant Oats Express Cups, Honey & Almonds, Breakfast Cereal, Individual Cups, 1.76 oz Cups (Pack of 12)"
64291,30000562062,Quaker Overnight Ots Orcd Pch Pcn 2.57Oz,102892,B07B6D7MLX,"Quaker Overnight Breakfast Cereal Oats, Orchard Peach Pecan Perfection, 2.57 Ounce"
64291,30000562062,Quaker Overnight Ots Orcd Pch Pcn 2.57Oz,87889,B072QZ4878,Quaker Overnight Orchard Peach Pecan Oats
62855,3000056206,Quaker Overnight Oats Orchard Peach Pecan Cup 2.57 Ounce,57953,B06Y3X5R1B,"Quaker Overnight Oats, Orchard Peach Pecan Perfection, Breakfast Cereal, 2.57oz 12 Cups"
57773,30000562116,"Quaker Instant Oatmeal Cup, Apples & Cranberries, 1.79 Oz",2080,B00KTYFJ4Y,"Quaker Instant Oatmeal Express Cups, Apples & Cranberries, Breakfast Cereal, 12 Cups"
64028,30000562147,Quaker Ongt Ots Tstd Ccnt Amd Crh 2.43Oz,87893,B071X8327B,Quaker Overnight Toasted Coconut Almond Oats
64028,30000562147,Quaker Ongt Ots Tstd Ccnt Amd Crh 2.43Oz,102912,B07B6CC5VW,"Quaker Overnight Breakfast Cereal Oats, Toasted Coconut & Almond Crunch, 2.43 Ounce"
63905,30000562154,[S] Quaker Overnight Oats 2.29 Oz - Blueberry Banana & Vanilla Bliss,102880,B07B6D78YX,"Quaker Overnight Breakfast Cereal Oats, Blueberry Banana & Vanilla Bliss, 2.29 Ounce"
63905,30000562154,[S] Quaker Overnight Oats 2.29 Oz - Blueberry Banana & Vanilla Bliss,87898,B0721P3JHK,"Quaker Overnight Blueberry Banana Vanilla Oats , 2.29 Ounce"
47789,30000562185,Quaker Rice Cakes 6 Count - Variety Pack,55779,B01J14K2W6,"Quaker Gluten Free Rice Cakes Variety Pack, 6 Count"
47789,30000562185,Quaker Rice Cakes 6 Count - Variety Pack,115274,B07CC4YXBM,"Quaker Gluten Free Rice Cakes Variety Pack, 6 Count"
62984,30000562284,Quaker Quick 1-Minute Oatmeal 100% Natural Whole Grain 128 Oz ,56037,B01KV4H4Q2,"Quaker Oats Quick 1-Minute Oatmeal, Breakfast Cereal, 128 Ounces"
64433,30000562314,"Quaker Oats Old Fashioned Oatmeal, Breakfast Cereal, 128 Ounces",55922,B01KV4H51G,"Quaker Oats Old Fashioned Oatmeal, Breakfast Cereal, 128 Ounces"
64434,30000562390,Quaker Breakfast On-The-Go Snack Box 30 Count - Variety Pack,56420,B01M4KLQ3I,"Quaker Breakfast On-The-Go Snack Box, Variety of Instant Oatmeal, Chewy Bars, Cap'n Crunch, and Life Breakfast Cereal (30 Count)"
53617,30000562406,Quaker Sweet & Salty All Day Snacking Box 50 Count - Variety Pack,56424,B01M8JMUXJ,"Quaker Sweet & Salty All-Day Snack Box, Variety of Chewy Granola Bars, Cap'n Crunch Breakfast Cereal, and Popped Rice Crisps (50 Count)"
61162,30000562413,"All-Day Cups Care Package for College, Military, and Camping, Variety of Quaker Instant Oatmeal, Pasta Roni, Rice-A-Roni, Cap'n Crunch, and Life Breakfast Cereal, 18 Ct",57411,B01MDNOV0F,"All-Day Cups Care Package for College, Military, and Camping, Variety of Quaker Instant Oatmeal, Pasta Roni, Rice-A-Roni, Cap'n Crunch, and Life Breakfast Cereal (18 Count)"
60696,30000562451,"Quaker Breakfast Flats Variety Pack Bars, 4 Boxes (20 sleeves)",115292,B07CFQTQH7,"Quaker Breakfast Flats, Variety Pack, Blueberry Nut & Cranberry Almond, Pack of 4 Boxes, 5 Bars Per Box"
60696,30000562451,"Quaker Breakfast Flats Variety Pack Bars, 4 Boxes (20 sleeves)",115280,B07CC4YXBX,"Quaker Breakfast Flats, Variety Pack, Banana Honey Nut & Cranberry Almond, Pack of 4 Boxes, 5 Bars Per Box"
50500,30000562468,Quaker Chewy & Dipps 58 Count - Variety Pack,56064,B01LNKHDAK,"Quaker Chewy Granola Bars and Dipps Variety Pack, 58 Count"
50500,30000562468,Quaker Chewy & Dipps 58 Count - Variety Pack,102635,B079P6LXK9,"Quaker Chewy Granola Bars and Dipps Variety Pack, 58 Count"
64295,30000562482,"Quaker Popped Rice Crisps, Sea Salt Lime, 6.0 Oz",82290,B072BQKGBK,"Quaker Popped Gluten Free Rice Crisps, Sea Salt & Lime, 6.06oz"
64295,30000562482,"Quaker Popped Rice Crisps, Sea Salt Lime, 6.0 Oz",119654,B07J56THPG,"Quaker Rice Crisps, Sea Salt & Lime, 6.06 oz Bag (Packaging May Vary)"
64296,30000562529,"Quaker Rice Cakes, Tomato Basil, 6.1 Oz",82289,B07284P423,"Quaker Rice Cakes, Garden Tomato and Basil, Gluten Free, 6.1oz"
64296,30000562529,"Quaker Rice Cakes, Tomato Basil, 6.1 Oz",102919,B07B6F8KXX,"Quaker Rice Cakes, Garden Tomato and Basil, 6.1 Ounce"
50984,30000562741,Quaker Instant Oatmeal Cups 12 X 1.69 Oz. - Variety Pack,56418,B01M3RZBFH,"Quaker Instant Oatmeal Express Cups, Variety Pack, Breakfast Cereal (12 Count)"
50984,30000562741,Quaker Instant Oatmeal Cups 12 X 1.69 Oz. - Variety Pack,102385,B078WS951M,"Quaker Instant Oatmeal Express Cups, Variety Pack, Maple Brown Sugar & Honey Almond, 12 Cups"
50984,30000562741,Quaker Instant Oatmeal Cups 12 X 1.69 Oz. - Variety Pack,115268,B07CC7557L,"Quaker Instant Oatmeal Express Cups, Variety Pack, Maple Brown Sugar & Honey Almond, 12 Cups"
50984,30000562741,Quaker Instant Oatmeal Cups 12 X 1.69 Oz. - Variety Pack,115260,B07C3QXHQ8,"Quaker Instant Oatmeal Express Cups, Variety Pack, Breakfast Cereal, 12 Individual Cups"
115426,30000562765,Quaker Chewy Bites Chocolate Chip Over 4oz 4.5oz,102885,B07B68CRXH,"Quaker Chewy Bites, Chocolate Chip, Granola Snacks, 4.5 Ounce"
115610,30000562772,Quaker Chewy Bites Cinnamon Over 4oz 4.5oz,102913,B07B6D78ZQ,"Quaker Chewy Bites, Cinnamon, Granola Snacks, 4.5 Ounce"
99131,10030000562779,"Quaker Chewy Bites, Cinnamon, Granola Snacks, 4.5oz, 5 Bags",82286,B0725JY1JY,"Quaker Chewy Bites, Cinnamon, Granola Snacks, 4.5oz, 5 Bags"
56185,30000562918,Quaker Breakfast Squares 20 Count - Variety Pack,56667,B01MSZE1NQ,"Quaker Breakfast Squares, Soft Baked Bars, Variety Pack (4 Count)"
56185,30000562918,Quaker Breakfast Squares 20 Count - Variety Pack,93809,B077L2N9CC,"Quaker Breakfast Squares Variety Pack, 4 Count"
56185,30000562918,Quaker Breakfast Squares 20 Count - Variety Pack,115262,B07CFQS4QR,"Quaker Breakfast Squares, Variety Pack, Apple Cinnamon & Strawberry, Pack of 4 Boxes, 5 Bars Per Box"
56185,30000562918,Quaker Breakfast Squares 20 Count - Variety Pack,115291,B07C3QFDVZ,"Quaker Breakfast Squares, Variety Pack, Blueberry & Strawberry, Pack of 4 Boxes, 5 Bars Per Box"
62985,30000563045,Quaker Chewy Bars Chocolate Chip 58 Count ,56696,B01MRZZ3KC,"Quaker Chewy Granola Bars, Chocolate Chip, 0.84 Ounce Bars, 58 Count"
62985,30000563045,Quaker Chewy Bars Chocolate Chip 58 Count ,102624,B079P9GYZ2,"Quaker Chewy Granola Bars, Chocolate Chip, 0.84 Ounce Bars, 58 Count"
62986,30000563052,Quaker Steel Cut Oats 2 X 54.9 Oz ,57310,B06WGRYTG7,"Quaker Steel Cut Oatmeal, 100% Wholegrain, 54.9 Ounce"
64436,30000563120,"Cap'N Crunch Breakfast Cereal, Variety Pack (4 Count)",56682,B01NBM66KL,"Cap'N Crunch Breakfast Cereal, Variety Pack, 14 oz (4 Count)"
64436,30000563120,"Cap'N Crunch Breakfast Cereal, Variety Pack (4 Count)",102640,B079P8YK6S,"Cap'N Crunch Breakfast Cereal, Variety Pack (4 Count)"
62992,3000056319,Quaker Instant Oatmeal with Antioxidants Blueberry Cranberry - 6 ct,82285,B0725JFNTS,"Quaker Antioxidants Instant Oatmeal, Cranberry Blueberry, (6 Packets Per Box), 6 Count"
87812,30000563199,"Quaker Instant Oatmeal with Antixoidants, Cranberry Blueberry, 9.1 oz, 6 ct",87890,B074YCPRZF,"Quaker Instant Oatmeal with Antixoidants, Cranberry Blueberry, 9.1 oz, 6 ct"
87812,30000563199,"Quaker Instant Oatmeal with Antixoidants, Cranberry Blueberry, 9.1 oz, 6 ct",102897,B07B69VK7T,"Quaker Antioxidants Instant Oatmeal, Cranberry Blueberry, 6 Count"
87813,30000563205,"Quaker Instant Oatmeal with Antixoidants, Green Apple Fig, 1.69 Ounce,6 Count",102891,B07B6B25B2,"Quaker Antioxidants Instant Oatmeal, Green Apple Fig, 6 Count"
87813,30000563205,"Quaker Instant Oatmeal with Antixoidants, Green Apple Fig, 1.69 Ounce,6 Count",88829,B074YCDXF5,"Quaker Instant Oatmeal with Antixoidants, Green Apple Fig, 1.69 Ounce,6 Count"
63094,3000056320,Quaker Instant Oatmeal with Antioxidants Green Apple Fig - 6 ct,82251,B071467KNZ,"Quaker Antioxidants Instant Oatmeal, Green Apple Fig, (6 Packets Per Box), 6 Count"
62987,30000563748,Quaker Overnight Oats 12 Count ,82256,B0716S2T9N,"Quaker Overnight Oats, Variety Pack, Breakfast Cereal, 12 Cups"
62987,30000563748,Quaker Overnight Oats 12 Count ,115270,B07C3QTYHD,"Quaker Overnight Oats, Variety Pack, Breakfast Cereal, 12 Cups"
5280,3120000066,Os 100 Crnbryjce 6Pk,27885,B00KPCINLQ,Ocean Spray Cranberry Juice Blend No Sugar Added - 6 pk 10 OZ BTL
125691,31200000668,"Ocean Spray 100% Juice, Cranberry, 10 Ounce Bottle (Pack of 6)",86030,B01KJNQEHK,"Ocean Spray 100% Cranberry Juice, 10 Ounce(Pack of 6)"
5302,3120000345,Ocean Spray Sparkling Cranberry Beverage - 6 pk 8.4 OZ CAN,27902,B00MIJXTHC,Ocean Spray Sparkling Cranberry Beverage - 4 pk 8.4 OZ CAN
5266,3120000454,Ocean Spray Cran-Grape Juice Drink - 6 pk 10 OZ BTL,10809,B006ALE0WC,"Ocean Spray Cran-Grape Juice Drink, 10 Ounce,6 count"
49217,3120000569,Cran-Apple Juice Drink,119646,B00DNN5NMQ,"Ocean Spray Cran-Apple Juice Drink, 10 Ounce, 6 Count"
125694,31200005694,"Ocean Spray Juice Drink, Cran-Apple, 10 Ounce Bottle (Pack of 6)",86032,B01KJNRAJ6,"Ocean Spray Cran-Apple Juice Drink, 10 Ounce (Pack of 6)"
87819,31200010971,"Ocean Spray Pact Cranberry Extract Water, Blood Orange, 16 oz",2747,B017INPS4E,"Ocean Spray Pact Cranberry Extract Water, Blood Orange, 16 oz"
87820,31200011015,"Ocean Spray Pact Cranberry Extract Water, Pomegranate, 16 oz",2689,B017INPTKM,"Ocean Spray Pact Cranberry Extract Water, Pomegranate, 16 oz"
60697,31200011022,"Ocean Spray Pact Cranberry Extract Water, Raspberry, 16 Fl Oz",2690,B017INPTTS,"Ocean Spray Pact Cranberry Extract Water, Raspberry, 16 oz"
87821,31200011046,"Ocean Spray Pact Cranberry Extract Water, Mango Passionfruit, 16 oz",2259,B00PWNAADM,"Ocean Spray Pact Cranberry Extract Water, Mango Passionfruit, 16 oz"
5256,3120002999,Ocean Spray 100% White Grapefruit Juice No Sugar Added 60 OZ BTL,27758,B0014E84UO,Ocean Spray 100% White Grapefruit Juice No Sugar Added 60 OZ BTL
5253,3120020311,Os 100 Cranbry Juice,27809,B008NQ16WY,Ocean Spray 100% Cranberry Juice Blend No Sugar Added with EZ Pour Handle 3 LTR BTL
9164,3120021097,"PACt Water, Blood Orange, Power of 50 Cranberries, Naturally Sweetened 10 C",1050,B00NSC3BS0,"PACt Water, Blood Orange, Power of 50 Cranberries, Naturally Sweetened 10 C"
43037,3120021098,"Ocean Spray PACt, Cranberry Lemonade , 16oz 12pk",2849,B01BLAVXYY,"PACt Water, Cranberry Lemonade, Power of 50 Cranberries, Naturally Sweetene"
42989,3120021100,"Ocean Spray PACt, Cranberry , 16oz 12pk",2848,B01BLAVXW6,"PACt Water, Cranberry, Power of 50 Cranberries, Naturally Sweetened, 10 Cal"
9104,3120021101,"PACt Water, Pomegranate, Power of 50 Cranberries, Naturally Sweetened, 10 C",1049,B00NSC3BO4,"PACt Water, Pomegranate, Power of 50 Cranberries, Naturally Sweetened, 10 C"
9269,3120021102,"PACt Water, Raspberry, Power of 50 Cranberries, Naturally Sweetened, 10 Cal",1047,B00NSC3B4O,"PACt Water, Raspberry, Power of 50 Cranberries, Naturally Sweetened, 10 Cal"
9028,3120021104,"PACt Water, Mango Passionfruit, Power of 50 Cranberries, Naturally Sweetene",1048,B00NSC3BBM,"PACt Water, Mango Passionfruit, Power of 50 Cranberries, Naturally Sweetene"
9191,3120022101,"PACt Water, Variety Pack, 16  Ounce Plastic Bottles, (Pack of 12)",2675,B016JZZM70,"PACt Water, Variety Pack, Power of 50 Cranberries, Naturally Sweetened, 10"
53616,31200221070,Ocean Spray Pact Fizzy 12 X 11.5 Oz. - Variety Pack,55879,B01KAUSN1M,"Ocean Spray PACt Fizzy Infused Water Beverage Variety Pack, 12 Count"
87822,31200226815,"Ocean Spray PACt Fizzy Infused Water Beverage, Cranberry, Raspberry and Blackberry, 11.5 Ounce (Pack of 12)",55878,B01KAUSH5Y,"Ocean Spray PACt Fizzy Infused Water Beverage, Cranberry, Raspberry and Blackberry, 11.5 Ounce (Pack of 12)"
87823,31200226822,"Ocean Spray PACt Fizzy Infused Water Beverage, Cranberry, Pineapple and Passionfruit, 11.5 Ounce (Pack of 12)",55877,B01KAUSH3G,"Ocean Spray PACt Fizzy Infused Water Beverage, Cranberry, Pineapple and Passionfruit, 11.5 Ounce (Pack of 12)"
87824,31200226846,"Ocean Spray PACt Fizzy Infused Water Beverage, Cranberry, 11.5 Ounce (Pack of 12)",55876,B01KAUSGVE,"Ocean Spray PACt Fizzy Infused Water Beverage, Cranberry, 11.5 Ounce (Pack of 12)"
5285,3120023027,Ocean Spray Cranberry Juice Cocktail with Calcium 64 OZ BTL,27926,B010OW3ZVY,Ocean Spray Cranberry Juice Cocktail with Calcium 64 OZ BTL
125695,31200292568,"Craisins Original Sweetened Dried Cranberries, 1 Ounce * 6 Pack",119402,B00B8BPYMY,"Craisins Original Sweetened Dried Cranberries, 1 Ounce * 6 Pack"
5255,3120033006,Os 100 Rbyred Grpfrt,27749,B000PWNKG4,Ocean Spray 100% Ruby Red Grapefruit Juice Blend No Sugar Added 60 OZ BTL
5244,3120033011,Os 100 Cran Grape,27845,B00EESWSAO,Ocean Spray 100% Cranberry & Concord Grape Juice No Sugar Added 60 OZ BTL
5247,3120033012,Os 100 Cran Raspbrry,27915,B00OH24OOK,Ocean Spray 100% Cranberry & Raspberry Juice No Sugar Added 60 OZ BTL
5245,3120033013,Os 100 Cran Pomegrnt,5252,B0010XQ27G,"Ocean Spray 100% Juice, Cranberry Pomegranate, 60 Fl Oz"
5251,3120033014,Os 100 Cranberry,27838,B00D6N7MFO,Ocean Spray 100% Cranberry Juice Blend No Sugar Added 60 OZ BTL
87825,31952101538,"Stacy's Soy Crisps, Sweet BBQ, 3.5-Ounce Bag (Pack of 12)",1155,B000K8T0ZI,"Stacy's Soy Crisps, Sweet BBQ, 3.5-Ounce Bag (Pack of 12)"
87826,31952102016,"Stacy's Soy Crisps, Sticky Bun, 3.5-Ounce Bag (Pack of 12)",1153,B000K8R34I,"Stacy's Soy Crisps, Sticky Bun, 3.5-Ounce Bag (Pack of 12)"
1580,3890000818,Dole Pineapple Juice,27750,B000Q5K1O4,Dole Pineapple Juice 46 OZ CAN
1580,3890000818,Dole Pineapple Juice,27736,B0005Z6L0S,Dole Pineapple Juice 46 OZ CAN
1580,3890000818,Dole Pineapple Juice,27920,B00TFXI2JY,Dole Pineapple Juice 46 OZ CAN
45495,40646184929,Is $        2.25 Off Qkr Inst Oat 52Ct Vp,55537,B000O9WEY2,QKR INST OAT 52CT VP
10964,4082201114,Sabra Classic Hummus (10 Oz),27523,B00120UWY6,"Sabra, Classic Hummus, 10 oz"
44459,4082201117, Sabra Hummus Single Classic with Pretzels 4.3 OZ PKG,27536,B00FIUCTIS,"Sabra, Grab N Go Hummus With Pretzels, 4.3 oz Cup"
10965,4082201124,Sabra Rstd Grlc Hummus (10 Oz),27524,B00120UWYQ,"Sabra, Roasted Garlic Hummus, 10 oz"
57779,40822011440,Sabra Supremely Spicy Hummus  10Oz,27526,B001HK23B6,"Sabra, Supremely Spicy Hummus, 10 oz"
10968,4082201154,Sabra Rstd Rd Ppr Hummus (10 Oz),27522,B00120PUPM,"Sabra, Roasted Red Pepper Hummus, 10 oz"
10970,4082201174,SABRA HUMMUS W/PINE NUTS 10 OZ,27525,B001HK23AM,"Sabra, Roasted Pine Nut Hummus, 10 oz"
10970,4082201174,SABRA HUMMUS W/PINE NUTS 10 OZ,27531,B005ETAZAW,"Sabra, Roasted Pine Nut Hummus, Family Size, 17 oz"
57789,40822017497,Sabra Classic Hummus  17Oz,27529,B004FSWPOM,"Sabra, Roasted Red Pepper Hummus, Family Size, 17 oz"
57789,40822017497,Sabra Classic Hummus  17Oz,27530,B004FSYIRO,"Sabra, Classic Hummus, Family Size, 17 oz"
10980,4082202224,Sabra Food Guac Classic (8 Oz),27532,B008ER0TBQ,"Sabra, Classic Guacamole, 8 oz"
57794,40822330015,"Sabra Salsa Pico De Gallo, 16 Oz",27544,B00LME9DX8,"Sabra, Chunky Pico De Gallo Salsa, Medium 16 oz"
57795,40822330022,"Sabra Mild Homestyle Salsa, 16 Oz",27533,B008ER0TDY,"Sabra, Homestyle Salsa, Medium, 16 oz"
6730,4082233002,SABRA SALSA REGULAR SALSA MILD PLASTIC TUB 16 OZ ,27540,B00LME97TI,"Sabra, Homestyle Salsa, 16 oz"
10988,4082234118,Sabra Cucmbr Dill Veg Dip (10 Oz),27534,B008Y9YDVG,"Sabra, Cucumber Dill Greek Yogurt Dip, 10 oz"
