UPCMasterId,UPC,UPCName,ASINMasterId,ASIN,ASIN_Name
48856,2840057904,"Lay's Kettle Cooked Potato Chips, Wasabi Ginger, 1.375 oz (Pack of 64)",27061,B01DNOB88C,"Lay's Kettle Cooked Potato Chips, Wasabi Ginger, 1.375 Ounce (Pack of 64)"
57585,28400579797,"Stacy's Pita Chips, Toasted Cheddar, 7.33 Oz",57393,B06XCPTKND,"Stacy's Pita Chips, Toasted Cheddar, 7.33 Ounce"
57585,28400579797,"Stacy's Pita Chips, Toasted Cheddar, 7.33 Oz",87460,B074B5KHQQ,"Stacy's Pita Chips, Toasted Cheddar, 7.33 Ounce, 16 Count"
87584,28400580281,"Tostitos Cantina Chipotle Thins Tortilla Chips, 9 Ounce",57112,B01N4LAZ1L,"Tostitos Cantina Chipotle Thins Tortilla Chips, 9 Ounce"
87585,28400586238,"Smartfood Delight Sea Salt Party Size Popcorn, 7 Ounce",57382,B01NALFQK9,"Smartfood Popcorn, Party Size White Cheddar, 10.5 oz"
87585,28400586238,"Smartfood Delight Sea Salt Party Size Popcorn, 7 Ounce",27041,B01CTRZ5DI,"Smartfood Delight Sea Salt Party Size Popcorn, 7 Ounce"
87585,28400586238,"Smartfood Delight Sea Salt Party Size Popcorn, 7 Ounce",27024,B01D4GBAM8,"Smartfood Delight Sea Salt Party Size Popcorn, 7 Ounce"
64495,28400586245,"Sunchips Veggie Harvest Snacks, Tomato Basil & Cheese, 7 Oz",27050,B01CTT6WOW,"Sunchips Veggie Harvest Chips, Tomato/Basil/Cheese, 7 Ounce"
64495,28400586245,"Sunchips Veggie Harvest Snacks, Tomato Basil & Cheese, 7 Oz",27035,B01D4GASO4,"Sunchips Veggie Harvest Tomato Basil & Cheese Flavored Vegetable and Whole Grain Snacks, 7 Ounce"
10444,2840058624,Sunchips Veg Hrv Tom Bsl (7 Oz),27665,B01C4HGVEK,"Sun Chips Veggie Harvest Veggie & Whole Grain Snacks Tomato, Basil, Cheese 7 OZ BAG"
10439,2840058625,Sunchips Veg Hrv Frmhse (7 Oz),27634,B01C4HGVEA,Sun Chips Veggie Harvest Veggie & Whole Grain Snacks Farmhouse Ranch 7 OZ BAG
64496,28400586252,"Sunchips Veggie Harvest Snacks, Farmhouse Ranch, 7 Oz",27030,B01D4GAV5A,"SunChips Veggie Harvest Farmhouse Ranch Flavored Vegetable and Whole Grain Snacks, 7 Ounce"
64496,28400586252,"Sunchips Veggie Harvest Snacks, Farmhouse Ranch, 7 Oz",27049,B01CTT6YMC,"Sunchips Veggie Harvest Chips, Farmhouse Ranch, 7 Ounce"
64252,28400586573,"Tostitos Dip-etizers, Spicy Queso Dip With Red Hot Peppers, 10 Oz",27044,B01CTRZ3KI,"Tostitos Dip-etizer, Spicy Queso, 10 Ounce"
64252,28400586573,"Tostitos Dip-etizers, Spicy Queso Dip With Red Hot Peppers, 10 Oz",27016,B01D4G9NMC,"Tostitos Dip-Etizers Spicy Queso, 10 Ounce"
57926,28400586702,[Ia] Stacy'S Cinnamon Sugar Pita Chips 7.33 Oz.,2604,B013IG9NFA,"Stacy's Cinnamon Sugar Flavored Pita Chips, 7.33 Ounce (Pack of 12)"
87587,28400586719,"Stacy's Simply Naked Pita Chips, 7.33 Ounce (Pack of 12)",2602,B013IG9KOE,"Stacy's Simply Naked Pita Chips, 7.33 Ounce (Pack of 12)"
59492,28400586726,Tropicana Apple Juice 24 X 10 Oz. - 100% Juice,2603,B013IG9KVW,"Stacy's Parmesan Garlic & Herb Flavored Pita Chips, 7.33 Ounce (Pack of 12)"
87588,28400587563,"Stacy's Pita Chips, Multigrain, 7.33 Ounce (Pack of 12)",2605,B013IGA4XA,"Stacy's Pita Chips, Multigrain, 7.33 Ounce (Pack of 12)"
87589,28400587716,"Stacy's Pita Chips Variety Pack, 7.33 Ounce (Pack of 6)",2615,B013SN5GK4,"Stacy's Pita Chips Variety Pack, 7.33 Ounce (Pack of 6)"
64497,28400589031,"Lay's Kettle Cooked Potato Chips, Cream Cheese & Chives, 8 Oz",27023,B01D4G9IQS,"Lay's Kettle Cooked 40% Less Fat Cream Cheese & Chive Flavored Potato Chips, 8 Ounce"
64497,28400589031,"Lay's Kettle Cooked Potato Chips, Cream Cheese & Chives, 8 Oz",2899,B01C2K58OS,"Lay's Kettle Cooked Less Fat Potato Chips, Cream Cheese/Chive, 8 Ounce"
64498,28400589048,"Lay's Kettle Cooked Lattice Cut Potato Chips, Sea Salt, 7 Oz",27031,B01D4G9WSM,"Lay's Kettle Cooked Lattice Cut Sea Salt Potato Chips, 7 Ounce"
10445,2840058904,Lays Kttl Lattice Sea Slt (7 Oz),27047,B01CTRZ3GC,"Lay's Kettle Cooked Cut Potato Chips, Sea Salt Lattice, 7 Ounce"
57586,28400589055,Smartfood Mix Variety Pack 10Oz 20Ct,27052,B01CTRZ4JI,"Smartfood Popcorn Variety Pack, 10 Ounce"
57586,28400589055,Smartfood Mix Variety Pack 10Oz 20Ct,27019,B01D4GAXN0,"Smartfood Popcorn Yellow Variety Pack, 20 Count"
57587,28400589154,"Smartfood Delight Popcorn, Variety Pack, 12 Ct",27040,B01CTRZ4HU,"Smartfood Delight Popcorn Variety Pack, 6 Ounce"
57587,28400589154,"Smartfood Delight Popcorn, Variety Pack, 12 Ct",27033,B01D4GB11I,"Smartfood Delight Popcorn Variety Pack, 12 Count"
10504,2840058916,Doritos Cheese Mix,27706,B01C5YHJUW,Doritos Mix Cheese Explosion 9.5 OZ BAG
87590,28400589161,"Doritos Mix Cheese Explosion, 9.5 Ounce",2897,B01BUHLESS,"Doritos Mix Cheese Explosion, 9.5 Ounce"
87590,28400589161,"Doritos Mix Cheese Explosion, 9.5 Ounce",27014,B01D4G9YT4,"Doritos Mix Cheese Explosion, 9.5 Ounce"
87592,28400589185,"Doritos Mix Taco Explosion, 9.5 Ounce",27036,B01D4GB47Y,"Doritos Mix Taco Explosion, 9.5 Ounce"
87592,28400589185,"Doritos Mix Taco Explosion, 9.5 Ounce",2898,B01BUHNBEI,"Doritos Mix Taco Explosion, 9.5 Ounce"
10554,2840058918,Doritos Taco Mix,27551,B01C5YHJT8,Doritos Taco Mix 9.5 Oz
87594,28400589215,"Smartfood Jalapeno Ranch Popcorn, 7.5 Ounce",27021,B01D4G9SCM,"Smartfood Jalapeno Ranch Popcorn, 7.5 Ounce"
57588,28400589239,Tostitos Ntrl Bluecorn Tortla  8.25Oz,2861,B01BJ4TFMO,"Simply Organic Tostitos Blue Corn Tortilla Chips, 8.25 Ounce"
57588,28400589239,Tostitos Ntrl Bluecorn Tortla  8.25Oz,2900,B01C5PBLLO,"Simply Organic Tostitos Blue Corn Tortilla Chips, 8.25 Ounce"
57589,28400589246,Tostitos Organic Yellow Corn Tortilla Chips 8.25 Ounce Plastic Bag,2901,B01C5PBPYW,"Simply Organic Tostitos Yellow Corn Tortilla Chips, 8.25 Ounce"
57589,28400589246,Tostitos Organic Yellow Corn Tortilla Chips 8.25 Ounce Plastic Bag,2854,B01BJ4TF8S,"Simply Organic Tostitos Yellow Corn Tortilla Chips, 8.25 Ounce"
64253,28400589253,"Tostitos Chunky Salsa, Habanero, Hot, 15.5 Oz",87076,B01G4K3SMQ,"Tostitos Hot Chunky Habanero Salsa, 15.5 Ounce"
64253,28400589253,"Tostitos Chunky Salsa, Habanero, Hot, 15.5 Oz",93970,B076CJW1FH,"Tostitos Hot Chunky Habanero Salsa, 15.5 Ounce"
64254,28400589277,"Fritos Twists Honey BBQ Corn Snacks, 9.25 Oz  ",2863,B019KE35PI,"Fritos Twists Honey BBQ Flavored Corn Chips, 9.25 Ounce"
57590,28400589284,"Fritos Corn Chips, Chili Cheese, 9.25 Oz",2865,B019KE3620,"Fritos Chili Cheese Flavored Corn Chips, 9.25 Ounce"
10375,2840058929,Fritos Original (9.25 Oz),28262,B008H2EWY8,"Fritos Original Corn Chips, 9.25 oz"
62246,28400589291,"Fritos Original Corn Chips, 9.25 Oz",2869,B019KE37WO,"Fritos Original Corn Chips, 9.25 Ounce"
22967,2840058930,Fritos Bbq (9.25 Oz),28276,B005X3AXXI,"Fritos Barbecue Flavored Corn Chips, 9.25 oz"
42732,2840058931,Fritos Flamin Hot (9.25 Oz),28191,B00J0KT8OU,Fritos Cc Hot X-Large
64255,28400589321,"Fritos Scoops Corn Chips, 9.25 Oz  ",2867,B019KE37G0,"Fritos Scoops! Corn Chips, 9.25 Ounce"
64255,28400589321,"Fritos Scoops Corn Chips, 9.25 Oz  ",57926,B01EYKOOPS,"Fritos Scoops Corn Chips, 9.25 Ounce"
42733,2840058965,Fritos Lightly Salted (9.25 Oz),27938,B01CT75RHW,"Fritos Lightly Salted Corn Chips, 9.25 oz"
42733,2840058965,Fritos Lightly Salted (9.25 Oz),28136,B01CT6UCGO,"Fritos Lightly Salted Corn Chips, 9.25 oz"
57591,28400589864,Cheetos - Crunchy 8.5Oz,2866,B019KE36I4,"Cheetos Crunchy Cheese Flavored Snacks, 8.5 Ounce"
57591,28400589864,Cheetos - Crunchy 8.5Oz,27546,B01EYKOMZ0,"Cheetos Crunchy Cheese Snacks, 8.5 Ounce"
10608,2840058987,Cheetos Chnchy Xtra Hot (8.5 Oz),28243,B00FY7WBKG,"Cheetos XXtra Flamin Hot Crunchy Cheese Flavored Snacks, 8.5 oz"
87595,28400589871,"Cheetos Xxtra Flamin' Hot Cheese Flavored Snacks, 8.5 Ounce",2875,B019KFB0HM,"Cheetos Xxtra Flamin' Hot Cheese Flavored Snacks, 8.5 Ounce"
10587,2840058988,Cheetos Crnchy Chddr Jlpn (8.5 Oz),28237,B005FG6KZ8,"Cheetos Jalapeno Cheddar Crunchy Cheese Flavored Snacks, 8.5 oz"
10587,2840058988,Cheetos Crnchy Chddr Jlpn (8.5 Oz),55530,B00475JUA0,Cheetos Crunchy Jal 8.5 Oz
61975,28400589888,"Cheetos Jalapeno Cheddar Crunchy Cheese Flavored Snacks, 8.5 Oz",2877,B019KFB1OY,"Cheetos Crunchy Cheddar Jalape̱o Cheese Flavored Snacks, 8.5 Ounce"
10372,2840058989,Cheetos Crnchy Flamng Hot (8.5 Oz),28169,B01CWRTZ4U,"Cheetos Flamin Hot Crunchy Cheese Flavored Snacks, 8.5 oz"
62100,28400589895,"Cheetos Flamin&Apos; Hot Crunchy Cheese Flavored Snacks, 8.5 Oz",2864,B019KE3616,"Cheetos Crunchy Flamin' Hot Cheese Flavored Snacks, 8.5 Ounce"
87596,28400590020,"Cheetos Cheese Snacks, Flamin Hot Limon, 8.5 oz",82617,B01M6YFA8K,"Cheetos Cheese Snacks, Flamin Hot Limon, 8.5 oz"
87597,28400594622,"Fritos Ranch Flavored Corn Chips, 4.25 Ounce",57928,B01ND1BLYI,"Fritos Ranch Flavored Corn Chips, 4.25 Ounce"
64256,28400594639,"Fritos Corn Chips, Classic Ranch, 9.25 Oz",2914,B01CTRZ3LC,"Fritos Flavored Corn Chips, Ranch, 9.25 Ounce"
64256,28400594639,"Fritos Corn Chips, Classic Ranch, 9.25 Oz",27029,B01D4G9PPM,"Fritos Ranch Flavored Corn Chips, 9.25 Ounce"
87598,28400595032,"Rold Gold Pretzel Cracker Sandwich, Tomato Basil/Asiago, 3.98 Ounce",27028,B01D4GBDTS,"Rold Gold Pretzel Cracker Sandwich, Tomato Basil/Asiago, 3.98 Ounce"
87598,28400595032,"Rold Gold Pretzel Cracker Sandwich, Tomato Basil/Asiago, 3.98 Ounce",27048,B01CTRZ5I8,"Rold Gold Pretzel Cracker Sandwich, Tomato Basil/Asiago, 3.98 Ounce"
61150,28400595070,"Doritos Tortilla Chips, Cool Ranch, 10 Oz",2870,B019KE3BD4,"Doritos Cool Ranch Flavored Tortilla Chips, 10 Ounce"
61150,28400595070,"Doritos Tortilla Chips, Cool Ranch, 10 Oz",82581,B01EYKOQ6U,"Doritos Cool Ranch Flavored Tortilla Chips, 10 Ounce"
61989,28400595094,"Doritos Salsa Verde Tortilla Chips, 10 Oz",2883,B01BUWSKZS,"Doritos Tortilla Chips, Salsa Verde, 9.75 oz"
61990,28400595100,"Doritos Taco Flavor Tortilla Chips, 10 Oz",2888,B01B5L0G8S,"Doritos Taco Flavored Tortilla Chips, 10 Ounce"
61990,28400595100,"Doritos Taco Flavor Tortilla Chips, 10 Oz",2800,B019KE3BTI,"Doritos Taco Flavored Tortilla Chips, 9.75 Ounce"
10371,28400595117,Doritos Tortilla Chips Nacho Cheese 10 OZ BAG,2871,B019KE3BDY,"Doritos Nacho Cheese Flavored Tortilla Chips, 10 Ounce"
57593,28400595247,"Doritos Tortilla Chips, Spicy Nacho Cheese, 10 Oz",2872,B019KE3BPC,"Doritos Spicy Nacho Flavored Tortilla Chips, 10 Ounce"
61151,28400595865,"Doritos Tortilla Chips, Spicy Sweet Chili, 9.5 Oz",2846,B01B5L0OVM,"Doritos Sweet Spicy Chili Flavored Tortilla Chips, 10 Ounce"
57595,28400595872,"Baken-Ets Fried Pork Skins, Traditional, 3.25 Oz",66626,B06ZZQQSLZ,"Baken-ets Traditional Fried Pork Skins (Chicharrones), 3.25 Ounce"
42730,2840059600,Chester's Flamin' Hot Fries (5.5 Oz),56218,B01KM6MTUK,"Chester's, Flamin' Hot Fries, 5.5 oz"
56180,28400596688,Cheetos Jumbo Puffs 8Oz,2868,B019KE37KQ,"Cheetos Puffs Cheese Flavored Snacks, 8 Ounce"
56180,28400596688,Cheetos Jumbo Puffs 8Oz,57925,B01EYKOJB2,"Cheetos Jumbo Puffs Cheese Snacks, 8 Ounce"
115947,28400597319,Tostitos Dips Queso Medium 15.5oz,86763,B072JYHRBS,"Tostitos Salsa & Queso Dips Variety Pack, 4 Count"
87600,28400597326,"Simply Medium Organic Chunky Salsa, 15.5 Ounce",87897,B01FGCUGDC,"Simply Medium Organic Chunky Salsa, 15.5 Ounce"
87601,28400597357,"Smartfood Delight Popcorn, Sea Salted Caramel, 5.5 oz",27043,B01CTRZ4KC,"Smartfood Delights Popcorn, Sea Salted Caramel, 5.5 Ounce"
