UPCMasterId,UPC,UPCName,BrandCategory,Proc_UPCName,Proc_UPCName1,Proc_UPCName2,IsUPCFuzzy,IsUPCFuzzyOld,IsUPCFuzzyNew,IsUPCNew,LastUpdatedUserId,Created
3526,3800071318,Kellogg's Mini Wheats Cereal Frosted Touch of Fruit in Middle Mixed Berry 15 OZ BOX,NULL,KELLOGGS FROSTED MINI WHEATS WHOLE GRAIN WHEAT SHREDDED SQUARES REGULAR MIXED BERRY 1 CT 15 OZ ,Kellogg's Mini Wheats Cereal Frosted Touch of Fruit in Middle Mixed Berry 15 OZ BOX,Kellogg's Mini Wheats Cereal Frosted Touch of Fruit in Middle Mixed Berry 15 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
3528,3800059703,Kellogg's Mini Wheats Cereal Frosted Touch of Fruit in Middle Raspberry 15 OZ BOX,NULL,KELL FRST MN WHT TOF RSP 15 OZ,Kellogg's Mini Wheats Cereal Frosted Touch of Fruit in Middle Raspberry 15 OZ BOX,Kellogg's Mini Wheats Cereal Frosted Touch of Fruit in Middle Raspberry 15 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
3530,3800014408,Kel Mini Wht Hrv Cran,NULL,KELL MIN WHT HRV DL CRBRY 14.3 OZ,Kel Mini Wht Hrv Cran,Kel Mini Wht Hrv Cran,0,0,1,0,FirstIRIMtch,29:46.5
3531,3800013248,Kel-Ng Breakfast Ac,NULL,KELLOGGS NUTRI GRAIN FLAVORED STRAWBERRY APPLE CINNAMON 1 CT 7 OZ ,Kel-Ng Breakfast Ac,Kel-Ng Breakfast Ac,0,0,1,0,FirstIRIMtch,29:46.5
3536,3800036700,Kellogg's Nutri-Grain Cereal Bars Cherry - 8 ct 10.4 OZ BOX,NULL,KELL NTGR CHERRY BAR 8CT 10.4 OZ,Kellogg's Nutri-Grain Cereal Bars Cherry - 8 ct 10.4 OZ BOX,Kellogg's Nutri-Grain Cereal Bars Cherry - 8 ct 10.4 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
3538,3800035800,Kel-Ngrn Bars Raspbr,NULL,KELLOGGS NUTRI GRAIN BARS RASPBERRY 8 CT 10.4 OZ ,Kel-Ngrn Bars Raspbr,Kel-Ngrn Bars Raspbr,0,0,1,0,FirstIRIMtch,29:46.5
3541,3800079365,Kel-Ng H Blbry Bliss,NULL,KELLOGGS NUTRI GRAIN HARVEST COATED BLUEBERRY BLISS 5 CT 8.8 OZ ,Kel-Ng H Blbry Bliss,Kel-Ng H Blbry Bliss,0,0,1,0,FirstIRIMtch,29:46.5
232,1200000875,Aquafina Water 6Pk (6/24 Fo),NULL,AQUAFINA PURFIED WTR 6PK 6/24 FO,Aquafina Water (6-24 Fl Oz) 144 Fluid Ounce 6 Pack Plastic Bottles ,Aquafina Water (6-24 Fl Oz) 144 Fluid Ounce 6 Pack Plastic Bottles,0,0,1,0,FirstIRIMtch,29:46.5
233,1200001420,Aquafina Water 8Pk,NULL,AQUAFINA PURFIED WTR 8PK 8/12 FO,Aquafina Water (8-12 Fl Oz) 96 Fluid Ounce 8 Pack Plastic Bottles,Aquafina Water (8-12 Fluid Ounce) 96 Fluid Ounce 8 Pack Plastic Bottles,0,0,1,0,FirstIRIMtch,29:46.5
3534,38000058721,Kellogg's Nutri-Grain Cereal Bars Assorted Flavors - 48 ct 62.4 OZ BOX,NULL,Kellogg's Nutri-Grain Cereal Bars Assorted Flavors - 48 ct 62.4 OZ BOX,Kellogg's Nutri-Grain Cereal Bars Assorted Flavors - 48 ct 62.4 OZ BOX,Kellogg's Nutri-Grain Cereal Bars Assorted Flavors - 48 ct 62.4 OZ BOX,1,1,0,0,AdminMtch421,29:46.5
3535,3800035700,Kel Nutri Grn Blubrry,NULL,KELL NTGR BLUEBRY BAR 8CT 10.4 OZ,Kel Nutri Grn Blubrry,Kel Nutri Grn Blubrry,0,0,1,0,FirstIRIMtch,29:46.5
3539,3800035900,Kel Nutri Grn Brs Stw,NULL,KELL NTGR STRWBRY BAR 8CT 10.4 OZ,Kel Nutri Grn Brs Stw,Kel Nutri Grn Brs Stw,0,0,1,0,FirstIRIMtch,29:46.5
241,76172098818,Argo Baking Powder Aluminum & Gluten Free Double Acting 12 OZ PKG,NULL,Argo Baking Powder Aluminum & Gluten Free Double Acting 12 OZ PKG,Argo Baking Powder Aluminum & Gluten Free Double Acting 12 OZ PKG,Argo Baking Powder Aluminum & Gluten Free Double Acting 12 OZ PKG,1,1,1,0,NMIRIFuzzy,29:46.5
243,61300872592,Ariz Lt Half Tlm 12P,NULL,APLMR LITE HALF&HALF 12PK 12/11.5 FO,Ariz Lt Half Tlm 12P,Ariz Lt Half Tlm 12P,0,0,1,0,FirstIRIMtch,29:46.5
3543,3800072414,Kel-Nutri Apple Cobbl,NULL,KELLOGGS NUTRI GRAIN FRUIT CRUNCH COATED APPLE COBBLER CRUNCHY 10 CT 7.4 OZ ,Kel-Nutri Apple Cobbl,Kel-Nutri Apple Cobbl,0,0,1,0,FirstIRIMtch,29:46.5
3544,3800072409,Kel-Nutri Frt Strawbr,NULL,KELLOGGS NUTRI GRAIN FRUIT CRUNCH COATED STRAWBERRY PARFAIT CRUNCHY 10 CT 7.4 OZ ,Kel-Nutri Frt Strawbr,Kel-Nutri Frt Strawbr,0,0,1,0,FirstIRIMtch,29:46.5
238,18213600023,AQUAhydrate Electrolyte Enhanced Water pH9+ 23.7 OZ BTL,NULL,AQUA HYDRATE NATURAL ENHANCED WATER PLASTIC BOTTLE 1 CT 23.7 OZ ,AQUAhydrate Electrolyte Enhanced Water pH9+ 23.7 OZ BTL,AQUAhydrate Electrolyte Enhanced Water pH9+ 23.7 OZ BTL,0,0,1,0,ElvnDgtIRIMtch,29:46.5
239,2750009510,Arch - Shortbread,NULL,ARWY SHORTBREAD COOKIES 8.75 OZ,Arch - Shortbread,Arch - Shortbread,0,0,1,0,FirstIRIMtch,29:46.5
245,61300871930,Arizona Arnold Palmer,NULL,APLMR HALF & HALF LITE 23 FO,Arizona Arnold Palmer,Arizona Arnold Palmer,0,0,1,0,FirstIRIMtch,29:46.5
247,61300873226,AriZona Arnold Palmer Half & Half Iced Tea & Lemonade Lite 64 OZ BTL,NULL,ARIZONA ARNOLD PALMER HALF HALF ICD T LMND PREPARED ICED TEA PLASTIC BOTTLE 1 CT 64 OZ ,AriZona Arnold Palmer Half & Half Iced Tea & Lemonade Lite 64 OZ BTL,AriZona Arnold Palmer Half & Half Iced Tea & Lemonade Lite 64 OZ BTL,0,0,1,0,ElvnDgtIRIMtch,29:46.5
248,61300872497,Arizon Hlf Tea  Lemo,NULL,APLMR ICE TEA & LMND 10CT 1.2 OZ,Arizon Hlf Tea  Lemo,Arizon Hlf Tea  Lemo,0,0,1,0,FirstIRIMtch,29:46.5
244,61300872085,Ariz Lt Half N Half,NULL,APLMR HALF & HALF LITE 128 FO,Ariz Lt Half N Half,Ariz Lt Half N Half,0,0,1,0,FirstIRIMtch,29:46.5
246,61300872812,Ariz Palmer Half Lite,NULL,ARIZONA PLMR LT HLF&HLF 42 FO,Ariz Palmer Half Lite,Ariz Palmer Half Lite,0,0,1,0,FirstIRIMtch,29:46.5
250,61300873044,Arz Arn Palm Zero Hh,NULL,APLMR ZERO 4 GALLON BTLS 128 FO,Arz Arn Palm Zero Hh,Arz Arn Palm Zero Hh,0,0,1,0,FirstIRIMtch,29:46.5
262,61300871584,Ariz Ice-T Lemon 12Pk,NULL,ARIZONA LEMON PREPARED ICED TEA ANTIOXIDANT CAN IN BOX 12 CT 11.5 OZ ,Ariz Ice-T Lemon 12Pk,Ariz Ice-T Lemon 12Pk,0,0,1,0,ElvnDgtIRIMtch,29:46.5
265,61300871508,Arizona Lemon Tea-Grp,NULL,ARIZONA LEMON PREPARED ICED TEA NON RETURNABLE GB 1 CT 20 OZ ,Arizona Lemon Tea-Grp,Arizona Lemon Tea-Grp,0,0,1,0,ElvnDgtIRIMtch,29:46.5
266,61300871837,Ariz Ice Tea Lemon,NULL,ARIZONA LEMON TEA 42 FO,Ariz Ice Tea Lemon,Ariz Ice Tea Lemon,0,0,1,0,FirstIRIMtch,29:46.5
269,61300873224,AriZona Iced Tea with Lemon Flavor 64 OZ BTL,NULL,ARIZONA LEMON PREPARED ICED TEA PLASTIC BOTTLE 1 CT 64 OZ ,AriZona Iced Tea with Lemon Flavor 64 OZ BTL,AriZona Iced Tea with Lemon Flavor 64 OZ BTL,0,0,1,0,ElvnDgtIRIMtch,29:46.5
3527,3800010230,Kellogg's Mini Wheats Cereal Frosted Touch of Fruit in Middle Raisin 15 OZ BOX,NULL,KELLOGGS FROSTED MINI WHEATS WHOLE GRAIN SHREDDED SQUARES REGULAR RAISIN 1 CT 15 OZ ,Kellogg's Mini Wheats Cereal Frosted Touch of Fruit in Middle Raisin 15 OZ BOX,Kellogg's Mini Wheats Cereal Frosted Touch of Fruit in Middle Raisin 15 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
3537,3800035500,Kel Nutri Grn Mix Ber,NULL,KELL NTGR MX BRY BAR 8CT 10.4 OZ,Kel Nutri Grn Mix Ber,Kel Nutri Grn Mix Ber,0,0,1,0,FirstIRIMtch,29:46.5
3542,3800073738,Kell Ntgr Hvst Stwbry 5Ct (8.8 Oz),NULL,KELLOGGS NUTRI GRAIN HARVEST COATED COUNTRY STRAWBERRY 5 CT 8.8 OZ ,Kell Ntgr Hvst Stwbry 5Ct (8.8 Oz),Kell Ntgr Hvst Stwbry 5Ct (8.8 Oz),0,0,1,0,FirstIRIMtch,29:46.5
236,18213600005,AQUAhydrate Electrolyte Enhanced Water pH9+ - 6 pk 16.9 OZ BTL,NULL,AQHYDR ENHANCED WATER 6PK 6/16.9 FO,AQUAhydrate Electrolyte Enhanced Water pH9+ - 6 pk 16.9 OZ BTL,AQUAhydrate Electrolyte Enhanced Water pH9+ - 6 pk 16.9 OZ BTL,0,0,1,0,FirstIRIMtch,29:46.5
240,2750009541,Archway Homestyle Cookies Gingerbread Iced Holiday 6 OZ PKG,NULL,ARCHWAY GINGERBREAD ICED AND SPRINKLED 1 CT 6 OZ ,Archway Homestyle Cookies Gingerbread Iced Holiday 6 OZ PKG,Archway Homestyle Cookies Gingerbread Iced Holiday 6 OZ PKG,0,0,1,0,FirstIRIMtch,29:46.5
242,61300873315,AriZona Arnold Palmer Half & Half Iced Green Tea & Lemonade Lite 64 OZ BTL,NULL,ARIZONA ARNOLD PALMER HLF HLF GRN T LMN PREPARED TEA PLASTIC BOTTLE 1 CT 64 OZ ,AriZona Arnold Palmer Half & Half Iced Green Tea & Lemonade Lite 64 OZ BTL,AriZona Arnold Palmer Half & Half Iced Green Tea & Lemonade Lite 64 OZ BTL,0,0,1,0,ElvnDgtIRIMtch,29:46.5
252,61300872415,AriZona Green Iced Tea Stix with Ginseng Sugar Free - 10 ct .7 OZ BOX,NULL,ARIZONA SGF GRN TEA 10 CT .7 OZ,AriZona Green Iced Tea Stix with Ginseng Sugar Free - 10 ct .7 OZ BOX,AriZona Green Iced Tea Stix with Ginseng Sugar Free - 10 ct .7 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
253,61300871526,Arizona Green Tea,NULL,ARIZONA GREEN TEA 23 FO,Arizona Green Tea,Arizona Green Tea,0,0,1,0,FirstIRIMtch,29:46.5
257,61300873557,Arizona Ginseng Grn T,NULL,ARIZONA GREN TEA GNSNG HNY PREPARED TEA ANTIOXIDANT PLASTIC BOTTLE 1 CT 20 OZ ,Arizona Ginseng Grn T,Arizona Ginseng Grn T,0,0,1,0,ElvnDgtIRIMtch,29:46.5
264,7336070989,AriZona Iced Tea with Lemon 1 GAL,NULL,ARIZONA LEMON PREPARED ICED TEA PLASTIC JUG 1 CT 128 OZ ,AriZona Iced Tea with Lemon 1 GAL,AriZona Iced Tea with Lemon 1 GAL,0,0,1,0,FirstIRIMtch,29:46.5
1373,4300001133,Cry Lt Frt Pnch 8Qt,NULL,CRYSTAL LIGHT FRUIT PUNCH DRINK MIX TUB IN CANISTER 8 CT 256 OZ ,Cry Lt Frt Pnch 8Qt,Cry Lt Frt Pnch 8Qt,0,0,1,0,FirstIRIMtch,29:46.5
268,61300872484,Ariz Iced-T Lem 10Pk,NULL,ARIZONA LEMON PREPARED ICED TEA ASEPTIC BOX 10 CT 6.75 OZ ,Ariz Iced-T Lem 10Pk,Ariz Iced-T Lem 10Pk,0,0,1,0,ElvnDgtIRIMtch,29:46.5
270,61300871779,AriZona Iced Tea with Raspberry 20 OZ BTL,NULL,ARIZONA RASPBERRY PREPARED ICED TEA NON RETURNABLE GB 1 CT 20 OZ ,AriZona Iced Tea with Raspberry 20 OZ BTL,AriZona Iced Tea with Raspberry 20 OZ BTL,0,0,1,0,ElvnDgtIRIMtch,29:46.5
237,18213600002,Aquahy Purf Water Btl,NULL,AQHYDR ENHANCED WATER 1 LT,Aquahy Purf Water Btl,Aquahy Purf Water Btl,0,0,1,0,FirstIRIMtch,29:46.5
251,61300873707,Ariz Ap Blk Wtr Enhnc,NULL,ARIZONA HLF & HLF WTR ENH 1.9 FO,Ariz Ap Blk Wtr Enhnc,Ariz Ap Blk Wtr Enhnc,0,0,1,0,FirstIRIMtch,29:46.5
254,61300871345,Ariz Ice T Green Tea,NULL,ARIZONA GREEN TEA 42 FO,Ariz Ice T Green Tea,Ariz Ice T Green Tea,0,0,1,0,FirstIRIMtch,29:46.5
255,61300871781,Ariz Dt Green Ice T,NULL,ARIZONA DIET GREEN TEA 128 FO,Ariz Dt Green Ice T,Ariz Dt Green Ice T,0,0,1,0,FirstIRIMtch,29:46.5
259,61300871265,AriZona Green Tea with Ginseng Diet 20 OZ BTL,NULL,ARIZONA GREEN TEA W/GINSEN#1 ICED TEA W/GINSENG NON RETURNABLE GB 1 CT 20 OZ ,AriZona Green Tea with Ginseng Diet 20 OZ BTL,AriZona Green Tea with Ginseng Diet 20 OZ BTL,0,0,1,0,ElvnDgtIRIMtch,29:46.5
267,61300871514,AriZona Iced Tea with Lemon Diet 20 OZ BTL,NULL,ARIZONA ICED TEA WITH LEMON PREPARED ICED TEA NON RETURNABLE GB 1 CT 20 OZ ,AriZona Iced Tea with Lemon Diet 20 OZ BTL,AriZona Iced Tea with Lemon Diet 20 OZ BTL,0,0,1,0,ElvnDgtIRIMtch,29:46.5
1374,4300001728,Cry Lt Chry Pom Pbo,NULL,CRLT CHRY PMGR DK MX 10CT 1.18 OZ,Cry Lt Chry Pom Pbo,Cry Lt Chry Pom Pbo,0,0,1,0,FirstIRIMtch,29:46.5
1375,4300095016,Cry Lt Ice Tea Decaf,NULL,CRYSTAL LIGHT LEMON ICED TEA MIX CANISTER 4 CT 256 OZ ,Cry Lt Ice Tea Decaf,Cry Lt Ice Tea Decaf,0,0,1,0,FirstIRIMtch,29:46.5
271,61300873773,AriZona Lemon Iced Tea Liquid Water Enhancer 1.9 OZ BTL,NULL,ARIZONA LMN TEA WTR ENHNC 1.9 FO,AriZona Lemon Iced Tea Liquid Water Enhancer 1.9 OZ BTL,AriZona Lemon Iced Tea Liquid Water Enhancer 1.9 OZ BTL,0,0,1,0,FirstIRIMtch,29:46.5
1377,4300004156,Crystal Light Mojito Flavored Drink Mix - 5 ct 1.41 OZ PKG,NULL,CRYSTAL LIGHT MOJITO DRINK MIX CANISTER 5 CT 320 OZ ,Crystal Light Mojito Flavored Drink Mix - 5 ct 1.41 OZ PKG,Crystal Light Mojito Flavored Drink Mix - 5 ct 1.41 OZ PKG,0,0,1,0,FirstIRIMtch,29:46.5
3548,3800004900,Kellogg's Original Mini Wheats Cereal Frosted Bite Size 18 OZ BOX,NULL,KELLOGGS FROSTED MINI WHEATS WHOLE GRAIN WHEAT SHREDDED SQUARES REGULAR 1 CT 19 OZ ,Kellogg's Original Mini Wheats Cereal Frosted Bite Size 18 OZ BOX,Kellogg's Original Mini Wheats Cereal Frosted Bite Size 18 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
3555,3800031010,Kel P-Tart Frst Blbry,NULL,KELL POP TART FRST BLUBRY 14.7 OZ,Kel P-Tart Frst Blbry,Kel P-Tart Frst Blbry,0,0,1,0,FirstIRIMtch,29:46.5
3556,3800031120,Kel P-Trt Frst Br Sug,NULL,KELL POPTRT FRS CINN 12CT 21 OZ,Kel P-Trt Frst Br Sug,Kel P-Trt Frst Br Sug,0,0,1,0,FirstIRIMtch,29:46.5
2291,5200033776,Gator 1 Gal Lemlime,Gatorade Assorted,GATORADE LEMON LIME 128 FO,Gatorade Thirst Quencher Lemon Lime 128 Fluid Ounce Plastic Bottle,Gatorade Thirst Quencher Lemon Lime 128 Fluid Ounce Plastic Bottle,0,0,1,0,FirstIRIMtch,29:46.5
249,61300873049,Arz Arn Palm Zero 12P,NULL,ARIZONA ARNOLD PALMER HLF & HLF ICD T LMND PREPARED TEA CAN IN BOX 12 CT 11.5 OZ ,Arz Arn Palm Zero 12P,Arz Arn Palm Zero 12P,0,0,1,0,ElvnDgtIRIMtch,29:46.5
256,61300871512,Ariz Grn Tea Gins,NULL,ARIZONA GREEN TEA 128 FO,Ariz Grn Tea Gins,Ariz Grn Tea Gins,0,0,1,0,FirstIRIMtch,29:46.5
258,61300872183,Ariz Diet Grn-T 12Pk,NULL,ARIZONA ZERO GRN TEA 12PK 12/11.5 FO,Ariz Diet Grn-T 12Pk,Ariz Diet Grn-T 12Pk,0,0,1,0,FirstIRIMtch,29:46.5
260,61300871506,Ariz Green Tea Diet,NULL,ARIZONA DIET GREEN TEA 42 FO,Ariz Green Tea Diet,Ariz Green Tea Diet,0,0,1,0,FirstIRIMtch,29:46.5
261,61300871974,AriZona Iced Tea Diet Raspberry 20 OZ BTL,NULL,ARIZONA RASPBERRY PREPARED ICED TEA GLASS BOTTLE 1 CT 20 OZ ,AriZona Iced Tea Diet Raspberry 20 OZ BTL,AriZona Iced Tea Diet Raspberry 20 OZ BTL,0,0,1,0,ElvnDgtIRIMtch,29:46.5
3546,3800010788,Kel-Ntrigrn Greek Str,NULL,KELLOGGS NUTRI GRAIN BARS STRAWBERRY YOGURT 8 CT 10.4 OZ ,Kel-Ntrigrn Greek Str,Kel-Ntrigrn Greek Str,0,0,1,0,FirstIRIMtch,29:46.5
3547,3800031329,Kellogg's Original Mini Wheats Cereal Cup Frosted Bite Size 2.5 OZ PKG,NULL,KELL FRST MN WHT CUP 2.5 OZ,Kellogg's Original Mini Wheats Cereal Cup Frosted Bite Size 2.5 OZ PKG,Kellogg's Original Mini Wheats Cereal Cup Frosted Bite Size 2.5 OZ PKG,0,0,1,0,FirstIRIMtch,29:46.5
3551,3800013440,Kellogg's Origins Ancient Grains Granola Cranberry Almond w/Pumpkin Seeds 12.5 OZ PKG,NULL,KELLOGGS GRANOLA MIX REGULAR CRANBERRY ALMOND 1 CT 12.5 OZ ,Kellogg's Origins Ancient Grains Granola Cranberry Almond w/Pumpkin Seeds 12.5 OZ PKG,Kellogg's Origins Ancient Grains Granola Cranberry Almond w/Pumpkin Seeds 12.5 OZ PKG,0,0,1,0,FirstIRIMtch,29:46.5
3552,3800013442,Kellogg's Origins Ancient Grains Granola Raisin Apple 12.5 OZ PKG,NULL,KELLOGGS GRANOLA MIX REGULAR APPLE & RAISIN 1 CT 12.5 OZ ,Kellogg's Origins Ancient Grains Granola Raisin Apple 12.5 OZ PKG,Kellogg's Origins Ancient Grains Granola Raisin Apple 12.5 OZ PKG,0,0,1,0,FirstIRIMtch,29:46.5
3553,3800013521,Kellogg's Origins Fruit & Nut Blend Cereal Cranberry Walnut 12.9 OZ BOX,NULL,KELLOGGS CORN CRUNCHY FLAKES TOASTED OATS FRUIT & NUT 1 CT 12.9 OZ ,Kellogg's Origins Fruit & Nut Blend Cereal Cranberry Walnut 12.9 OZ BOX,Kellogg's Origins Fruit & Nut Blend Cereal Cranberry Walnut 12.9 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
2288,5200003962,GATORADE LEMON LIME PWDR 18.4 OZ,Gatorade Assorted,GATORADE LEMON LIME PWDR 18.4 OZ,GATORADE LEMON LIME PWDR 18.4 OZ,Gatorade Instant Powder Mix Lemon Lime 18.30Z,0,0,1,0,FirstIRIMtch,29:46.5
263,61300873513,Ariz Iced Tea Wlemon,NULL,ARIZONA LEMON TEA 128 FO,Ariz Iced Tea Wlemon,Ariz Iced Tea Wlemon,0,0,1,0,FirstIRIMtch,29:46.5
275,61300871581,Arizona Rx Stress,NULL,ARIZONA RX STRESS HERBAL PREPARED ICED TEA GLASS BOTTLE 1 CT 20 OZ ,Arizona Rx Stress,Arizona Rx Stress,0,0,1,0,ElvnDgtIRIMtch,29:46.5
272,61300871556,Ariz Nchs N Chs Pr,NULL,BLUE LUNA CAFE TORTILLA CHIP & DIP ORIGINAL&NACHO CHEES PLASTIC TRAY 6 OZ ,Ariz Nchs N Chs Pr,Ariz Nchs N Chs Pr,0,0,1,0,ElvnDgtIRIMtch,29:46.5
273,61300873771,AriZona Peach Green Tea with Ginseng & Honey Liquid Water Enhancer 1.9 OZ BTL,NULL,ARIZONA PCH GRN T WTR ENH 1.9 FO,AriZona Peach Green Tea with Ginseng & Honey Liquid Water Enhancer 1.9 OZ BTL,AriZona Peach Green Tea with Ginseng & Honey Liquid Water Enhancer 1.9 OZ BTL,0,0,1,0,FirstIRIMtch,29:46.5
1376,4300004158,Crystal Light Margarita Flavored Drink Mix - 5 ct 1.62 OZ PKG,NULL,CRYSTAL LIGHT MARGARITA DRINK MIX PACKETS IN CANISTER 5 CT 320 OZ ,Crystal Light Margarita Flavored Drink Mix - 5 ct 1.62 OZ PKG,Crystal Light Margarita Flavored Drink Mix - 5 ct 1.62 OZ PKG,0,0,1,0,FirstIRIMtch,29:46.5
3550,3800013278,Kellogg's Origins Ancient Grains Blend Cereal Touch of Honey 11.8 OZ BOX,NULL,KELLOGGS ANCIENT GRAIN CRUNCHY FLAKES HONEY 1 CT 11.8 OZ ,Kellogg's Origins Ancient Grains Blend Cereal Touch of Honey 11.8 OZ BOX,Kellogg's Origins Ancient Grains Blend Cereal Touch of Honey 11.8 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
3560,3800031810,Kel P-Trt Frst Cherry,NULL,KELL POP TART FRST CHERRY 14.7 OZ,Kel P-Trt Frst Cherry,Kel P-Trt Frst Cherry,0,0,1,0,FirstIRIMtch,29:46.5
3561,3800074820,Kel P-Trt Choc Chip,NULL,KELL POPTRT FRS CHCHP 8CT 14.7 OZ,Kel P-Trt Choc Chip,Kel P-Trt Choc Chip,0,0,1,0,FirstIRIMtch,29:46.5
3562,3800020494,Kellogg's Pop-Tarts Frosted Chocolate Chip Cookie Dough - 8 ct 14.1 OZ BOX,NULL,KELLOGGS POP TARTS SHELF STABLE CHOC CHIP CKY DOUGH FROSTED 8 CT ,Kellogg's Pop-Tarts Frosted Chocolate Chip Cookie Dough - 8 ct 14.1 OZ BOX,Kellogg's Pop-Tarts Frosted Chocolate Chip Cookie Dough - 8 ct 14.1 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
2290,5200020805,Gatorade Lemon Lime 8Pk (8/20 Fo),Multi-pack,GATORADE LEMON LIME 8PK 8/20 FO,Gatorade Lemon Lime Thirst Quencher (8-20 FlOz) 160 Fluid Ounce 8Pk Plastic Bottles,Gatorade Lemon Lime Thirst Quencher (8-20 Fluid Ounce) 160 Fluid Ounce 8 Pack Plastic Bottles,0,0,1,0,FirstIRIMtch,29:46.5
2292,5200033877,Gatorade Lemon Lime (32 Fo),Single Serve,GATORADE LEMON LIME 32 FO,Gatorade Lemon-Lime Thirst Quencher 32 Fluid Ounce Bottle ,Gatorade Lemon-Lime Thirst Quencher 32 Fluid Ounce Bottle ,0,0,1,0,FirstIRIMtch,29:46.5
2293,5200033832,Gatorade Lemon Lime (64 Fo),Gatorade Assorted,GATORADE LEMON LIME 64 FO,Gatorade Lemon Lime 64 Fluid Ounce Plastic Bottle,Gatorade Lemon Lime 64 Fluid Ounce Plastic Bottle,0,0,1,0,FirstIRIMtch,29:46.5
2295,5200012935,Gator All Star Org 6P,Gatorade Assorted,GATORADE PRF ORANGE 6PK 6/12 FO,Gatorade Thirst Quencher Orange (6 - 12 FlOz) 72 Fluid Ounce 6 Pack Plastic Bottles,Gatorade Thirst Quencher Orange (6 - 12 Fluid Ounce) 72 Fluid Ounce 6 Pack Plastic Bottles,0,0,1,0,FirstIRIMtch,29:46.5
281,3390750003,Arriba! Red Salsa Fire Roasted Mexican Mild All Natural 16 OZ JAR,NULL,ARRIBA MILD MEX RED SALSA 16 OZ,Arriba! Red Salsa Fire Roasted Mexican Mild All Natural 16 OZ JAR,Arriba! Red Salsa Fire Roasted Mexican Mild All Natural 16 OZ JAR,0,0,1,0,FirstIRIMtch,29:46.5
284,7433337470,Am Maple Buckwht Org,NULL,ARROWHEAD MILLS ORGANIC BUCKWHEAT FLAKE MAPLE 1 CT 10 OZ ,Am Maple Buckwht Org,Am Maple Buckwht Org,0,0,1,0,FirstIRIMtch,29:46.5
3549,3800031829,Kel Frost Mini Bit Sz,NULL,KELL FRST MNI WHEAT BT SZ 18 OZ,Kel Frost Mini Bit Sz,Kel Frost Mini Bit Sz,0,0,1,0,FirstIRIMtch,29:46.5
3554,3800031020,Kell P-Trt Frst Blber,NULL,KELL POP TART FRST BLUBRY 22 OZ,Kell P-Trt Frst Blber,Kell P-Trt Frst Blber,0,0,1,0,FirstIRIMtch,29:46.5
3557,3800031110,Kel P-Trt Frst Bscin,NULL,KELL POP TART FRST CINNMN 14 OZ,Kel P-Trt Frst Bscin,Kel P-Trt Frst Bscin,0,0,1,0,FirstIRIMtch,29:46.5
3558,3800053549,Kellogg's Pop-Tarts Frosted Brown Sugar Cinnamon Low Fat - 8 ct 14.1 OZ BOX,NULL,KELLOGGS POP TARTS SHELF STABLE BROWN SUGAR CINNAMON FROSTED 8 CT ,Kellogg's Pop-Tarts Frosted Brown Sugar Cinnamon Low Fat - 8 ct 14.1 OZ BOX,Kellogg's Pop-Tarts Frosted Brown Sugar Cinnamon Low Fat - 8 ct 14.1 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
2289,5200012934,Gator All Star Ll 6P,Gatorade Assorted,GATORADE PERFORM LEMON LIME THIRST QUENCHER PLASTIC BOTTLE 6 CT 72 OZ ,Gatorade Thirst Quencher Lemon-Lime (6 - 12 Fl Oz) 72 Fluid Ounce 6 Pack Plastic Bottles,Gatorade Thirst Quencher Lemon-Lime (6 - 12 Fl Oz) 72 Fluid Ounce 6 Pack Plastic Bottles,0,0,1,0,FirstIRIMtch,29:46.5
2294,5200032180,Gatorade Perform Lemonade (32 Fo),Single Serve,GATORADE PERFORM LEMONADE THIRST QUENCHER PLASTIC BOTTLE 1 CT 32 OZ ,Gatorade Thirst Quencher Lemonade 32 Fluid Ounce Plastic Bottle,Gatorade Thirst Quencher Lemonade 32 Fluid Ounce Plastic Bottle,0,0,1,0,FirstIRIMtch,29:46.5
2296,5200020807,Gatorade Orange 8Pk (8/20 Fo),Multi-pack,GATORADE ORANGE 8PK 8/20 FO,Gatorade Thirst Quencher Orange (8 - 20 FlOz) 160 Fluid Ounce 8Pk Bottles,Gatorade Thirst Quencher Orange (8 - 20 Fluid Ounce) 160 Fluid Ounce 8 Pack Plastic Bottles,0,0,1,0,FirstIRIMtch,29:46.5
2297,5200003940,Gatorade G Series Orange Thirst Quencher 32 OZ BTL,Single Serve,GATORADE ORANGE THIRST QUENCHER PLASTIC BOTTLE 1 CT 32 OZ ,Gatorade Powder Variety Pk  21OZ/16,Gatorade Powder Variety Pack 21OZ/16,0,0,1,0,FirstIRIMtch,29:46.5
