UPCMasterId,UPC,UPCName,BrandCategory,Proc_UPCName,Proc_UPCName1,Proc_UPCName2,IsUPCFuzzy,IsUPCFuzzyOld,IsUPCFuzzyNew,IsUPCNew,LastUpdatedUserId,Created
3445,3010055858,"Keebler Variety Snack Packs Grahams, Rice Krispies & Bug Bites - 12 pk 11 OZ BOX",NULL,ALL KEEBLER PRODUCTS ASSORTED SNACK CRACKER CRACKER SHELF STABLE 11 OZ ,"Keebler Variety Snack Packs Grahams, Rice Krispies & Bug Bites - 12 pk 11 OZ BOX","Keebler Variety Snack Packs Grahams, Rice Krispies & Bug Bites - 12 pk 11 OZ BOX",0,0,1,0,FirstIRIMtch,29:46.5
3446,61661840011,Kelemen Egg Noodles Broad 10 OZ PKG,NULL,Kelemen Egg Noodles Broad 10 OZ PKG,Kelemen Egg Noodles Broad 10 OZ PKG,Kelemen Egg Noodles Broad 10 OZ PKG,1,1,1,0,NMIRIFuzzy,29:46.5
3447,3800000600,Kellogg's All-Bran Cereal Complete Wheat Flakes 17.3 OZ BOX,NULL,KELLOGGS ALL BRAN COMPLETE WHEAT BRAN FLAKE REGULAR 1 CT 17.3 OZ ,Kellogg's All-Bran Cereal Complete Wheat Flakes 17.3 OZ BOX,Kellogg's All-Bran Cereal Complete Wheat Flakes 17.3 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
3451,3800039132,Kel Apple Jack,NULL,KELL APPLE JACKS 8.7 OZ,Kel Apple Jack,Kel Apple Jack,0,0,1,0,FirstIRIMtch,29:46.5
3452,3800086350,Kellogg's Apple Jacks Cereal Cup 1.5 OZ PKG,NULL,KELL APPLE JACKS CUP 1.5 OZ,Kellogg's Apple Jacks Cereal Cup 1.5 OZ PKG,Kellogg's Apple Jacks Cereal Cup 1.5 OZ PKG,0,0,1,0,FirstIRIMtch,29:46.5
3454,3800070432,Kellogg's Cinnamon Jacks Cereal 10.7 OZ BOX,NULL,KELLOGGS CINNAMON JACKS 3 GRAIN CRUNCH CINNAMON 1 CT 10.7 OZ ,Kellogg's Cinnamon Jacks Cereal 10.7 OZ BOX,Kellogg's Cinnamon Jacks Cereal 10.7 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
3425,3010038910,Keebler Right Bites 100 Calorie Packs Fudge Stripes Cookies Mini - 12 pk 8.88 OZ BOX,NULL,KEEBLER RIGHT BITES FUDGE STRIPES UNFLAVORED FUDGE STRIPED 1 CT 8.88 OZ ,Keebler Right Bites 100 Calorie Packs Fudge Stripes Cookies Mini - 12 pk 8.88 OZ BOX,Keebler Right Bites 100 Calorie Packs Fudge Stripes Cookies Mini - 12 pk 8.88 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
2177,2840003924,Fritos Corn Chips Original 9.25 OZ BAG,NULL,FRITOS CORN CHIP ORIGINAL ZERO GRAMS TRANS FAT BAG 10.5 OZ ,10.50OZ FRITOS REGULAR,10.50OZ FRITOS REGULAR,0,0,1,0,FirstIRIMtch,29:46.5
3426,3010027194,Kblr-Right Bite Fdg S,NULL,KEEBLER RIGHT BITES FUDGE STRIPES UNFLAVORED FUDGE STRIPED 1 CT 4.44 OZ ,Kblr-Right Bite Fdg S,Kblr-Right Bite Fdg S,0,0,1,0,FirstIRIMtch,29:46.5
2180,2840024053,FRITOS CHIPS CORN ORIGINAL,Mainstream,FRITOS CORN CHIP ORIGINAL BAG 9.75 OZ ,Fritos The Original Corn Chips 9.75 Ounce Plastic Bag,Fritos The Original Corn Chips 9.75 Ounce Plastic Bag,0,0,1,0,FirstIRIMtch,29:46.5
2181,2840005660,Fritos Corn Chips 6Ct (6 Oz),NULL,FRITOS CORN CHIPS 6CT 6 OZ,Fritos Regular Corn Chips 6.00 OZ ,Fritos Regular Corn Chips 6 Ounce Plastic Bag,0,0,1,0,FirstIRIMtch,29:46.5
2185,2840003930,Fritos Scoops! Corn Chips 9.25 OZ BAG,NULL,FRITOS SCOOPS CORN CHIP REGULAR ZERO GRAMS TRANS FAT BAG 10.5 OZ - 0028400039301,10.50OZ FRITOS SCOOPS,10.50OZ FRITOS SCOOPS,0,0,1,0,FirstIRIMtch,29:46.5
3431,3010047324,Kblr Chs  Pnt Btr Cr,NULL,KBLR CHS & PB SND CRK 8CT 10.9 OZ,Kblr Chs  Pnt Btr Cr,Kblr Chs  Pnt Btr Cr,0,0,1,0,FirstIRIMtch,29:46.5
3438,3010077753,Kblr-Fudge Grahams Mi,NULL,KBLR FDG GRHM COOKIE CUP 2.8 OZ,Kblr-Fudge Grahams Mi,Kblr-Fudge Grahams Mi,0,0,1,0,FirstIRIMtch,29:46.5
2188,2840005867,Fritos Scoops! Corn Chips Party Size 18 OZ BAG,NULL,FRITOS SCOOPS CORN CHIP REGULAR ZERO GRAMS TRANS FAT BAG 23 OZ - 0028400058672,2.875Z RUFFLES TAPATIO,2.875Z RUFFLES TAPATIO,0,0,1,0,FirstIRIMtch,29:46.5
92,85593000108,Aleia's Chocolate Chip Cookies Gluten & Wheat Free All Natural 9 OZ BAG,NULL,ALEIAS CHOCOLATE CHIP CHOCOLATE CHIP 1 CT 12 OZ ,Aleia's Chocolate Chip Cookies Gluten & Wheat Free All Natural 9 OZ BAG,Aleia's Chocolate Chip Cookies Gluten & Wheat Free All Natural 9 OZ BAG,0,0,1,0,ElvnDgtIRIMtch,29:46.5
93,85593000150,Aleia's Chocolate Chip Cookies Gluten & Wheat Free All Natural 9 OZ BAG,NULL,ALEIAS CHOCOLATE CHIP CHOCOLATE CHIP 1 CT 9 OZ ,Aleia's Chocolate Chip Cookies Gluten & Wheat Free All Natural 9 OZ BAG,Aleia's Chocolate Chip Cookies Gluten & Wheat Free All Natural 9 OZ BAG,0,0,1,0,ElvnDgtIRIMtch,29:46.5
96,85593000112,Aleia's Peanut Butter Cookies Gluten Free 12 OZ BAG,NULL,ALEIAS PEANUT BUTTER 1 CT 12 OZ ,Aleia's Peanut Butter Cookies Gluten Free 12 OZ BAG,Aleia's Peanut Butter Cookies Gluten Free 12 OZ BAG,0,0,1,0,ElvnDgtIRIMtch,29:46.5
101,8425326965,Alm Drm Nd Lf Coconut,NULL,ALMOND DREAM COCONUT ALMOND YOGURT RFG 1 CT 6 OZ ,Alm Drm Nd Lf Coconut,Alm Drm Nd Lf Coconut,0,0,1,0,FirstIRIMtch,29:46.5
107,3400011424,Almond Joy Pieces Candy Pouch 10 OZ BAG,NULL,PETER PAUL ALMOND JOY PIECES MILK CHOC COCNT ALMD RESEALABL STND UP BG 1 CT 10 OZ ,Almond Joy Pieces Candy Pouch 10 OZ BAG,Almond Joy Pieces Candy Pouch 10 OZ BAG,0,0,1,0,FirstIRIMtch,29:46.5
108,5571202572,Alpen Muesli Nsa Crl,NULL,ALPE NSGA MUESLI CEREAL 14 OZ,Alpen Muesli Nsa Crl,Alpen Muesli Nsa Crl,0,0,1,0,FirstIRIMtch,29:46.5
109,8332201581,Alpina Revive Greek Yogurt Blueberry + Antioxidant Berries Non Fat Natural 6 OZ CUP,NULL,ALPINA BLUEBERRY YOGURT RFG 1 CT 6 OZ ,Alpina Revive Greek Yogurt Blueberry + Antioxidant Berries Non Fat Natural 6 OZ CUP,Alpina Revive Greek Yogurt Blueberry + Antioxidant Berries Non Fat Natural 6 OZ CUP,0,0,1,0,FirstIRIMtch,29:46.5
111,4144900210,Alpine Original Spiced Apple Cider Instant Drink Mix - 10 ct 7.4 OZ BOX,NULL,Alpine Original Spiced Apple Cider Instant Drink Mix - 10 ct 7.4 OZ BOX,Alpine Original Spiced Apple Cider Instant Drink Mix - 10 ct 7.4 OZ BOX,Alpine Original Spiced Apple Cider Instant Drink Mix - 10 ct 7.4 OZ BOX,1,1,0,0,AdminMatchShipt,29:46.5
112,71296300020,Alprose Choc. Bar Par,NULL,ALPROSE DARK CHOCOLATE PAPER WRAPPED 1 CT 3.5 OZ ,Alprose Choc. Bar Par,Alprose Choc. Bar Par,0,0,1,0,ElvnDgtIRIMtch,29:46.5
114,71296300030,Alprose Tommy Milk Chocolate Bears 1.75 OZ BAG,NULL,ALPROSE MILK CHOCOLATE PLASTIC BAG 1 CT 1.76 OZ ,Alprose Tommy Milk Chocolate Bears 1.75 OZ BAG,Alprose Tommy Milk Chocolate Bears 1.75 OZ BAG,0,0,1,0,ElvnDgtIRIMtch,29:46.5
3453,3800005332,Kellogg's Cereal Variety Pack - 10 ct 9.63 OZ PKG,NULL,ALL KELLOGGS PRODUCTS ASSORTED ASSORTED ASSORTED 10 CT 9.63 OZ ,Kellogg's Cereal Variety Pack - 10 ct 9.63 OZ PKG,Kellogg's Cereal Variety Pack - 10 ct 9.63 OZ PKG,0,0,1,0,FirstIRIMtch,29:46.5
91,85593000105,Aleia's Bread Crumbs Italian Gluten Free 13 OZ PKG,NULL,ALEIAS CHOCOLATE CHIP CHOCOLATE CHIP 1 CT 12 OZ ,Aleia's Bread Crumbs Italian Gluten Free 13 OZ PKG,Aleia's Bread Crumbs Italian Gluten Free 13 OZ PKG,0,1,1,0,TenDgtIRIMtch,29:46.5
94,85593000130,Aleia's Oatmeal Cookies Golden Raisin Gluten Free All Natural 9 OZ BAG,NULL,ALEIAS OATMEAL GOLDEN RAISIN 1 CT 12 OZ ,Aleia's Oatmeal Cookies Golden Raisin Gluten Free All Natural 9 OZ BAG,Aleia's Oatmeal Cookies Golden Raisin Gluten Free All Natural 9 OZ BAG,0,0,1,0,ElvnDgtIRIMtch,29:46.5
95,85593000149,Aleia's Oatmeal Cookies Golden Raisin Gluten Free All Natural 9 OZ BAG,NULL,ALEIAS OATMEAL RAISIN 1 CT 9 OZ ,Aleia's Oatmeal Cookies Golden Raisin Gluten Free All Natural 9 OZ BAG,Aleia's Oatmeal Cookies Golden Raisin Gluten Free All Natural 9 OZ BAG,0,0,1,0,ElvnDgtIRIMtch,29:46.5
97,85593000143,Aleia's Real Panko Original Gluten Free 12 OZ TUB,NULL,ALEIAS OATMEAL RAISIN 1 CT 9 OZ ,Aleia's Real Panko Original Gluten Free 12 OZ TUB,Aleia's Real Panko Original Gluten Free 12 OZ TUB,0,1,1,0,TenDgtIRIMtch,29:46.5
98,7107200312,Alessi Risotto Msrhms,NULL,ALESSI RICE MIX RISOTTO ARBORIO 1 CT 8 OZ ,Alessi Risotto Msrhms,Alessi Risotto Msrhms,0,0,1,0,FirstIRIMtch,29:46.5
100,82745500068,Ar Kale Org Gf Cheezy,NULL,ALIVE AND RADIANT FOODS SALTED SNACK CHEDDAR PLASTIC PEG BAG 2.2 OZ ,Ar Kale Org Gf Cheezy,Ar Kale Org Gf Cheezy,0,0,1,0,ElvnDgtIRIMtch,29:46.5
115,71296300031,Alprose Tommy Swiss Dark Chocolate Bears Pareve 1.75 OZ BAG,NULL,ALPROSE DARK CHOCOLATE PLASTIC BAG 1 CT 1.75 OZ ,Alprose Tommy Swiss Dark Chocolate Bears Pareve 1.75 OZ BAG,Alprose Tommy Swiss Dark Chocolate Bears Pareve 1.75 OZ BAG,0,0,1,0,ElvnDgtIRIMtch,29:46.5
117,81767001033,Alter Eco Velvet Truffles Dark Milk Chocolate Organic - 10 ct 4.2 OZ BOX,NULL,ALTER ECO DRK MLK CHCL VLV TRF STAND UP BOX 1 CT 4.2 OZ ,Alter Eco Velvet Truffles Dark Milk Chocolate Organic - 10 ct 4.2 OZ BOX,Alter Eco Velvet Truffles Dark Milk Chocolate Organic - 10 ct 4.2 OZ BOX,0,0,1,0,ElvnDgtIRIMtch,29:46.5
118,68792300028,Amelia Cranberry-Lime Seltzer 33.8 OZ BTL,NULL,AMELIA CRANBERRY LIME SELTZER WATER PLASTIC BOTTLE 1 CT 33.8 OZ ,Amelia Cranberry-Lime Seltzer 33.8 OZ BTL,Amelia Cranberry-Lime Seltzer 33.8 OZ BTL,0,0,1,0,ElvnDgtIRIMtch,29:46.5
122,68792300069,Amelia Raspberry Sparkling Water - 4 pk 12 OZ CAN,NULL,AMELIA RASPBERRY SPARKLING WATER CAN 4 CT 48 OZ ,Amelia Raspberry Sparkling Water - 4 pk 12 OZ CAN,Amelia Raspberry Sparkling Water - 4 pk 12 OZ CAN,0,0,1,0,ElvnDgtIRIMtch,29:46.5
126,4136400282,American Licorice Red Vines Jumbo 16 OZ BAG,NULL,RED VINES TWISTS ORIG RED 16 OZ,American Licorice Red Vines Jumbo 16 OZ BAG,American Licorice Red Vines Jumbo 16 OZ BAG,0,0,1,0,FirstIRIMtch,29:46.5
129,7172570172,Amport Foods Pignolias Pine Nuts 4 OZ PKG,NULL,Amport Foods Pignolias Pine Nuts 4 OZ PKG,Amport Foods Pignolias Pine Nuts 4 OZ PKG,Amport Foods Pignolias Pine Nuts 4 OZ PKG,1,1,1,0,NMIRIFuzzy,29:46.5
110,8332201580,Alpina Revive Greek Yogurt Mango + Tropical Chia & Goji Non Fat Natural 6 OZ CUP,NULL,ALPINA MANGO YOGURT RFG 1 CT 6 OZ ,Alpina Revive Greek Yogurt Mango + Tropical Chia & Goji Non Fat Natural 6 OZ CUP,Alpina Revive Greek Yogurt Mango + Tropical Chia & Goji Non Fat Natural 6 OZ CUP,0,0,1,0,FirstIRIMtch,29:46.5
113,71296300023,Alprose Cho Bar White,NULL,ALPROSE WHITE CHOCOLATE PAPER WRAPPED 1 CT 3.5 OZ ,Alprose Cho Bar White,Alprose Cho Bar White,0,0,1,0,ElvnDgtIRIMtch,29:46.5
119,68792300058,Amelia Lemon-Lime Sparkling Water - 4 pk 12 OZ CAN,NULL,AMELIA LEMON LIME SPARKLING WATER CAN 4 CT 48 OZ ,Amelia Lemon-Lime Sparkling Water - 4 pk 12 OZ CAN,Amelia Lemon-Lime Sparkling Water - 4 pk 12 OZ CAN,0,0,1,0,ElvnDgtIRIMtch,29:46.5
123,68792300037,Amelia Sparkling Spring Water - 4 pk 12 OZ BTL,NULL,AMELIA NATURAL SPARKLING WATER CAN 4 CT 48 OZ ,Amelia Sparkling Spring Water - 4 pk 12 OZ BTL,Amelia Sparkling Spring Water - 4 pk 12 OZ BTL,0,0,1,0,ElvnDgtIRIMtch,29:46.5
130,4227200313,Amy's Bowls Hot Cereal Oats Steel Cut Organic Frozen 9 OZ BOX,NULL,AMYS BOWLS OAT CEREAL BREAKFAST ENTREE 9 OZ ,Amy's Bowls Hot Cereal Oats Steel Cut Organic Frozen 9 OZ BOX,Amy's Bowls Hot Cereal Oats Steel Cut Organic Frozen 9 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
132,8912531800,Ancient Harvest Quinoa Flour Wheat & Gluten Free Organic 18 OZ BOX,NULL,ANCIENT QUINOA HARVEST QUINOA FLOUR ,Ancient Harvest Quinoa Flour Wheat & Gluten Free Organic 18 OZ BOX,Ancient Harvest Quinoa Flour Wheat & Gluten Free Organic 18 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
2186,2840015475,Fritos Scoops! Corn Chips 9.25 OZ BAG,NULL,FRITOS SCOOPS CORN CHIP REGULAR BAG 10.25 OZ - 0028400154751,Munchies Cheese Fix Party Size Snack Mix 15.5 Ounce Bag,Munchies Cheese Fix Party Size Snack Mix 15.5 Ounce Plastic Bag,0,0,1,0,FirstIRIMtch,29:46.5
3435,3010050653,Kblr-Pepp Jack Crackr,NULL,KEEBLER PEPPER JACK SANDWICH CRACKER SHELF STABLE 11 OZ ,Kblr-Pepp Jack Crackr,Kblr-Pepp Jack Crackr,0,0,1,0,FirstIRIMtch,29:46.5
3440,3010010229,Kblr-Th Pretzel Sea S,NULL,KEEBLER TOWNHOUSE SEA SALT SNACK CRACKER CRACKER SHELF STABLE 10 OZ ,Kblr-Th Pretzel Sea S,Kblr-Th Pretzel Sea S,0,0,1,0,FirstIRIMtch,29:46.5
3443,3010057465,Keebler Variety Pack (Pop-Tarts Mini Crisps Cinn. Grahams Elf Grahams)12pk 12.4 OZ BOX,NULL,KEEBLER ASSORTED GRAHAM CRACKER BAG IN BOX SHELF STABLE 12.4 OZ ,Keebler Variety Pack (Pop-Tarts Mini Crisps Cinn. Grahams Elf Grahams)12pk 12.4 OZ BOX,Keebler Variety Pack (Pop-Tarts Mini Crisps Cinn. Grahams Elf Grahams)12pk 12.4 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
3448,3800001411,Kel All Bran Cereal,NULL,KELL ALL BRAN ORIGINAL 18.3 OZ,Kel All Bran Cereal,Kel All Bran Cereal,0,0,1,0,FirstIRIMtch,29:46.5
3450,3800039136,Kel Apple Jacks,NULL,KELL APPLE JACKS 17 OZ,Kel Apple Jacks,Kel Apple Jacks,0,0,1,0,FirstIRIMtch,29:46.5
104,8425326962,Alm Drm Vanilla Yogrt,NULL,ALMOND DREAM VANILLA ALMOND YOGURT RFG 1 CT 6 OZ ,Alm Drm Vanilla Yogrt,Alm Drm Vanilla Yogrt,0,0,1,0,FirstIRIMtch,29:46.5
89,7339000459,Airheads Orig Bag,NULL,AIRHEAD MINI BAR 12 OZ,Airheads Orig Bag,Airheads Orig Bag,0,0,1,0,FirstIRIMtch,29:46.5
90,1160000001,Alaga Syrup The Original Cane Flavor 16 OZ BTL,NULL,ALAGA ORIG CANE FLV SYRUP 16 FO,Alaga Syrup The Original Cane Flavor 16 OZ BTL,Alaga Syrup The Original Cane Flavor 16 OZ BTL,0,0,1,0,FirstIRIMtch,29:46.5
99,7107201241,Alessi Pignoli Pine Nuts 1.75 OZ JAR,NULL,VIGO RED BEANS AND RICE 8 OZ,Alessi Pignoli Pine Nuts 1.75 OZ JAR,Alessi Pignoli Pine Nuts 1.75 OZ JAR,0,1,1,0,EightDgtV2IRIMtch,29:46.5
102,8425326964,Alm Drm Mx Berry Ygrt,NULL,ALMOND DREAM MIXED BERRIES ALMOND YOGURT RFG 1 CT 6 OZ ,Alm Drm Mx Berry Ygrt,Alm Drm Mx Berry Ygrt,0,0,1,0,FirstIRIMtch,29:46.5
103,8425326963,Alm Drm Strwbry Yogrt,NULL,ALMOND DREAM STRAWBERRY ALMOND YOGURT RFG 1 CT 6 OZ ,Alm Drm Strwbry Yogrt,Alm Drm Strwbry Yogrt,0,0,1,0,FirstIRIMtch,29:46.5
105,3400000320,Almond Joy Bar,NULL,PETER PAUL ALMOND JOY MILK CHOC COCNT ALMD PLASTIC WRAPPED 1 CT 1.61 OZ ,Almond Joy Bar,Almond Joy Bar,0,0,1,0,FirstIRIMtch,29:46.5
116,81767001032,Alter Eco Black Truffles Dark Chocolate Organic - 10 ct 4.2 OZ BOX,NULL,ALTER ECO DRK CHCLT BLCK TRFFL STAND UP BOX 1 CT 4.2 OZ ,Alter Eco Black Truffles Dark Chocolate Organic - 10 ct 4.2 OZ BOX,Alter Eco Black Truffles Dark Chocolate Organic - 10 ct 4.2 OZ BOX,0,0,1,0,ElvnDgtIRIMtch,29:46.5
106,3400004878,Hersh Almd Joy 8P Pbo,NULL,ALMDJOY SNACK SIZE 8/.6 OZ,Hersh Almd Joy 8P Pbo,Hersh Almd Joy 8P Pbo,0,0,1,0,FirstIRIMtch,29:46.5
120,68792300096,Amelia Peaches & Cream Seltzer 33.8 OZ BTL,NULL,AMELIA PEACH SELTZER WATER PLASTIC BOTTLE 1 CT 33.8 OZ ,Amelia Peaches & Cream Seltzer 33.8 OZ BTL,Amelia Peaches & Cream Seltzer 33.8 OZ BTL,0,0,1,0,ElvnDgtIRIMtch,29:46.5
121,9246167899,Amelia Pure Steam Distilled Water 1 GAL,NULL,AMELIA REGULAR DISTILLED WATER NON RET PLASTIC JUG 1 CT 128 OZ ,Amelia Pure Steam Distilled Water 1 GAL,Amelia Pure Steam Distilled Water 1 GAL,0,0,1,0,FirstIRIMtch,29:46.5
124,9246167892,Amelia Spring Water 1 GAL,NULL,AMELIA REGULAR SPRING WATER NON RETURNABLE BTL 1 CT 128 OZ ,Amelia Spring Water 1 GAL,Amelia Spring Water 1 GAL,0,0,1,0,FirstIRIMtch,29:46.5
125,68792300094,Amelia Wildberry Seltzer 33.8 OZ BTL,NULL,AMELIA WILD BERRY SPARKLING WATER PLASTIC BOTTLE 1 CT 33.8 OZ ,Amelia Wildberry Seltzer 33.8 OZ BTL,Amelia Wildberry Seltzer 33.8 OZ BTL,0,0,1,0,ElvnDgtIRIMtch,29:46.5
127,1200001756,AMP Energy Drink - 4 pk 16 OZ CAN,NULL,AMP ENERGY ENERGY DRINK ORIGINAL REGULAR 4 CT 64 OZ ,Amp Energy Original Citrus Flavored Energy Drink (4 - 16 Fl Oz) 64 Fluid Ounce Cans,Amp Energy Original Citrus Flavored Energy Drink (4 - 16 Fl Oz) 64 Fluid Ounce Cans,0,0,1,0,FirstIRIMtch,29:46.5
133,8912518000,Ancient Harvest Quinoa Harmony Blend Tri-Color Pre-Washed Organic 12 OZ BOX,NULL,ANCT HRV HRMNY QUINOA 12 OZ,Ancient Harvest Quinoa Harmony Blend Tri-Color Pre-Washed Organic 12 OZ BOX,Ancient Harvest Quinoa Harmony Blend Tri-Color Pre-Washed Organic 12 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
128,1200001643,Amp Energy (16 Fo),NULL,AMP ENERGY 16 FO,Amp Energy Original Citrus Flavored Energy Drink 16 Fluid Ounce Can,Amp Energy Original Citrus Flavored Energy Drink 16 Fluid Ounce Can,0,0,1,0,FirstIRIMtch,29:46.5
137,8912528000,Ancient Harvest Supergrain Pasta Garden Pagodas Gluten Free Organic 8 OZ BOX,NULL,Ancient Harvest Supergrain Pasta Garden Pagodas Gluten Free Organic 8 OZ BOX,Ancient Harvest Supergrain Pasta Garden Pagodas Gluten Free Organic 8 OZ BOX,Ancient Harvest Supergrain Pasta Garden Pagodas Gluten Free Organic 8 OZ BOX,1,1,1,0,NMIRIFuzzy,29:46.5
1182,89470001032,Chob Grk 2 Straw Ban,NULL,CHBN STRWB BANNA GRK YGRT 5.3 OZ,Chob Grk 2 Straw Ban,Chob Grk 2 Straw Ban,0,0,1,0,FirstIRIMtch,29:46.5
1185,81829001414,Chob Grk Mx Bry Oat Y,NULL,CHOBANI OATS MIXED BERRIES YOGURT RFG 1 CT 5.3 OZ ,Chob Grk Mx Bry Oat Y,Chob Grk Mx Bry Oat Y,0,0,1,0,ElvnDgtIRIMtch,29:46.5
2192,60418311110,Frontera Gourmet Mexican Chunky Tomato Salsa Mild All Natural 16 OZ JAR,NULL,FRNTRA MILD SALSA 16 OZ,Frontera Gourmet Mexican Chunky Tomato Salsa Mild All Natural 16 OZ JAR,Frontera Gourmet Mexican Chunky Tomato Salsa Mild All Natural 16 OZ JAR,0,0,1,0,FirstIRIMtch,29:46.5
2194,60418311040,Frontera Gourmet Mexican Jalapeno Cilantro Salsa Medium All Natural 16 OZ JAR,NULL,FRNTRA MED JALAPENO SALSA 16 OZ,Frontera Gourmet Mexican Jalapeno Cilantro Salsa Medium All Natural 16 OZ JAR,Frontera Gourmet Mexican Jalapeno Cilantro Salsa Medium All Natural 16 OZ JAR,0,0,1,0,FirstIRIMtch,29:46.5
3458,3800000127,Kel Cornflakes,NULL,KELL CORN FLAKES 24 OZ,Kel Cornflakes,Kel Cornflakes,0,0,1,0,FirstIRIMtch,29:46.5
131,4227200233,Amy's Shortbread Cookies Gluten Free Organic 5.4 OZ BOX,NULL,AMYS SHORTBREAD 1 CT 5.4 OZ ,Amy's Shortbread Cookies Gluten Free Organic 5.4 OZ BOX,Amy's Shortbread Cookies Gluten Free Organic 5.4 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
134,8912541200,Ah Wfgf Org Quinoa Fl,NULL,ANCT HRV QUNOA HOT CEREAL 12 OZ,Ah Wfgf Org Quinoa Fl,Ah Wfgf Org Quinoa Fl,0,0,1,0,FirstIRIMtch,29:46.5
136,8912522000,Ancient Harvest Quinoa Pasta Elbows Gluten Free Organic 8 OZ BOX,NULL,Ancient Harvest Quinoa Pasta Elbows Gluten Free Organic 8 OZ BOX,Ancient Harvest Quinoa Pasta Elbows Gluten Free Organic 8 OZ BOX,Ancient Harvest Quinoa Pasta Elbows Gluten Free Organic 8 OZ BOX,1,1,0,0,Admin0809,29:46.5
1180,81829001281,Chob Grk Strawbry 4Pk,NULL,CHBN FOB STRWBRY GRK YGRT 4/5.3 OZ,Chob Grk Strawbry 4Pk,Chob Grk Strawbry 4Pk,0,0,1,0,FirstIRIMtch,29:46.5
1183,89470001003,Chobani Greek Yogurt Honey 0% Non Fat Natural 5.3 OZ CUP,NULL,CHOBANI HONEY YOGURT RFG 1 CT 5.3 OZ ,Chobani Greek Yogurt Honey 0% Non Fat Natural 5.3 OZ CUP,Chobani Greek Yogurt Honey 0% Non Fat Natural 5.3 OZ CUP,0,0,1,0,ElvnDgtIRIMtch,29:46.5
1184,89470001009,Chob Grk 0 Lemon,NULL,CHBN LEMON GREEK YOGURT 5.3 OZ,Chob Grk 0 Lemon,Chob Grk 0 Lemon,0,0,1,0,FirstIRIMtch,29:46.5
1186,81829001391,Chob Grk Aplcn Oat Yg,NULL,CHOBANI OATS APPLE CINNAMON YOGURT RFG 1 CT 5.3 OZ ,Chob Grk Aplcn Oat Yg,Chob Grk Aplcn Oat Yg,0,0,1,0,ElvnDgtIRIMtch,29:46.5
1187,81829001471,Chob Peach Oats,NULL,CHOBANI OATS PEACH YOGURT RFG 1 CT 5.3 OZ ,Chob Peach Oats,Chob Peach Oats,0,0,1,0,ElvnDgtIRIMtch,29:46.5
1188,81829001392,Chob Grk Ban Oats Yg,NULL,CHOBANI OATS BANANA AND MAPLE YOGURT RFG 1 CT 5.3 OZ ,Chob Grk Ban Oats Yg,Chob Grk Ban Oats Yg,0,0,1,0,ElvnDgtIRIMtch,29:46.5
3455,3800039492,Kellogg's Cocoa Krispies Cereal 15.5 OZ BOX,NULL,KELLOGGS COCOA KRISPIES RICE CRISP COCOA VALUE NOT AVAILABLE 1 CT 16.5 OZ - 0038000394921,Kellogg's Cocoa Krispies Cereal 15.5 OZ BOX,Kellogg's Cocoa Krispies Cereal 15.5 OZ BOX,0,0,1,0,FirstIRIMtch,29:46.5
2189,2840015473,Fritos Scoops! Corn Chips Party Size 18 OZ BAG,NULL,FRITOS SCOOPS CORN CHIP REGULAR BAG 19 OZ - 0028400154731,Fritos Scoops Corn Chips 19 Ounce Party Size Bag-IA,Fritos Scoops Corn Chips 19 Ounce Party Size Bag,0,0,1,0,FirstIRIMtch,29:46.5
2193,60418313020,Frontera Gourmet Mexican Guajillo Salsa Medium All Natural 16 OZ JAR,NULL,FRONTERA SALSA GUAJILLO MEDIUM GLASS JAR 16 OZ ,Frontera Gourmet Mexican Guajillo Salsa Medium All Natural 16 OZ JAR,Frontera Gourmet Mexican Guajillo Salsa Medium All Natural 16 OZ JAR,0,0,1,0,ElvnDgtIRIMtch,29:46.5
3460,3800039109,Kel Corn Pops,NULL,KELL CORN POPS 12.5 OZ,Kel Corn Pops,Kel Corn Pops,0,0,1,0,FirstIRIMtch,29:46.5
3465,3800003530,Kel Crispix,NULL,KELL CRISPIX 12 OZ,Kel Crispix,Kel Crispix,0,0,1,0,FirstIRIMtch,29:46.5
138,8912523000,Ancient Harvest Quinoa Pasta Linguine Wheat Free & Gluten Free Organic 8 OZ BOX,NULL,Ancient Harvest Quinoa Pasta Linguine Wheat Free & Gluten Free Organic 8 OZ BOX,Ancient Harvest Quinoa Pasta Linguine Wheat Free & Gluten Free Organic 8 OZ BOX,Ancient Harvest Quinoa Pasta Linguine Wheat Free & Gluten Free Organic 8 OZ BOX,1,1,0,0,Admin0809,29:46.5
1177,81829001285,Chob Grk Pineappl 4Pk,NULL,CHOBANI PINEAPPLE YOGURT RFG 4 CT 21.2 OZ ,Chob Grk Pineappl 4Pk,Chob Grk Pineappl 4Pk,0,0,1,0,ElvnDgtIRIMtch,29:46.5
