2221,'2840005880','28400058803','Funyuns Onion Rings 12Ct (9 Oz)','Funyuns Onion Flavored Rings Snack (0.75 Oz - 12) 9 Ounces 12 Pack Bag','','','FLNA','Funyuns','FLNA','Corporate',1,1
2224,'2840023431','28400234313','Funyuns Onion Flavored Rings Chile Limon 6 Oz Bag','Funyuns Chili Limon Flavored Onion Rings 6 Ounce Bag','','','FLNA','Funyuns','FLNA','Corporate',1,1
2222,'2840008295','28400082952','Funyuns Onion Flavored Rings 6 OZ BAG','6.50OZ FUNYUNS REGULAR','','','FLNA','Funyuns','FLNA','Corporate',1,1
2223,'2840024018','28400240185','Funyuns Onion Flv Rings (6 Oz)','Funyuns Onion Flavored Rings Snacks 6 Ounces Bag','','','FLNA','Funyuns','FLNA','Corporate',1,1
1305,'0','0','Coke Diet - 6 pk 12 OZ CAN','QKRQUAKES  CHEDDAR   3.3Z','','','FLNA','Grandmas','FLNA','Corporate',0,0
1331,'4141939866','','Combos Snacks Pretzel Pizzeria 15 OZ BAG','','','','Beverages','Izze','NEB','Corporate',0,0
2260,'5200032256','52000322569','Gator G2 Pomegrant','Gatorade G2 Perform Low Calorie Blueberry-Pomegranate Thirst Quencher 32 Fluid Ounce Bottle','','','Beverages','Gatorade','Gatorade','Corporate',1,1
2261,'5200013151','52000131512','Gatorade G Series 02 Perform G2 Raspberry Melon Thirst Quencher Low Cal 32 OZ BTL','GATORADE G2 RASPBERRY MELON   32Z','','','Beverages','Gatorade','Gatorade','Corporate',1,1
1345,'3000002913','30000029138','Cracker Jack Orig Pbo','Cracker Jack The Original Caramel Coated Popcorn & Peanuts 1oz 3PK Box','','','FLNA','Cracker Jack','FLNA','Corporate',1,1
1350,'7800001345','7800001345','CRUSH GRAPE 12PK 12/12 FO','CRSH GRP 12OZCN12PK3X4(2)','','','Beverages','Crush','PBC','Allied',1,1
49,'7800000531','7800000531','Cherry 7-Up 2 Ltr','7UP CHY 2LTRPLSNGL (8)','','','Beverages','7 Up','PBC','Allied',0,0
1332,'4141978047','','Combos Snacks Pretzel Pizzeria 15 OZ BAG','','','','Beverages','Izze','NEB','Corporate',0,0
42,'7800001080','7800001080','7-Up - 12 pk 12 OZ CAN','7UP 12OZCN12PK3X4(2)','','','Beverages','7 Up','PBC','Allied',1,1
43,'7800001180','7800001180','7 Up Fridge Pack','7UP 12OZCN12FM2X6(2)','','','Beverages','7 Up','PBC','Allied',0,0
45,'7800001219','7800001219','Lemon Lime 7Up','7UP 16OZPL4PK(6)','','','Beverages','7 Up','PBC','Allied',0,0
44,'7800001214','7800001214','7-Up - 24 pk 12 OZ CAN','7UP 12FLOZ CN 24CB','','','Beverages','7 Up','PBC','Allied',1,0
46,'7800000161','7800000161','Seven Up Quick Slam 6','7UP 20OZPLSGL(24)','','','Beverages','7 Up','PBC','Allied',0,0
1352,'4171011351','4171011351','CRUSH ORANGE 12PK 12/12 FO','12OZ CN CRSH ORG/GRP/STW 12/3FM OLD','','','Beverages','Crush','PBC','Allied',1,1
1353,'7800001305','7800001305','CRUSH ORANGE 12PK 12/12 FO','CRSH ORNG 12OZCN12FM2X6(2)','','','Beverages','Crush','PBC','Allied',1,1
48,'7800000034','7800000034','7UP 1 Litre Single Glass 15 Oz','7UP 2LTRPLSNGL (8)','','','Beverages','7 Up','PBC','Allied',1,0
51,'7800001182','7800001182','Seven Up Cherry','7UP CHY 12OZCN12FM2X6(2)','','','Beverages','7 Up','PBC','Allied',0,0
47,'7800000035','7800000035','Pepsi Cola 10 Fluid Ounce Glass Bottle','8OZ CN 7UP 6/4','','','Beverages','7 Up','PBC','Allied',1,0
53,'7800001181','7800001181','Diet 7 Up Fridge Pack','DT 7UP 12OZCN12FM2X6(2)','','','Beverages','7 Up','PBC','Allied',0,0
58,'7800001083','7800001083','Seven Up 10','12OZ CN 7UP TEN 12/2 FM','','','Beverages','7 Up','PBC','Allied',0,0
62,'7800005446','7800005446','Aw Cream Soda 2Ltr','20OZ PL AW CRM FSV','','','Beverages','A&W Root Beer','PBC','Allied',0,0
65,'7800005206','7800005206','A & W Root Beer - 12 pk 12 OZ CAN','12OZ CN AW RT BR 20/1','','','Beverages','A&W Root Beer','PBC','Allied',0,0
68,'7800000187','7800000187','Aw Rootbeer Can 12Z','A&W RT BR 12OZCN6PK(4)','','','Beverages','A&W Root Beer','PBC','Allied',0,0
71,'7800000185','7800000185','Aw Root Beer','8OZ CN AW RT BR 6/4','','','Beverages','A&W Root Beer','PBC','Allied',0,0
52,'7800001168','7800001168','7-Up Diet - 12 pk 12 OZ CAN','DT 7UP 12OZCN12PK3X4(2)','','','Beverages','7 Up','PBC','Allied',1,1
54,'7800001234','7800001234','7-Up Diet - 24 pk 12 OZ CAN','DT 7UP 12FLOZ CN 24PK','','','Beverages','7 Up','PBC','Allied',1,0
56,'7800000162','7800000162','7-Up Diet - 6 pk 20 OZ BTL','DT 7UP 20OZPLSGL(24)','','','Beverages','7 Up','PBC','Allied',0,0
