UPCMasterId,UPC,GTINNumber,UPCName,GTINName,SAPHierId,DefaultHierId,BU,PepsiBrand,SubBU,BrandSource,IsPepsiProduct,IsPepsiProductOld,IRIUPC,IRI_UPCName,IRI_Category,IRI_SubCategory,OLD_IRI_Category,OLD_IRI_SubCategory,ASIN,ASIN_Name,PlanningBrandName,PlanningBrandSAPId,BrandCategory,SAPSegmentName,ParentCompany,ParentCompanyName,ParentCompanyOld,Proc_UPCName,Proc_UPCName1,Proc_UPCName2,IsUPCFuzzy,IsUPCFuzzyOld,IsUPCFuzzyNew,ECom_Category,LineExtension,TradeMark,Manufacturer,IsUPCNew,Source,IsSaturatedFatCompliant,IsSodiumCompliant,KCal,SaturatedFatInGrams,SodiumInMg,CustomCategory,CustomProductGroup,InnovationClass,InnovationSubClass,GTINMasterId,IRICategoryId,CustomUSFLNASaltySnacksSize,CustomUSCount,CustomUSSizePerUnitOz,IsMdmFuzzy,IsSapFuzzy,CLASS_NM,SIZE_DSC,WMT_ItemID,COPA_PLNG_BRND_VAL,COPA_PLNG_BRND_NM,LastUpdatedUserId,Brd_Source,MDM_GTINNumber,MDM_GTINName,Created,NAN_Category,FiananceSubBU,FinanceBrand,FinanceSubBrand,ExcludeFlag,BrandMasterId,Hrzn_Pkg_Grp_Desc,Config_Qty,Harmonized_SubCategory,Level2_Harmonized_SubCategory,Level1_Harmonized_SubCategory
2269,5200020811,52000208115,Gator Fierce Punc 8Pk,Gatorade Fierce Fruit Punch+Berry Thirst Quencher (8-20 Fluid Ounce) 160 Fluid Ounce Plastic Bottles,NULL,NULL,Beverages,Gatorade,Gatorade,Corporate,1,1,52000208113,GATORADE PERFORM X FCTR FRT PNCH W/BR THIRST QUENCHER PLASTIC BOTTLE 8 CT 160 OZ ,SPORTS DRINKS,SPORTS DRINKS,SPORTS DRINKS CMBND,SPORTS DRINKS,NULL,NULL,GA LQ 20oz Other Pk,G003,Multi-pack,GATNA,PEPSICO INC,Pepsico Inc,PEPSICO INC,GATORADE PERFORM X FCTR FRT PNCH W/BR THIRST QUENCHER PLASTIC BOTTLE 8 CT 160 OZ ,Gatorade Fierce Fruit Punch + Berry Thirst Quencher (8 - 20FlOz) 160 Fluid Ounce 8Pk Bottle,Gatorade Fierce Fruit Punch+Berry Thirst Quencher (8-20 Fluid Ounce) 160 Fluid Ounce Plastic Bottles,0,0,1,Other,GATORADE THIRST QUENCHER,TOTAL GATORADE SD,PEPSICO,0,Shoprite,NULL,NULL,NULL,NULL,NULL,GTQ RTD,Hydration,Other Core SKU,NULL,21048,62795,N/A,8 CT,20,0,0,GATORADE SPORTS DRINKS,8-20 FZ,10450653,G003,GA LQ 20oz Other Pk,FirstIRIMtch,Corporate,52000208115,Gatorade Fierce Fruit Punch + Berry Thirst Quencher (8 - 20FlOz) 160 Fluid Ounce 8Pk Bottle,29:46.5,NULL,NAN,Gatorade,GTQ Liquid,0,2,GA LQ 20 OZ PL,3,SPORTS DRINKS,Beverages RTD,PAB LRB
2270,5200020842,52000208429,Gatorade G Series Fierce Grape Thirst Quencher - 8 Pk 20 Oz Btl,Gatorade Fierce Grape Thirst Quencher (8 - 20 Fluid Ounce) 160 Fluid Ounce 8 Pack Plastic Bottles,NULL,NULL,Beverages,Gatorade,Gatorade,Corporate,1,1,5200020842,GATORADE FRCE GRAPE 8PK 8/20 FO,SPORTS DRINKS,SPORTS DRINKS,SPORTS DRINKS CMBND,SPORTS DRINKS,NULL,NULL,GA LQ 20oz Other Pk,G003,Multi-pack,GATNA,PEPSICO INC,Pepsico Inc,PEPSICO INC,GATORADE FRCE GRAPE 8PK 8/20 FO,Gatorade Fierce Grape Thirst Quencher (8 - 20FlOz) 160 Fluid Ounce 8Pk Bottles,Gatorade Fierce Grape Thirst Quencher (8 - 20 Fluid Ounce) 160 Fluid Ounce 8 Pack Plastic Bottles,0,0,1,Other,NULL,NULL,THE QUAKER,0,ShiptShare,NULL,NULL,NULL,NULL,NULL,GTQ Powder,Hydration,NULL,NULL,21049,748957,NULL,NULL,NULL,0,0,GATORADE SPORTS DRINKS,8-20 FZ,10450654,G003,GA LQ 20oz Other Pk,FirstIRIMtch,Corporate,52000208429,Gatorade Fierce Grape Thirst Quencher (8 - 20FlOz) 160 Fluid Ounce 8Pk Bottles,29:46.5,NULL,NAN,Gatorade,GTQ Liquid,0,2,20oz 8P,3,SPORTS DRINKS,Beverages RTD,PAB LRB
2279,5200020809,52000208092,Gatorade G Series Frost Riptide Rush Thirst Quencher - 8 Pk 20 Oz Btl,Gatorade Frost Riptide Rush Thirst Quencher (8 - 20 Fluid Ounce) 160 Fluid Ounce 8 Pack Plastic Bottle,NULL,NULL,Beverages,Gatorade,Gatorade,Corporate,1,1,52000208093,GATORADE PERFORM FROST RIPTIDE RUSH THIRST QUENCHER PLASTIC BOTTLE 8 CT 160 OZ ,SPORTS DRINKS,SPORTS DRINKS,SPORTS DRINKS CMBND,SPORTS DRINKS,NULL,NULL,GA LQ 20oz Other Pk,G003,Multi-pack,GATNA,PEPSICO INC,Pepsico Inc,PEPSICO INC,GATORADE PERFORM FROST RIPTIDE RUSH THIRST QUENCHER PLASTIC BOTTLE 8 CT 160 OZ ,Gatorade Frost Riptide Rush Thirst Quencher (8 - 20FlOz) 160 Fluid Ounce 8Pk Bottle,Gatorade Frost Riptide Rush Thirst Quencher (8 - 20 Fluid Ounce) 160 Fluid Ounce 8 Pack Plastic Bottle,0,0,1,Other,GATORADE THIRST QUENCHER,TOTAL GATORADE SD,PEPSICO,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,GTQ RTD,Hydration,Other Core SKU,NULL,21047,62794,N/A,8 CT,20,0,0,GATORADE SPORTS DRINKS,8-20 FZ,10450652,G003,GA LQ 20oz Other Pk,FirstIRIMtch,Corporate,52000208092,Gatorade Frost Riptide Rush Thirst Quencher (8 - 20FlOz) 160 Fluid Ounce 8Pk Bottle,29:46.5,NULL,NAN,Gatorade,GTQ Liquid,0,2,20oz 8P,3,SPORTS DRINKS,Beverages RTD,PAB LRB
83,7169802113,NULL,Adirondack Lemon Lime Seltzer 2 LTR BTL,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,71698021131,ADIRONDACK LEMON LIME SELTZER WATER PLASTIC BOTTLE 1 CT 67.6 OZ ,BOTTLED WATER,SPARKLING/SELTZER WATER,TOTAL WATER,SPARKLING/SELTZER WATER,NULL,NULL,NULL,NULL,NULL,NULL,ADIRONDACK BEVERAGE CO,NULL,ADIRONDACK BEVERAGE CO,ADIRONDACK LEMON LIME SELTZER WATER PLASTIC BOTTLE 1 CT 67.6 OZ ,Adirondack Lemon Lime Seltzer 2 LTR BTL,Adirondack Lemon Lime Seltzer 2 LTR BTL,0,0,1,Other,ADIRONDACK,ADIRONDACK,ADIRONDACK BEVERAGE CO,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73295,N/A,1 CT,67.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,TOTAL WATER,Beverages RTD,PAB LRB
86,3498621010,NULL,Affy Tapple Homemade Caramel Corn 5.5 OZ BAG,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,34986210103,AFFY TAPPLE RTE POPCORN CARAMEL BAG 5.5 OZ ,SALTY SNACKS,RTE POPCORN,SALTY SNACKS,RTE POPCORN,NULL,NULL,NULL,NULL,NULL,NULL,AFFY TAPPLE LLC,NULL,AFFY TAPPLE LLC,AFFY TAPPLE RTE POPCORN CARAMEL BAG 5.5 OZ ,Affy Tapple Homemade Caramel Corn 5.5 OZ BAG,Affy Tapple Homemade Caramel Corn 5.5 OZ BAG,0,0,1,Other,AFFY TAPPLE,AFFY TAPPLE,AFFY TAPPLE LLC,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31220,LARGE,1 CT,5.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,SALTY SNACKS,Savory Snacks,TOTAL MACROSNACKS
89,7339000459,NULL,Airheads Orig Bag,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,7339000459,AIRHEAD MINI BAR 12 OZ,NON-CHOCOLATE CANDY,TOTAL NON-CHOCOLATE CANDY,PEPSICO REVIEWS CATEGORIES US,TOTAL NON-CHOCOLATE CANDY,NULL,NULL,NULL,NULL,NULL,NULL,PERFETTI VAN MELLE,Perfetti Van Melle,PERFETTI VAN MELLE,AIRHEAD MINI BAR 12 OZ,Airheads Orig Bag,Airheads Orig Bag,0,0,1,Other,NULL,NULL,VAN MELLE,0,ShiptShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,760148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,EXT: NON-PEP CATEGORIES,Extended Macrosnacks,TOTAL MACROSNACKS
90,1160000001,NULL,Alaga Syrup The Original Cane Flavor 16 OZ BTL,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,1160000001,ALAGA ORIG CANE FLV SYRUP 16 FO,BAKING SYRUP/MOLASSES,SYRUP (EX MOLASSES),PEPSICO REVIEWS CATEGORIES US,SYRUP (EX MOLASSES),NULL,NULL,NULL,NULL,NULL,NULL,ALAGA WHITFIELD FOODS INC,NULL,ALAGA WHITFIELD FOODS INC,ALAGA ORIG CANE FLV SYRUP 16 FO,Alaga Syrup The Original Cane Flavor 16 OZ BTL,Alaga Syrup The Original Cane Flavor 16 OZ BTL,0,0,1,Other,NULL,NULL,ALAGA,0,ShiptShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,737938,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,SYRUP (EX MOLASSES),Quaker Core,QUAKER FOODS
99,7107201241,NULL,Alessi Pignoli Pine Nuts 1.75 OZ JAR,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,7107201290,VIGO RED BEANS AND RICE 8 OZ,RICE,FLAVORED RICE MIXES,Unassigned,Unassigned,NULL,NULL,NULL,NULL,NULL,NULL,VIGO IMP CO,NULL,UnAssigned,VIGO RED BEANS AND RICE 8 OZ,Alessi Pignoli Pine Nuts 1.75 OZ JAR,Alessi Pignoli Pine Nuts 1.75 OZ JAR,0,1,1,Other,NULL,NULL,VIGO,0,ShiptShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,759397,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,EightDgtV2IRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,RICE-PASTA-ETHNIC SPECIALTIES,Quaker Core,QUAKER FOODS
102,8425326964,NULL,Alm Drm Mx Berry Ygrt,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,84253269641,ALMOND DREAM MIXED BERRIES ALMOND YOGURT RFG 1 CT 6 OZ ,PEPSICO REVIEWS CATEGORIES US,YOGURT,PEPSICO REVIEWS CATEGORIES US,YOGURT,NULL,NULL,NULL,NULL,NULL,NULL,THE HAIN CELESTIAL GROUP INC,Hain Celestial Group,THE HAIN CELESTIAL GROUP INC,ALMOND DREAM MIXED BERRIES ALMOND YOGURT RFG 1 CT 6 OZ ,Alm Drm Mx Berry Ygrt,Alm Drm Mx Berry Ygrt,0,0,1,Other,ALMOND DREAM,ALMOND DREAM,THE HAIN CELESTIAL GROUP INC,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,243263,N/A,1 CT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,DAIRY,NON-PEP CATEGORIES,NON-PEP CATEGORIES
103,8425326963,NULL,Alm Drm Strwbry Yogrt,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,84253269631,ALMOND DREAM STRAWBERRY ALMOND YOGURT RFG 1 CT 6 OZ ,PEPSICO REVIEWS CATEGORIES US,YOGURT,PEPSICO REVIEWS CATEGORIES US,YOGURT,NULL,NULL,NULL,NULL,NULL,NULL,THE HAIN CELESTIAL GROUP INC,Hain Celestial Group,THE HAIN CELESTIAL GROUP INC,ALMOND DREAM STRAWBERRY ALMOND YOGURT RFG 1 CT 6 OZ ,Alm Drm Strwbry Yogrt,Alm Drm Strwbry Yogrt,0,0,1,Other,ALMOND DREAM,ALMOND DREAM,THE HAIN CELESTIAL GROUP INC,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,243262,N/A,1 CT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,DAIRY,NON-PEP CATEGORIES,NON-PEP CATEGORIES
105,3400000320,NULL,Almond Joy Bar,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,34000003201,PETER PAUL ALMOND JOY MILK CHOC COCNT ALMD PLASTIC WRAPPED 1 CT 1.61 OZ ,CHOCOLATE CANDY,TOTAL CHOCOLATE CANDY,PEPSICO REVIEWS CATEGORIES US,TOTAL CHOCOLATE CANDY,NULL,NULL,NULL,NULL,NULL,NULL,THE HERSHEY COMPANY,The Hershey Co,THE HERSHEY COMPANY,PETER PAUL ALMOND JOY MILK CHOC COCNT ALMD PLASTIC WRAPPED 1 CT 1.61 OZ ,Almond Joy Bar,Almond Joy Bar,0,0,1,Other,PETER PAUL ALMOND JOY,PETER PAUL,THE HERSHEY COMPANY,0,ShiptShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182871,N/A,1 CT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,EXT: NON-PEP CATEGORIES,Extended Macrosnacks,TOTAL MACROSNACKS
1370,4300004191,NULL,Cry Lt Otg Grp Pbo,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,4300004191,CRLT ENRGY GRP DK MX 10CT 1.1 OZ,DRINK MIXES,CONCENTRATES - POWDERS,CONCENTRATES CMBND,CONCENTRATES - POWDERS,NULL,NULL,NULL,NULL,NULL,NULL,KRAFT HEINZ COMPANY,The Kraft Heinz Company,KRAFT HEINZ CO,CRLT ENRGY GRP DK MX 10CT 1.1 OZ,Cry Lt Otg Grp Pbo,Cry Lt Otg Grp Pbo,0,0,1,Other,NULL,NULL,KRAFT G.F.,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,747414,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,CONCENTRATES,Beverages Other,PAB LRB
1372,4300001729,NULL,Cry Lt Otg Eng W Strw,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,4300001729,CRLT WLD STRW DRK MX 10CT 1.1 OZ,DRINK MIXES,CONCENTRATES - POWDERS,CONCENTRATES CMBND,CONCENTRATES - POWDERS,NULL,NULL,NULL,NULL,NULL,NULL,KRAFT HEINZ COMPANY,The Kraft Heinz Company,KRAFT HEINZ CO,CRLT WLD STRW DRK MX 10CT 1.1 OZ,Cry Lt Otg Eng W Strw,Cry Lt Otg Eng W Strw,0,0,1,Other,NULL,NULL,KRAFT G.F.,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,741796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,CONCENTRATES,Beverages Other,PAB LRB
1374,4300001728,NULL,Cry Lt Chry Pom Pbo,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,4300001728,CRLT CHRY PMGR DK MX 10CT 1.18 OZ,DRINK MIXES,CONCENTRATES - POWDERS,CONCENTRATES CMBND,CONCENTRATES - POWDERS,NULL,NULL,NULL,NULL,NULL,NULL,KRAFT HEINZ COMPANY,The Kraft Heinz Company,KRAFT HEINZ CO,CRLT CHRY PMGR DK MX 10CT 1.18 OZ,Cry Lt Chry Pom Pbo,Cry Lt Chry Pom Pbo,0,0,1,Other,NULL,NULL,KRAFT G.F.,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,747556,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,CONCENTRATES,Beverages Other,PAB LRB
1375,4300095016,NULL,Cry Lt Ice Tea Decaf,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,43000950161,CRYSTAL LIGHT LEMON ICED TEA MIX CANISTER 4 CT 256 OZ ,CONCENTRATES CMBND,CONCENTRATES - POWDERS,CONCENTRATES CMBND,CONCENTRATES - POWDERS,NULL,NULL,NULL,NULL,NULL,NULL,KRAFT HEINZ CO,The Kraft Heinz Company,KRAFT HEINZ CO,CRYSTAL LIGHT LEMON ICED TEA MIX CANISTER 4 CT 256 OZ ,Cry Lt Ice Tea Decaf,Cry Lt Ice Tea Decaf,0,0,1,Other,CRYSTAL LIGHT,CRYSTAL LIGHT,KRAFT HEINZ CO,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54430,N/A,4 CT,0.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,CONCENTRATES,Beverages Other,PAB LRB
94,85593000130,NULL,Aleia's Oatmeal Cookies Golden Raisin Gluten Free All Natural 9 OZ BAG,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,8.56E+11,ALEIAS OATMEAL GOLDEN RAISIN 1 CT 12 OZ ,COOKIES,COOKIES,PEPSICO REVIEWS CATEGORIES US,COOKIES,NULL,NULL,NULL,NULL,NULL,NULL,ALEIAS GLUTEN FREE FOODS,NULL,ALEIAS GLUTEN FREE FOODS,ALEIAS OATMEAL GOLDEN RAISIN 1 CT 12 OZ ,Aleia's Oatmeal Cookies Golden Raisin Gluten Free All Natural 9 OZ BAG,Aleia's Oatmeal Cookies Golden Raisin Gluten Free All Natural 9 OZ BAG,0,0,1,Other,ALEIAS,ALEIAS,ALEIAS GLUTEN FREE FOODS,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,288865,N/A,1 CT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ElvnDgtIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,COOKIES,Extended Macrosnacks,TOTAL MACROSNACKS
95,85593000149,NULL,Aleia's Oatmeal Cookies Golden Raisin Gluten Free All Natural 9 OZ BAG,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,8.56E+11,ALEIAS OATMEAL RAISIN 1 CT 9 OZ ,COOKIES,COOKIES,PEPSICO REVIEWS CATEGORIES US,COOKIES,NULL,NULL,NULL,NULL,NULL,NULL,ALEIAS GLUTEN FREE FOODS,NULL,ALEIAS GLUTEN FREE FOODS,ALEIAS OATMEAL RAISIN 1 CT 9 OZ ,Aleia's Oatmeal Cookies Golden Raisin Gluten Free All Natural 9 OZ BAG,Aleia's Oatmeal Cookies Golden Raisin Gluten Free All Natural 9 OZ BAG,0,0,1,Other,ALEIAS,ALEIAS,ALEIAS GLUTEN FREE FOODS,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,288866,N/A,1 CT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ElvnDgtIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,COOKIES,Extended Macrosnacks,TOTAL MACROSNACKS
97,85593000143,NULL,Aleia's Real Panko Original Gluten Free 12 OZ TUB,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,8.56E+11,ALEIAS OATMEAL RAISIN 1 CT 9 OZ ,COOKIES,COOKIES,Unassigned,Unassigned,NULL,NULL,NULL,NULL,NULL,NULL,ALEIAS GLUTEN FREE FOODS,NULL,UnAssigned,ALEIAS OATMEAL RAISIN 1 CT 9 OZ ,Aleia's Real Panko Original Gluten Free 12 OZ TUB,Aleia's Real Panko Original Gluten Free 12 OZ TUB,0,1,1,Other,ALEIAS,ALEIAS,ALEIAS GLUTEN FREE FOODS,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,288866,N/A,1 CT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TenDgtIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,COOKIES,Extended Macrosnacks,TOTAL MACROSNACKS
98,7107200312,NULL,Alessi Risotto Msrhms,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,71072003121,ALESSI RICE MIX RISOTTO ARBORIO 1 CT 8 OZ ,RICE,FLAVORED RICE MIXES,RICE-PASTA-ETHNIC SPECIALTIES,FLAVORED RICE MIXES,NULL,NULL,NULL,NULL,NULL,NULL,VIGO IMP CO,Vigo Importing Company Inc,VIGO IMP CO,ALESSI RICE MIX RISOTTO ARBORIO 1 CT 8 OZ ,Alessi Risotto Msrhms,Alessi Risotto Msrhms,0,0,1,Other,ALESSI,ALESSI,VIGO IMP CO,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71001,N/A,1 CT,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,RICE-PASTA-ETHNIC SPECIALTIES,Quaker Core,QUAKER FOODS
100,82745500068,NULL,Ar Kale Org Gf Cheezy,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,8.27E+11,ALIVE AND RADIANT FOODS SALTED SNACK CHEDDAR PLASTIC PEG BAG 2.2 OZ ,SALTY SNACKS,ALL OTHER SALTY SNACK,SALTY SNACKS,ALL OTHER SALTY SNACK,NULL,NULL,NULL,NULL,NULL,NULL,KAIA FOODS INC,Kaia Foods,KAIA FOODS INC,ALIVE AND RADIANT FOODS SALTED SNACK CHEDDAR PLASTIC PEG BAG 2.2 OZ ,Ar Kale Org Gf Cheezy,Ar Kale Org Gf Cheezy,0,0,1,Other,ALIVE AND RADIANT FOODS,ALIVE AND RADIANT FOODS,KAIA FOODS INC,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,131780,LARGE,1 CT,2.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ElvnDgtIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,SALTY SNACKS,Savory Snacks,TOTAL MACROSNACKS
1376,4300004158,NULL,Crystal Light Margarita Flavored Drink Mix - 5 ct 1.62 OZ PKG,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,43000041581,CRYSTAL LIGHT MARGARITA DRINK MIX PACKETS IN CANISTER 5 CT 320 OZ ,CONCENTRATES CMBND,CONCENTRATES - POWDERS,CONCENTRATES CMBND,CONCENTRATES - POWDERS,NULL,NULL,NULL,NULL,NULL,NULL,KRAFT HEINZ CO,NULL,KRAFT HEINZ CO,CRYSTAL LIGHT MARGARITA DRINK MIX PACKETS IN CANISTER 5 CT 320 OZ ,Crystal Light Margarita Flavored Drink Mix - 5 ct 1.62 OZ PKG,Crystal Light Margarita Flavored Drink Mix - 5 ct 1.62 OZ PKG,0,0,1,Other,CRYSTAL LIGHT,CRYSTAL LIGHT,KRAFT HEINZ CO,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54128,N/A,5 CT,0.324,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,CONCENTRATES,Beverages Other,PAB LRB
110,8332201580,NULL,Alpina Revive Greek Yogurt Mango + Tropical Chia & Goji Non Fat Natural 6 OZ CUP,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,83322015802,ALPINA MANGO YOGURT RFG 1 CT 6 OZ ,PEPSICO REVIEWS CATEGORIES US,YOGURT,PEPSICO REVIEWS CATEGORIES US,YOGURT,NULL,NULL,NULL,NULL,NULL,NULL,ALPINA PRODUCTOS ALIMENTICIOS,NULL,ALPINA PRODUCTOS ALIMENTICIOS,ALPINA MANGO YOGURT RFG 1 CT 6 OZ ,Alpina Revive Greek Yogurt Mango + Tropical Chia & Goji Non Fat Natural 6 OZ CUP,Alpina Revive Greek Yogurt Mango + Tropical Chia & Goji Non Fat Natural 6 OZ CUP,0,0,1,Other,ALPINA,ALPINA,ALPINA PRODUCTOS ALIMENTICIOS,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,242882,N/A,1 CT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,DAIRY,NON-PEP CATEGORIES,NON-PEP CATEGORIES
