UPCMasterId,UPC,GTINNumber,UPCName,GTINName,SAPHierId,DefaultHierId,BU,PepsiBrand,SubBU,BrandSource,IsPepsiProduct,IsPepsiProductOld,IRIUPC,IRI_UPCName,IRI_Category,IRI_SubCategory,OLD_IRI_Category,OLD_IRI_SubCategory,ASIN,ASIN_Name,PlanningBrandName,PlanningBrandSAPId,BrandCategory,SAPSegmentName,ParentCompany,ParentCompanyName,ParentCompanyOld,Proc_UPCName,Proc_UPCName1,Proc_UPCName2,IsUPCFuzzy,IsUPCFuzzyOld,IsUPCFuzzyNew,ECom_Category,LineExtension,TradeMark,Manufacturer,IsUPCNew,Source,IsSaturatedFatCompliant,IsSodiumCompliant,KCal,SaturatedFatInGrams,SodiumInMg,CustomCategory,CustomProductGroup,InnovationClass,InnovationSubClass,GTINMasterId,IRICategoryId,CustomUSFLNASaltySnacksSize,CustomUSCount,CustomUSSizePerUnitOz,IsMdmFuzzy,IsSapFuzzy,CLASS_NM,SIZE_DSC,WMT_ItemID,COPA_PLNG_BRND_VAL,COPA_PLNG_BRND_NM,LastUpdatedUserId,Brd_Source,MDM_GTINNumber,MDM_GTINName,Created,NAN_Category,FiananceSubBU,FinanceBrand,FinanceSubBrand,ExcludeFlag,BrandMasterId,Hrzn_Pkg_Grp_Desc,Config_Qty,Harmonized_SubCategory,Level2_Harmonized_SubCategory,Level1_Harmonized_SubCategory
-9,Filler,Filler,GATORADE SUB BU Total,TROPICANA SUB BU Total,NULL,NULL,Beverages,Gatorade,Gatorade,Corporate,0,0,52000131511,GATORADE G2 PERFORM RASPBERRY MELON THIRST QUENCHER PLASTIC BOTTLE 1 CT 32 OZ ,SPORTS DRINKS,SPORTS DRINKS,Unassigned,Unassigned,NULL,NULL,NULL,NULL,NULL,NULL,PEPSICO INC,NULL,UnAssigned,GATORADE SUB BU Total,GATORADE SUB BU Total,GATORADE SUB BU Total,1,1,0,Other,G2,TOTAL GATORADE SD,PEPSICO,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23834,62536,N/A,1 CT,32,1,0,NULL,NULL,NULL,NULL,TOSTITOS,Admin0424,Corporate,NULL,NULL,48:00.1,NULL,NAN,Gatorade,GTQ Liquid,0,2,NULL,NULL,NULL,NULL,NULL
-8,Filler,Filler,TROPICANA SUB BU Total,TROPICANA SUB BU Total,NULL,NULL,Beverages,Tropicana,Tropicana,Corporate,1,0,48500001011,TROPICANA PURE PREMIUM ORANGE JUICE NO PULP PASTEURIZED PURE CARTON ORIGINAL 1 CT 16 OZ - 0048500001011,TOTAL JUICE & DRINKS,OJ/OJ SPECIALTY BLENDS,Unassigned,Unassigned,NULL,NULL,NULL,NULL,NULL,NULL,QTG,Pepsico Inc,UnAssigned,TROPICANA SUB BU Total,TROPICANA SUB BU Total,TROPICANA SUB BU Total,1,1,0,Other,TROP PURE PREMIUM,TROPICANA PURE PREMIUM,QTG,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23834,56949,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,TOSTITOS,Admin0205,Corporate,NULL,NULL,48:00.1,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,59,NULL,NULL,NULL,NULL,NULL
-7,Filler,Filler,NEB SUB BU Total,TROPICANA SUB BU Total,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,NULL,NULL,NULL,NULL,NULL,NULL,UnAssigned,NULL,UnAssigned,NEB SUB BU Total,NEB SUB BU Total,NEB SUB BU Total,1,1,1,Other,NULL,NULL,UnAssigned,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23834,-1,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,TOSTITOS,NMIRIFuzzy,<UnAssigned>,NULL,NULL,48:00.1,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,NULL,NULL,NULL
-6,Filler,Filler,QUAKER SUB BU Total,TROPICANA SUB BU Total,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,1,0,Unassigned,Unassigned,Unassigned,Unassigned,WHOLESOME SNACKS EX LITE SNACKS,SNACK BARS,NULL,NULL,NULL,NULL,NULL,NULL,UnAssigned,NULL,KELLOGG CO,QUAKER SUB BU Total,QUAKER SUB BU Total,QUAKER SUB BU Total,1,1,0,Other,NULL,NULL,UnAssigned,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23834,-1,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,TOSTITOS,AdminMtch1204,<UnAssigned>,NULL,NULL,48:00.1,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,NULL,NULL,NULL
-5,Filler,Filler,FLNA SUB BU Total,TROPICANA SUB BU Total,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,NULL,NULL,NULL,NULL,NULL,NULL,UnAssigned,NULL,UnAssigned,FLNA SUB BU Total,FLNA SUB BU Total,FLNA SUB BU Total,1,1,1,Other,NULL,NULL,UnAssigned,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23834,-1,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,TOSTITOS,NMIRIFuzzy,<UnAssigned>,NULL,NULL,48:00.1,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,NULL,NULL,NULL
-4,Filler,Filler,PBC SUB BU Total,TROPICANA SUB BU Total,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,NULL,NULL,NULL,NULL,NULL,NULL,UnAssigned,NULL,UnAssigned,PBC SUB BU Total,PBC SUB BU Total,PBC SUB BU Total,1,1,1,Other,NULL,NULL,UnAssigned,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23834,-1,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,TOSTITOS,NMIRIFuzzy,<UnAssigned>,NULL,NULL,48:00.1,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,NULL,NULL,NULL
2216,1906300013,NULL,Fruit2O Natural Tropical Fruit Flavored Water - 6 pk 16 OZ BTL,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,19063000131,FRUIT2O TROPICAL FRUIT BLEND PURIFIED WATER PLSTC WRPD PLSTC BTL 6 CT 96 OZ ,BOTTLED WATER,ENHANCED NJSW (ENJSW),TOTAL WATER,ENHANCED NJSW (ENJSW),NULL,NULL,NULL,NULL,NULL,NULL,BRYNWOOD PARTNERS,Jw Childs Associates,BEVERAGE HOLDINGS,FRUIT2O TROPICAL FRUIT BLEND PURIFIED WATER PLSTC WRPD PLSTC BTL 6 CT 96 OZ ,Fruit2O Natural Tropical Fruit Flavored Water - 6 pk 16 OZ BTL,Fruit2O Natural Tropical Fruit Flavored Water - 6 pk 16 OZ BTL,0,0,1,Other,FRUIT2O,FRUIT2O,SUNNY DELIGHT BEVERAGES CO,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168409,N/A,6 CT,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,TOTAL WATER,Beverages RTD,PAB LRB
-3,Filler,Filler,Quaker BU Total,TROPICANA SUB BU Total,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,1,1,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,NULL,NULL,NULL,NULL,NULL,NULL,UnAssigned,Pepsico Inc,UnAssigned,Quaker BU Total,Quaker BU Total,Quaker BU Total,1,1,1,Other,NULL,NULL,UnAssigned,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23834,-1,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,TOSTITOS,NMIRIFuzzy,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,NULL,NULL,NULL
2,4000001603,NULL,3 Musketeers Bars - 6 ct 12.7 OZ PKG,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,40000016031,THREE MUSKETEERS MILK CHOCOLAT NOUGAT PLASTIC BAG IWP 6 CT 12.78 OZ ,CHOCOLATE CANDY,TOTAL CHOCOLATE CANDY,PEPSICO REVIEWS CATEGORIES US,TOTAL CHOCOLATE CANDY,NULL,NULL,NULL,NULL,NULL,NULL,MARS INC,NULL,MARS INC,THREE MUSKETEERS MILK CHOCOLAT NOUGAT PLASTIC BAG IWP 6 CT 12.78 OZ ,3 Musketeers Bars - 6 ct 12.7 OZ PKG,3 Musketeers Bars - 6 ct 12.7 OZ PKG,0,0,1,Other,THREE MUSKETEERS,THREE MUSKETEERS,MARS INC,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,190998,N/A,6 CT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,EXT: NON-PEP CATEGORIES,Extended Macrosnacks,TOTAL MACROSNACKS
2215,1906323234,NULL,Vf Frt 2 O Straw 6Pk,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,1906323234,FRUT2O NAT STRBRY WTR 6PK 6/16 FO,BOTTLED WATER,ENHANCED NJSW (ENJSW),TOTAL WATER,ENHANCED NJSW (ENJSW),NULL,NULL,NULL,NULL,NULL,NULL,BRYNWOOD PARTNERS,Jw Childs Associates,BEVERAGE HOLDINGS,FRUT2O NAT STRBRY WTR 6PK 6/16 FO,Vf Frt 2 O Straw 6Pk,Vf Frt 2 O Straw 6Pk,0,0,1,Other,NULL,NULL,BALSAMS SP,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,736683,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,TOTAL WATER,Beverages RTD,PAB LRB
2219,1906300098,NULL,Fruit2O Sparkling White Grapefruit 17 OZ BTL,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,19063000981,FRUIT2O WHITE GRAPEFRUIT SPARKLING WATER PLASTIC BOTTLE 1 CT 17 OZ ,BOTTLED WATER,SPARKLING/SELTZER WATER,TOTAL WATER,SPARKLING/SELTZER WATER,NULL,NULL,NULL,NULL,NULL,NULL,BRYNWOOD PARTNERS,Jw Childs Associates,BEVERAGE HOLDINGS,FRUIT2O WHITE GRAPEFRUIT SPARKLING WATER PLASTIC BOTTLE 1 CT 17 OZ ,Fruit2O Sparkling White Grapefruit 17 OZ BTL,Fruit2O Sparkling White Grapefruit 17 OZ BTL,0,0,1,Other,FRUIT2O,FRUIT2O,SUNNY DELIGHT BEVERAGES CO,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15203,N/A,1 CT,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,TOTAL WATER,Beverages RTD,PAB LRB
1279,4900004086,4900004086,Coca Cola Zero,Coca Cola Zero,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,4900004086,COKE ZERO 20 FO,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,NULL,NULL,NULL,NULL,NULL,NULL,COCA COLA CO,Coca Cola Company,COCA COLA CO,COKE ZERO 20 FO,Coca Cola Zero,Coca Cola Zero,0,0,1,Other,NULL,NULL,COCA-COLA,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25927,743935,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,RUFFLES,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,CARBONATED SOFT DRINKS,Beverages RTD,PAB LRB
1280,4900006090,4900006090,Coca Zero Caff Free,Coca Zero Caff Free,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,4900006090,COKE ZERO CAFF FREE 12PK 12/12 FO,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,NULL,NULL,NULL,NULL,NULL,NULL,COCA COLA CO,Coca Cola Company,COCA COLA CO,COKE ZERO CAFF FREE 12PK 12/12 FO,Coca Zero Caff Free,Coca Zero Caff Free,0,0,1,Other,NULL,NULL,COCA-COLA,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25653,752720,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,RUFFLES,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,CARBONATED SOFT DRINKS,Beverages RTD,PAB LRB
1281,4900006091,4900006091,Coca Zero Caff Free,Coca Zero Caff Free,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,4900006091,COKE ZERO CAFFEINE FREE 2 LT,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,NULL,NULL,NULL,NULL,NULL,NULL,COCA COLA CO,Coca Cola Company,COCA COLA CO,COKE ZERO CAFFEINE FREE 2 LT,Coca Zero Caff Free,Coca Zero Caff Free,0,0,1,Other,NULL,NULL,COCA-COLA,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26033,743028,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,RUFFLES,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,CARBONATED SOFT DRINKS,Beverages RTD,PAB LRB
1283,4900004256,4900004256,Coca-Cola Zero Sixer - 6 pk 12 OZ CAN,Coca-Cola Zero Sixer - 6 pk 12 OZ CAN,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,4900004256,COKE ZERO 6PK 6/12 FO,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,NULL,NULL,NULL,NULL,NULL,NULL,COCA COLA CO,NULL,COCA COLA CO,COKE ZERO 6PK 6/12 FO,Coca-Cola Zero Sixer - 6 pk 12 OZ CAN,Coca-Cola Zero Sixer - 6 pk 12 OZ CAN,0,0,1,Other,NULL,NULL,COCA-COLA,0,ShiptShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25602,752646,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,RUFFLES,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,CARBONATED SOFT DRINKS,Beverages RTD,PAB LRB
1287,64174882554,NULL,COCO Pop Cakes Multigrain Blueberry Cinnamon Lite All Natural 2.64 OZ BAG,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,6.42E+11,COCO LITE POPCORN RICE CAKE BLUEBERRY CINNAMON REGULAR 2.64 OZ ,RICE/POPCORN CAKES,LITE SNACKS,LITE SNACKS,LITE SNACKS,NULL,NULL,NULL,NULL,NULL,NULL,"COCO INTERNATIONAL, INC.",NULL,PRIVATE LABEL,COCO LITE POPCORN RICE CAKE BLUEBERRY CINNAMON REGULAR 2.64 OZ ,COCO Pop Cakes Multigrain Blueberry Cinnamon Lite All Natural 2.64 OZ BAG,COCO Pop Cakes Multigrain Blueberry Cinnamon Lite All Natural 2.64 OZ BAG,0,0,1,Other,COCO LITE,COCO,"COCO INTERNATIONAL, INC.",0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107275,N/A,15 CT,2.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ElvnDgtIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,LITE SNACKS,Savory Snacks,TOTAL MACROSNACKS
1289,9492218182,NULL,COCO Pop Cakes Multigrain Original Lite All Natural 2.64 OZ BAG,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,94922181821,COCO LITE RICE CAKE MULTI GRAIN REGULAR 2.64 OZ ,RICE/POPCORN CAKES,LITE SNACKS,LITE SNACKS,LITE SNACKS,NULL,NULL,NULL,NULL,NULL,NULL,"COCO INTERNATIONAL, INC.",NULL,PRIVATE LABEL,COCO LITE RICE CAKE MULTI GRAIN REGULAR 2.64 OZ ,COCO Pop Cakes Multigrain Original Lite All Natural 2.64 OZ BAG,COCO Pop Cakes Multigrain Original Lite All Natural 2.64 OZ BAG,0,0,1,Other,COCO LITE,COCO,"COCO INTERNATIONAL, INC.",0,ShiptShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,248811,N/A,15 CT,2.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,LITE SNACKS,Savory Snacks,TOTAL MACROSNACKS
3513,3800057077,NULL,Kel Krave Dbl Choc,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,3800057077,KELL KRAVE DOUBLE CHOC 11 OZ,COLD CEREAL,RTE CEREAL,RTE CEREAL,RTE CEREAL,NULL,NULL,NULL,NULL,NULL,NULL,KELLOGG CO,Kellogg Company,KELLOGG CO,KELL KRAVE DOUBLE CHOC 11 OZ,Kel Krave Dbl Choc,Kel Krave Dbl Choc,0,0,1,Other,NULL,NULL,KELLOGG,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,740701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,RTE CEREAL,Quaker Core,QUAKER FOODS
3514,3800057194,NULL,Kellogg's Mini Wheats Cereal Crunch Brown Sugar 14 OZ BOX,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,38000571941,KELLOGGS FROSTED MINI WHEATS CRUNCH WHOLE GRAIN WHEAT CRUNCH BROWN SUGAR 1 CT 14 OZ ,COLD CEREAL,RTE CEREAL,RTE CEREAL,RTE CEREAL,NULL,NULL,NULL,NULL,NULL,NULL,KELLOGG CO,Kellogg Company,KELLOGG CO,KELLOGGS FROSTED MINI WHEATS CRUNCH WHOLE GRAIN WHEAT CRUNCH BROWN SUGAR 1 CT 14 OZ ,Kellogg's Mini Wheats Cereal Crunch Brown Sugar 14 OZ BOX,Kellogg's Mini Wheats Cereal Crunch Brown Sugar 14 OZ BOX,0,0,1,Other,KELLOGGS FROSTED MINI-WHEAT CRUNCH,KELLOGGS FROSTED MINI-WHEATS (ALL),KELLOGG CO,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,189496,N/A,1 CT,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,RTE CEREAL,Quaker Core,QUAKER FOODS
3516,3800031834,NULL,Kel Mw Bite Size Frst,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,3800031834,KELL FRST MNI WHEAT BT SZ 24 OZ,COLD CEREAL,RTE CEREAL,RTE CEREAL,RTE CEREAL,NULL,NULL,NULL,NULL,NULL,NULL,KELLOGG CO,Kellogg Company,KELLOGG CO,KELL FRST MNI WHEAT BT SZ 24 OZ,Kel Mw Bite Size Frst,Kel Mw Bite Size Frst,0,0,1,Other,NULL,NULL,KELLOGG,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,748121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,FOO REG WRP 1/6,1,RTE CEREAL,Quaker Core,QUAKER FOODS
3517,3800038948,NULL,Kellogg's Mini Wheats Cereal Frosted Blueberry 15.5 OZ BOX,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,38000389481,KELLOGGS FROSTED MINI WHEATS WHOLE GRAIN WHEAT SHREDDED SQUARES BLUEBERRY MUFFIN 1 CT 16 OZ ,COLD CEREAL,RTE CEREAL,RTE CEREAL,RTE CEREAL,NULL,NULL,NULL,NULL,NULL,NULL,KELLOGG CO,NULL,KELLOGG CO,KELLOGGS FROSTED MINI WHEATS WHOLE GRAIN WHEAT SHREDDED SQUARES BLUEBERRY MUFFIN 1 CT 16 OZ ,Kellogg's Mini Wheats Cereal Frosted Blueberry 15.5 OZ BOX,Kellogg's Mini Wheats Cereal Frosted Blueberry 15.5 OZ BOX,0,0,1,Other,KELLOGGS FRSTD MINI-WH BLBRRY MUFFIN,KELLOGGS FROSTED MINI-WHEATS (ALL),KELLOGG CO,0,ShiptShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,189433,N/A,1 CT,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,RTE CEREAL,Quaker Core,QUAKER FOODS
2221,2840005880,28400058803,Funyuns Onion Rings 12Ct (9 Oz),Funyuns Onion Flavored Rings Snack (0.75 Oz - 12) 9 Ounces 12 Pack Bag,NULL,NULL,FLNA,Funyuns,FLNA,Corporate,1,1,2840005880,FUNYUNS ONION RINGS 12CT 9 OZ,SALTY SNACKS,ONION & GARLIC,SALTY SNACKS,ONION & GARLIC,NULL,NULL,Funyuns,NULL,NULL,NULL,PEPSICO INC,Pepsico Inc,PEPSICO INC,FUNYUNS ONION RINGS 12CT 9 OZ,Funyuns Onion Flavored Rings Snack (0.75 Oz - 12) 9 Ounces 12 Pack Bag,Funyuns Onion Flavored Rings Snack (0.75 Oz - 12) 9 Ounces 12 Pack Bag,0,0,1,Other,NULL,NULL,FRITO LAY,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17567,738660,NULL,NULL,NULL,0,0,MULTI PACK SALTY BAGGED/CANISTER SNACKS,9 OZ,11047319,NULL,FUNYUNS,FirstIRIMtch,Corporate,28400058803,Funyuns Onion Flavored Rings Snack (0.75 Oz - 12) 9 Ounces 12 Pack Bag,29:46.5,NULL,FLNA,Portfolio Marketing,Funyuns,0,71,LARGE SP (12SAK),8,SALTY SNACKS,Savory Snacks,TOTAL MACROSNACKS
-2,Filler,Filler,FLNA BU Total,TROPICANA SUB BU Total,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,1,1,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,NULL,NULL,NULL,NULL,NULL,NULL,UnAssigned,Pepsico Inc,UnAssigned,FLNA BU Total,FLNA BU Total,FLNA BU Total,1,1,1,Other,NULL,NULL,UnAssigned,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23834,-1,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,TOSTITOS,NMIRIFuzzy,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,NULL,NULL,NULL
2218,1906300092,NULL,Fruit 2 O Rasp Lemon,NULL,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,19063000921,FRUIT2O RASPBERRY LEMON SPARKLING PURIFD WTR PLASTIC BOTTLE 1 CT 17 OZ ,BOTTLED WATER,SPARKLING/SELTZER WATER,TOTAL WATER,SPARKLING/SELTZER WATER,NULL,NULL,NULL,NULL,NULL,NULL,BRYNWOOD PARTNERS,Brynwood Partners L.P.,BEVERAGE HOLDINGS,FRUIT2O RASPBERRY LEMON SPARKLING PURIFD WTR PLASTIC BOTTLE 1 CT 17 OZ ,Fruit 2 O Rasp Lemon,Fruit 2 O Rasp Lemon,0,0,1,Other,FRUIT2O,FRUIT2O,SUNNY DELIGHT BEVERAGES CO,0,ShiptShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15198,N/A,1 CT,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,TOTAL WATER,Beverages RTD,PAB LRB
1275,4900000684,4900000684,Coke Zero,Coke Zero,NULL,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,0,4900000684,COKE ZERO 8PK 8/12 FO,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,NULL,NULL,NULL,NULL,NULL,NULL,COCA COLA CO,Coca Cola Company,COCA COLA CO,COKE ZERO 8PK 8/12 FO,Coke Zero,Coke Zero,0,0,1,Other,NULL,NULL,COCA-COLA,0,PeapodShare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25671,753395,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,RUFFLES,FirstIRIMtch,<UnAssigned>,NULL,NULL,29:46.5,NULL,<UnAssigned>,<UnAssigned>,<UnAssigned>,0,-1,NULL,NULL,CARBONATED SOFT DRINKS,Beverages RTD,PAB LRB
