,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,lat_dist,lon_dist,lat_miles,lon_miles,totaldistance,Speed,date,Time_day,age,weight,calories_burned
38,364.0,2017-10-05 11:21:00.000,2017-10-05 11:27:04,399.0,Lafayette Ave & St James Pl,40.68851534,-73.9647628,3056.0,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,21592,Subscriber,1993,2,-0.002210149999996247,-0.013428149999995751,-0.2458346159119803,-1.144166318342947,1.1702782670848175,11.574180663476222,2017-10-05,11,20-39,167.6,61.622626262626255
39,8663.0,2019-03-24 13:50:26.755,2019-03-24 16:14:50.0190,3372.0,E 74 St & 1 Ave,40.7689738,-73.95482273,3372.0,E 74 St & 1 Ave,40.7689738,-73.95482273,15956,Customer,1969,0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-24,13,40-59,188.65,1650.7827777777775
40,678.0,2016-06-20 01:52:29.000,6/20/2016 02:03:47,352.0,W 56 St & 6 Ave,40.76340613,-73.97722479,3143.0,5 Ave & E 78 St,40.77682863439968,-73.96388769149779,17162,Subscriber,1952,1,-0.013422504399677848,-0.013337098502205436,-1.4929829258997231,-1.136408134452657,1.8762786213881637,9.96254135250352,2016-06-20,1,60+,194.7,133.33999999999997
41,403.0,2017-08-14 09:20:36.000,2017-08-14 09:27:20,509.0,9 Ave & W 22 St,40.7454973,-74.00197139,358.0,Christopher St & Greenwich St,40.73291553,-74.00711384,26911,Subscriber,1970,1,0.01258176999999705,0.005142450000008125,1.399468178832841,0.4381704169058168,1.4664598520986265,13.099889497655225,2017-08-14,9,40-59,200.9,81.78050505050504
42,541.0,2018-12-07 15:26:14.513,2018-12-07 15:35:15.7080,2002.0,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999998,3095.0,Graham Ave & Herbert St,40.71929301,-73.94500379,33817,Subscriber,1990,2,-0.0024060100000014017,-0.018194209999975897,-0.2676200910489029,-1.5502658423414566,1.5731956950944437,10.468585032051749,2018-12-07,15,20-39,167.6,91.58747474747473
43,628.0,2017-08-01 08:54:52.000,2017-08-01 09:05:21,335.0,Washington Pl & Broadway,40.72903917,-73.99404649,3472.0,W 15 St & 10 Ave,40.742753828659026,-74.00747358798982,24858,Subscriber,1986,2,-0.013714658659026213,0.013427097989819005,-1.5254791954443585,1.1440766801864777,1.9068293646469996,10.930868969314007,2017-08-01,8,20-39,167.6,106.31595959595958
44,946.0,2015-09-11 09:17:52.000,9/11/2015 09:33:39,349.0,Rivington St & Ridge St,40.71850211,-73.98329859,293.0,Lafayette St & E 8 St,40.73028666,-73.9907647,19287,Subscriber,1987,1,-0.011784549999994455,0.007466109999995751,-1.3107935311852514,0.6361614661022776,1.4570110131191532,5.5446507898826125,2015-09-11,9,20-39,196.9,188.1488888888889
45,139.0,2017-04-01 13:15:43.000,2017-04-01 13:18:02,3096.0,Union Ave & N 12 St,40.71924,-73.95241999999998,3090.0,N 8 St & Driggs Ave,40.71774592,-73.95600096,15535,Subscriber,1978,1,0.0014940800000005086,0.0035809600000220603,0.1661862692317355,0.3051212430126186,0.34744330331541623,8.998531596658262,2017-04-01,13,40-59,200.9,28.20717171717172
46,165.0,2015-11-16 21:15:43.000,11/16/2015 21:18:29,3111.0,Norman Ave & Leonard St,40.725848299999996,-73.95064893,3113.0,Greenpoint Ave & Manhattan Ave,40.730259999999994,-73.95394,19053,Subscriber,1979,1,-0.004411699999998575,0.00329107000000306,-0.4907126552588624,0.2804207165777575,0.5651855344196153,12.331320750973426,2015-11-16,21,40-59,200.9,33.48333333333333
47,487.0,2019-03-16 18:23:13.923,2019-03-16 18:31:21.4580,317.0,E 6 St & Avenue B,40.72453734,-73.98185424,3244.0,University Pl & E 8 St,40.73143724085228,-73.99490341544151,31265,Subscriber,1983,1,-0.006899900852282315,0.013049175441508964,-0.7674748211001283,1.1118752041291786,1.3510307437582525,9.987085580143141,2019-03-16,18,20-39,196.9,96.85888888888887
48,1494.0,2017-04-04 14:20:39.000,2017-04-04 14:45:34,297.0,E 15 St & 3 Ave,40.734232,-73.986923,401.0,Allen St & Rivington St,40.72019576,-73.98997825,21149,Subscriber,1982,1,0.014036239999995814,0.0030552499999885185,1.5612486343701584,0.2603273082371925,1.5828037167433948,3.8139848596226384,2017-04-04,14,20-39,196.9,297.14
49,2171.0,2017-07-02 13:18:24.000,2017-07-02 13:54:36,461.0,E 20 St & 2 Ave,40.73587678,-73.98205027,430.0,York St & Jay St,40.7014851,-73.98656928,19509,Subscriber,1985,1,0.034391679999998814,0.00451900999999566,3.8253808308855963,0.3850492461174197,3.844710837402804,6.375384161515473,2017-07-02,13,20-39,196.9,431.78777777777776
50,1596.0,2014-07-30 18:00:38.000,2014-07-30 18:27:14,458.0,11 Ave & W 27 St,40.751396,-74.00522600000002,530.0,11 Ave & W 59 St,40.771522,-73.99054100000002,15224,Subscriber,1957,1,-0.020125999999997646,-0.014685000000000059,-2.238611623578643,-1.251258169209575,2.564571895509093,5.784748636486678,2014-07-30,18,60+,194.7,313.87999999999994
51,333.0,2017-06-25 11:59:29.000,2017-06-25 12:05:02,545.0,E 23 St & 1 Ave,40.736502,-73.97809472,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,19922,Subscriber,1989,1,0.008083400000003849,0.009044840000001386,0.8991152339285668,0.7706796008985509,1.1842108136322569,12.802279066294663,2017-06-25,11,20-39,196.9,66.23
52,503.0,2018-08-18 18:48:19.574,2018-08-18 18:56:43.5130,390.0,Duffield St & Willoughby St,40.69221589,-73.9842844,3414.0,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,30015,Subscriber,1983,1,0.01127116652270388,-0.008611082090780542,1.2536899726233892,-0.7337205864367298,1.4526129719982173,10.39643478964927,2018-08-18,18,20-39,196.9,100.04111111111109
53,1236.0,2016-04-19 21:53:48.000,4/19/2016 22:14:24,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,293.0,Lafayette St & E 8 St,40.73028666,-73.9907647,19411,Subscriber,1949,1,0.029905859999999507,-0.0004904000000038877,3.3264238203876744,-0.04178529153457526,3.326686255635052,9.689377443597241,2016-04-19,21,60+,194.7,243.08
54,349.0,2018-11-27 09:20:06.036,2018-11-27 09:25:55.0930,472.0,E 32 St & Park Ave,40.74571210000001,-73.98194829,167.0,E 39 St & 3 Ave,40.7489006,-73.97604882,18768,Subscriber,1981,1,-0.0031884999999860497,-0.005899470000002793,-0.35465632325102403,-0.5026734784821435,0.6151924362272937,6.345824557072371,2018-11-27,9,20-39,196.9,69.41222222222223
55,259.0,2015-06-05 10:24:00.000,6/5/2015 10:28,484.0,W 44 St & 5 Ave,40.75500254,-73.98014437,477.0,W 41 St & 8 Ave,40.75640548,-73.9900262,19708,Subscriber,1970,1,-0.0014029399999984091,0.009881829999997649,-0.1560487822309564,0.8419966301829938,0.856334950632801,11.902725182540864,2015-06-05,10,40-59,200.9,52.55868686868687
56,599.0,2016-06-30 20:29:57.000,6/30/2016 20:39:57,485.0,W 37 St & 5 Ave,40.75038009,-73.98338988,496.0,E 16 St & 5 Ave,40.73726186,-73.99238967,19172,Subscriber,1958,2,0.01311823000000345,0.008999789999990071,1.4591385351679034,0.7668410458738967,1.6483720618989228,9.906743610744778,2016-06-30,20,60+,166.5,100.74090909090908
57,791.0,2018-06-04 14:41:55.337,2018-06-04 14:55:06.5050,3635.0,W 36 St & 9 Ave,40.754623240291046,-73.99516761302948,247.0,Perry St & Bleecker St,40.73535398,-74.00483091,16797,Subscriber,1982,1,0.01926926029104692,0.009663296970515491,2.143316608630879,0.8233761849407963,2.2960301450025944,10.449694718090187,2018-06-04,14,20-39,196.9,157.32111111111112
58,1728.0,2015-09-26 15:41:23.000,9/26/2015 16:10:12,306.0,Cliff St & Fulton St,40.70823502,-74.00530063,116.0,W 17 St & 8 Ave,40.74177603,-74.00149746,22422,Subscriber,1984,2,-0.033541010000000426,-0.003803169999997635,-3.730760948652352,-0.3240549902206198,3.744808258466151,7.801683871804482,2015-09-26,15,20-39,167.6,292.5381818181818
59,184.0,2018-08-19 16:14:58.493,2018-08-19 16:18:03.2990,388.0,W 26 St & 10 Ave,40.749717753,-74.002950346,494.0,W 26 St & 8 Ave,40.74734825,-73.99723551,26714,Customer,1977,1,0.002369502999997053,-0.005714836000009882,0.2635594235267062,-0.4869414525505827,0.5536926475417576,10.833117017121344,2018-08-19,16,40-59,200.9,37.338989898989894
60,1139.0,2014-02-04 07:32:59.000,2014-02-04 07:51:58,405.0,Washington St & Gansevoort St,40.739323,-74.008119,318.0,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,19260,Subscriber,1980,1,-0.013878590000004465,-0.030131599999990044,-1.5437132511624743,-2.567409645988602,2.995770834381351,9.468634770652207,2014-02-04,7,20-39,196.9,226.53444444444443
61,326.0,2015-01-07 17:11:00.000,1/7/2015 17:17,267.0,Broadway & W 36 St,40.75097711,-73.98765428,318.0,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,15416,Subscriber,1988,1,-0.002224480000002416,-0.00966687999999749,-0.2474285394228466,-0.8236814825172263,0.8600418982600202,9.497395195509425,2015-01-07,17,20-39,196.9,64.83777777777777
62,95.0,2016-12-05 16:05:11.000,2016-12-05 16:06:47,500.0,Broadway & W 51 St,40.76228826,-73.98336183,173.0,Broadway & W 49 St,40.76068327096592,-73.98452728986742,26494,Subscriber,1981,1,0.0016049890340781305,0.0011654598674084582,0.17852266259584526,0.09930481307325403,0.2042835944461129,7.741273052694805,2016-12-05,16,20-39,196.9,18.89444444444445
63,437.0,2017-05-11 14:33:33.000,2017-05-11 14:40:51,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,161.0,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,26403,Subscriber,1997,2,0.003062469999996153,0.009202739999992104,0.34063802737022153,0.7841337149541572,0.8549268674094195,7.042875795592472,2017-05-11,14,20-39,167.6,73.9810101010101
64,1453.0,2018-04-21 16:40:22.797,2018-04-21 17:04:36.3230,3256.0,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,330.0,Reade St & Broadway,40.71450451,-74.00562789,28228,Customer,1969,0,0.013209567777799693,-0.005667845836029528,1.4692980209597415,-0.4829375828500097,1.5466303318263297,3.8319815516688154,2018-04-21,16,40-59,188.65,276.8772222222222
65,483.0,2018-06-23 14:16:54.406,2018-06-23 14:24:58.1040,3367.0,5 Ave & E 103 St,40.792255299999994,-73.95249933,3374.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,15060,Customer,1969,0,-0.0072286999999988675,0.0031136700000047317,-0.8040470954666746,0.2653050748197945,0.8466867865117139,6.310708967789173,2018-06-23,14,40-59,188.65,92.03833333333333
66,871.0,2015-09-08 15:43:16.000,9/8/2015 15:57:48,151.0,Cleveland Pl & Spring St,40.7218158,-73.99720307,412.0,Forsyth St & Canal St,40.71581550000001,-73.99422366,23530,Subscriber,1982,2,0.0060002999999895215,-0.002979409999994686,0.6674123683263962,-0.2538652435763049,0.7140636045137055,2.9513535892644547,2015-09-08,15,20-39,167.6,147.45414141414142
67,487.0,2019-04-30 10:32:30.954,2019-04-30 10:40:38.3980,3402.0,Court St & State St,40.6902375,-73.99203074,3382.0,Carroll St & Smith St,40.680611,-73.99475825,15126,Subscriber,1968,1,0.009626500000003093,0.002727509999999711,1.0707539895850764,0.2324017139326137,1.0956845635725525,8.099516281029134,2019-04-30,10,40-59,200.9,98.82656565656565
68,201.0,2018-10-31 09:20:34.053,2018-10-31 09:23:55.4840,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,509.0,9 Ave & W 22 St,40.7454973,-74.00197139,18831,Subscriber,1950,1,-0.003757609999993861,0.007815829999998414,-0.4179583336411898,0.6659599003507829,0.7862517138520876,14.082120248097091,2018-10-31,9,60+,194.7,39.53
69,306.0,2017-05-29 18:17:22.000,2017-05-29 18:22:29,167.0,E 39 St & 3 Ave,40.7489006,-73.97604882,501.0,FDR Drive & E 35 St,40.744219,-73.97121214,29129,Subscriber,1959,1,0.004681599999997843,-0.004836679999996818,0.5207335872474498,-0.4121168104765789,0.6640811203196383,7.812719062583978,2017-05-29,18,60+,194.7,60.17999999999999
70,903.0,2015-10-10 11:48:09.000,10/10/2015 12:03:12,379.0,W 31 St & 7 Ave,40.749156,-73.9916,151.0,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505,23832,Subscriber,1985,1,0.027052213313972118,0.005649007225045466,3.0090131754046503,0.4813324098237673,3.0472678219194216,12.14857603423025,2015-10-10,11,20-39,196.9,179.5966666666667
71,1080.0,2016-08-26 07:40:06.000,8/26/2016 07:58:06,3236.0,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643187,225.0,W 14 St & The High Line,40.74195138,-74.00803013,18501,Subscriber,1984,1,0.017033433996338943,0.014230443568123976,1.8946260227401588,1.2125269844120463,2.2494064670422653,7.49802155680755,2016-08-26,7,20-39,196.9,214.8
72,1487.0,2016-02-23 18:21:49.000,2/23/2016 18:46:36,453.0,W 22 St & 8 Ave,40.74475148,-73.99915362,3139.0,E 72 St & Park Ave,40.77118287540658,-73.96409422159195,16199,Subscriber,1984,1,-0.02643139540658268,-0.03505939840805184,-2.939959703099775,-2.9872903415490533,4.191332322849475,10.147139450072704,2016-02-23,18,20-39,196.9,295.7477777777778
73,646.0,2018-12-10 08:49:53.515,2018-12-10 09:00:40.5100,3549.0,Grand Ave & Bergen St,40.678045000000004,-73.962408,3429.0,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863,26782,Subscriber,1995,2,-0.007023073081775522,0.015499598018635654,-0.7811752476451757,1.3206672550413567,1.5344043685000293,8.5508602578949,2018-12-10,8,20-39,167.6,109.36323232323231
74,845.0,2017-06-25 17:18:36.000,2017-06-25 17:32:41,334.0,W 20 St & 7 Ave,40.74238787,-73.99726235,405.0,Washington St & Gansevoort St,40.739323,-74.008119,28682,Subscriber,1947,1,0.003064870000002884,0.010856649999993806,0.3409049789707212,0.9250576780892972,0.9858741869422232,4.20017405087811,2017-06-25,17,60+,194.7,166.1833333333333
75,525.0,2014-06-15 16:26:45.000,2014-06-15 16:35:30,304.0,Broadway & Battery Pl,40.70463334,-74.01361706,146.0,Hudson St & Reade St,40.71625008,-74.0091059,17851,Subscriber,1984,1,-0.0116167400000009,-0.004511160000006953,-1.2921280528717098,-0.3843803747102583,1.3480887127635313,9.244036887521355,2014-06-15,16,20-39,196.9,104.41666666666669
76,363.0,2017-07-26 16:32:27.000,2017-07-26 16:38:31,168.0,W 18 St & 6 Ave,40.73971301,-73.99456405,505.0,6 Ave & W 33 St,40.74901271,-73.98848395,29097,Subscriber,1987,1,-0.009299699999999687,-0.006080099999991262,-1.0344040800852652,-0.5180643373919083,1.1568848078241674,11.473237763545466,2017-07-26,16,20-39,196.9,72.19666666666666
77,790.0,2017-02-26 13:07:12.000,2017-02-26 13:20:22,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,128.0,MacDougal St & Prince St,40.72710258,-74.00297088,20689,Subscriber,1987,1,0.014637110000002453,0.008815320000010729,1.6280833042635652,0.7511229938174961,1.7929977683932368,8.17062274204513,2017-02-26,13,20-39,196.9,157.12222222222226
78,766.0,2014-05-02 19:35:15.000,2014-05-02 19:48:01,345.0,W 13 St & 6 Ave,40.73649403,-73.99704374,432.0,E 7 St & Avenue A,40.72621788,-73.98379855,14537,Subscriber,1975,1,0.010276150000002815,-0.013245189999992135,1.1430144507426547,-1.128576928173174,1.606290109977438,7.549144119998402,2014-05-02,19,40-59,200.9,155.44383838383837
79,412.0,2018-09-12 23:53:23.591,2018-09-13 00:00:16.0810,346.0,Bank St & Hudson St,40.73652889,-74.00618026,368.0,Carmine St & 6 Ave,40.73038599,-74.00214988,33061,Subscriber,1951,1,0.006142900000000395,-0.00403037999998901,0.6832737425461464,-0.3434147701739948,0.7647200217247324,6.682019607303487,2018-09-12,23,60+,194.7,81.02666666666666
80,286.0,2014-09-24 07:34:57.000,9/24/2014 07:39:43,348.0,W Broadway & Spring St,40.72490985,-74.00154702,250.0,Lafayette St & Jersey St,40.72456089,-73.99565293,14639,Subscriber,1987,2,0.0003489600000037285,-0.005894089999998187,0.03881476260421552,-0.5022150672491771,0.5037127748708753,6.3404405228501775,2014-09-24,7,20-39,167.6,48.41777777777778
81,493.0,2018-11-24 16:01:32.797,2018-11-24 16:09:46.4290,3664.0,North Moore St & Greenwich St,40.72019521437465,-74.0103006362915,2010.0,Grand St & Greene St,40.72165481,-74.00234737,35435,Subscriber,1991,1,-0.0014595956253486975,-0.007953266291508498,-0.16235057799018754,-0.6776703724309915,0.6968463559813646,5.088533228261485,2018-11-24,16,20-39,196.9,98.05222222222223
82,2017.0,2018-06-27 20:50:47.123,2018-06-27 21:24:25.0730,355.0,Bayard St & Baxter St,40.71602118,-73.99974372,3604.0,Rogers Ave & Sterling St,40.6630619,-73.95387459999998,24899,Subscriber,1975,1,0.052959279999996056,-0.0458691200000203,5.890651882359188,-3.908349411949573,7.069298036228802,12.617487818752448,2018-06-27,20,40-59,200.9,409.3083838383838
83,557.0,2017-08-30 18:57:42.000,2017-08-30 19:06:59,458.0,11 Ave & W 27 St,40.751396,-74.00522600000002,422.0,W 59 St & 10 Ave,40.770513,-73.988038,15410,Subscriber,1993,1,-0.019117000000001383,-0.017188000000018633,-2.126380721850394,-1.464530160871461,2.5819263286080005,16.68749512206248,2017-08-30,18,20-39,196.9,110.78111111111113
84,529.0,2015-12-01 09:14:47.000,12/1/2015 09:23:36,529.0,W 42 St & 8 Ave,40.75756989999999,-73.99098507,546.0,E 30 St & Park Ave S,40.74444921,-73.98303529,19858,Subscriber,1989,1,0.013120689999993829,-0.007949779999989914,1.459412160556578,-0.6773733175625628,1.6089494913533275,10.949372719984838,2015-12-01,9,20-39,196.9,105.2122222222222
85,1022.0,2016-10-03 16:14:36.000,2016-10-03 16:31:39,519.0,Pershing Square North,40.751872999999996,-73.97770600000003,3140.0,1 Ave & E 78 St,40.77140426,-73.9535166,23894,Subscriber,1988,1,-0.01953125999999372,-0.024189400000025785,-2.1724587925632357,-2.0610952916792806,2.994610326364318,10.548529525353759,2016-10-03,16,20-39,196.9,203.26444444444442
86,1783.0,2015-11-29 15:29:33.000,11/29/2015 15:59:17,387.0,Centre St & Chambers St,40.71273266,-74.0046073,532.0,S 5 Pl & S 4 St,40.710451,-73.960876,16731,Subscriber,1987,1,0.0022816600000012954,-0.04373130000000458,0.25378866128679045,-3.7261931477807413,3.734825840540077,7.5408710184768815,2015-11-29,15,20-39,196.9,354.6188888888889
87,393.0,2014-12-16 09:40:27.000,12/16/2014 09:47:00,521.0,8 Ave & W 31 St,40.75044999,-73.99481051,434.0,9 Ave & W 18 St,40.74317449,-74.00366443,18947,Subscriber,1982,1,0.007275499999998658,0.008853920000007065,0.8092526516617967,0.7544119666010783,1.1063576589749609,10.134573975343152,2014-12-16,9,20-39,196.9,78.16333333333333
88,668.0,2017-12-07 15:10:54.000,2017-12-07 15:22:02,3290.0,E 89 St & York Ave,40.7779453,-73.94604100000002,3143.0,5 Ave & E 78 St,40.77632142182271,-73.96427392959596,26070,Subscriber,1975,1,0.0016238781772912605,0.01823292959593914,0.18062369884529167,1.5535650054846302,1.5640297781215717,8.428902995864759,2017-12-07,15,40-59,200.9,135.55676767676766
89,2918.0,2018-10-14 12:03:17.996,2018-10-14 12:51:56.1430,454.0,E 51 St & 1 Ave,40.75455731,-73.96592976,3489.0,Gold St & Frankfort St,40.710699946313866,-74.00354146957396,34068,Subscriber,1966,1,0.04385736368613635,0.03761170957396587,4.878247248698808,3.2047639674744697,5.836763512997608,7.2009419625741575,2018-10-14,12,40-59,200.9,592.1476767676768
90,407.0,2016-06-23 08:17:59.000,6/23/2016 08:24:46,496.0,E 16 St & 5 Ave,40.73726186,-73.99238967,474.0,5 Ave & E 29 St,40.7451677,-73.98683077,25118,Subscriber,1970,0,-0.007905840000006492,-0.005558899999996925,-0.8793652647406134,-0.4736546841549357,0.9988153125849848,8.834730037606743,2016-06-23,8,40-59,188.65,77.55611111111112
91,449.0,2016-10-19 14:51:34.000,2016-10-19 14:59:03,447.0,8 Ave & W 52 St,40.76370739,-73.9851615,3158.0,W 63 St & Broadway,40.77163851,-73.98261428,25756,Subscriber,1955,1,-0.00793112000000207,-0.002547219999996741,-0.8821771549241655,-0.21703982524820725,0.9084838019545904,7.284057209435468,2016-10-19,14,60+,194.7,88.30333333333333
92,543.0,2017-11-26 16:46:42.000,2017-11-26 16:55:45,3126.0,44 Dr & Jackson Ave,40.74718234,-73.9432635,3115.0,India St & Manhattan Ave,40.73232194,-73.9550858,21658,Subscriber,1986,1,0.014860400000003438,0.011822300000005724,1.652919813725512,1.0073373819443965,1.9356839906526508,12.833264026426413,2017-11-26,16,20-39,196.9,107.99666666666668
93,416.0,2015-08-06 19:21:14.000,8/6/2015 19:28:10,347.0,Greenwich St & W Houston St,40.728846000000004,-74.00859100000002,404.0,9 Ave & W 14 St,40.7405826,-74.00550867,22488,Subscriber,1986,1,-0.011736600000006092,-0.003082330000026445,-1.3054600606831868,-0.2626347015820786,1.3316166702598975,11.523605800326038,2015-08-06,19,20-39,196.9,82.73777777777778
94,249.0,2017-09-11 19:03:27.000,2017-09-11 19:07:37,223.0,W 13 St & 7 Ave,40.73781509,-73.99994661,496.0,E 16 St & 5 Ave,40.73726186,-73.99238967,26137,Subscriber,1988,1,0.0005532300000012924,-0.0075569400000006235,0.061535680637754685,-0.6439007769307011,0.6468344846431058,9.351823874358155,2017-09-11,19,20-39,196.9,49.52333333333333
95,310.0,2015-09-03 06:51:26.000,9/3/2015 06:56:37,153.0,E 40 St & 5 Ave,40.752062306999996,-73.9816324043,442.0,W 27 St & 7 Ave,40.746646999999996,-73.993915,24068,Subscriber,1976,1,0.0054153069999927075,0.012282595700000344,0.6023436944962678,1.046557589970975,1.207518412044002,14.022794462446475,2015-09-03,6,40-59,200.9,62.9080808080808
96,764.0,2016-08-07 15:51:09.000,8/7/2016 16:03:53,487.0,E 20 St & FDR Drive,40.73314259,-73.97573881,428.0,E 3 St & 1 Ave,40.72467721,-73.98783413,25102,Subscriber,1997,1,0.008465379999996971,0.012095320000000244,0.9416028056248438,1.0306004738988221,1.3959774999479948,6.577904450016729,2016-08-07,15,20-39,196.9,151.95111111111112
